accession,ref,qtmscore,a1_cov,a2_cov,a3_cov,a4_cov,n_helices
A0A7L4JPX4,ref_5M8L_human,0.7634,1.000,1.000,1.000,1.000,4
A0A7L4JSS3,ref_5M8L_human,0.6724,1.000,1.000,1.000,1.000,4
A0A7L4KI28,ref_5M8L_human,0.6573,1.000,1.000,1.000,1.000,4
A0A7L4KSH1,ref_5M8L_human,0.6721,1.000,1.000,1.000,1.000,4
A0A7L4L8Z6,ref_5M8L_human,0.6701,1.000,1.000,1.000,1.000,4
A0A7L4LYT9,ref_5M8L_human,0.6704,1.000,1.000,1.000,1.000,4
A0A7L4M1H8,ref_5M8L_human,0.6619,1.000,1.000,1.000,1.000,4
A0A7L4MB48,ref_5M8L_human,0.6580,1.000,1.000,1.000,1.000,4
A0A7L4NI19,ref_5M8L_human,0.7314,1.000,1.000,0.000,0.000,2
A0A7L4NLE4,ref_5M8L_human,0.7822,1.000,1.000,1.000,0.211,3
A0A7L9QAZ9,ref_5M8L_human,0.8153,1.000,1.000,0.000,0.000,2
A0A7L9QB59,ref_5M8L_human,0.8979,1.000,1.000,0.000,0.000,2
A0A7L9UA43,ref_1BT3_Ibatatas,0.3253,0.000,0.950,1.000,1.000,3
A0A7L9UBA5,ref_8BBR_Vspinosum,0.4206,1.000,1.000,1.000,0.955,4
A0A7L9UCT6,ref_5CE9_Jregia,0.3279,0.000,0.105,0.833,1.000,2
A0A7M1DDR5,ref_5M8L_human,0.6095,1.000,1.000,0.000,0.000,2
A0A7M1IP72,ref_5M8L_human,0.8809,1.000,1.000,0.000,0.000,2
A0A7M1IP75,ref_5M8L_human,0.6744,1.000,1.000,0.000,0.000,2
A0A7M1IP80,ref_5M8L_human,0.8723,1.000,1.000,0.000,0.000,2
A0A7M1IP85,ref_5M8L_human,0.8793,1.000,1.000,0.000,0.000,2
A0A7M1IP89,ref_5M8L_human,0.7212,1.000,1.000,0.000,0.000,2
A0A7M1IP91,ref_5M8L_human,0.8744,1.000,1.000,0.000,0.000,2
A0A7M1IP93,ref_5M8L_human,0.8779,1.000,1.000,0.000,0.000,2
A0A7M1IP94,ref_5M8L_human,0.8452,1.000,0.550,0.000,0.000,2
A0A7M1IP95,ref_5M8L_human,0.8782,1.000,1.000,0.000,0.000,2
A0A7M1IP97,ref_5M8L_human,0.7817,1.000,1.000,0.000,0.000,2
A0A7M1IP98,ref_5M8L_human,0.8761,1.000,1.000,0.000,0.000,2
A0A7M1IPA1,ref_5M8L_human,0.8730,1.000,1.000,0.000,0.000,2
A0A7M1IPA3,ref_5M8L_human,0.8152,1.000,0.550,0.000,0.000,2
A0A7M1IPA4,ref_5M8L_human,0.8698,1.000,1.000,0.000,0.000,2
A0A7M1IPA5,ref_5M8L_human,0.8779,1.000,1.000,0.000,0.000,2
A0A7M1IPA7,ref_5M8L_human,0.8766,1.000,1.000,0.000,0.000,2
A0A7M1IPA8,ref_5M8L_human,0.8798,1.000,1.000,0.000,0.000,2
A0A7M1IPB3,ref_5M8L_human,0.8715,1.000,1.000,0.000,0.000,2
A0A7M1IPB6,ref_5M8L_human,0.8713,1.000,1.000,0.000,0.000,2
A0A7M1IPC0,ref_5M8L_human,0.8818,1.000,1.000,0.000,0.000,2
A0A7M1IPC2,ref_5M8L_human,0.8836,1.000,1.000,0.000,0.000,2
A0A7M1IPC8,ref_5M8L_human,0.8715,1.000,1.000,0.000,0.000,2
A0A7M1IPE9,ref_5M8L_human,0.8851,1.000,1.000,0.000,0.000,2
A0A7M1IPG4,ref_5M8L_human,0.8785,1.000,1.000,0.000,0.000,2
A0A7M1IPJ8,ref_5M8L_human,0.8810,1.000,1.000,0.000,0.000,2
A0A7M1IPK9,ref_5M8L_human,0.8650,1.000,1.000,0.000,0.000,2
A0A7M1IPL3,ref_5M8L_human,0.8692,1.000,1.000,0.000,0.000,2
A0A7M1IPL4,ref_5M8L_human,0.8764,1.000,1.000,0.000,0.000,2
A0A7M1IPM2,ref_5M8L_human,0.8786,1.000,1.000,0.000,0.000,2
A0A7M1IPN2,ref_5M8L_human,0.8780,1.000,1.000,0.000,0.000,2
A0A7M1IPN3,ref_5M8L_human,0.8390,1.000,1.000,0.000,0.000,2
A0A7M1IPQ9,ref_5M8L_human,0.8818,1.000,1.000,0.000,0.000,2
A0A7M1IPT3,ref_5M8L_human,0.8872,1.000,0.700,0.000,0.000,2
A0A7M1IPV4,ref_5M8L_human,0.8784,1.000,1.000,0.000,0.000,2
A0A7M1IPX2,ref_5M8L_human,0.8767,1.000,1.000,0.000,0.000,2
A0A7M2SBB5,ref_PmTYR,0.9206,1.000,1.000,1.000,1.000,4
A0A7M2SPF7,ref_PmTYR,0.8742,1.000,1.000,1.000,1.000,4
A0A7M2T8U2,ref_PmTYR,0.8540,1.000,1.000,1.000,1.000,4
A0A7M2TF05,ref_PmTYR,0.8731,1.000,1.000,1.000,1.000,4
A0A7M3VC31,ref_5M8L_human,0.7553,1.000,1.000,0.000,0.000,2
A0A7M3VC32,ref_5M8L_human,0.7764,1.000,1.000,0.000,0.000,2
A0A7M3VC33,ref_5M8L_human,0.7548,1.000,1.000,0.000,0.000,2
A0A7M3VC35,ref_5M8L_human,0.7596,1.000,1.000,0.000,0.000,2
A0A7M3VC37,ref_5M8L_human,0.7520,1.000,1.000,0.000,0.000,2
A0A7M3VC38,ref_5M8L_human,0.7293,1.000,0.900,0.000,0.000,2
A0A7M3VC41,ref_5M8L_human,0.7766,1.000,1.000,0.000,0.000,2
A0A7M3VC42,ref_5M8L_human,0.7574,1.000,1.000,0.000,0.000,2
A0A7M3VC43,ref_5M8L_human,0.7531,1.000,1.000,0.000,0.000,2
A0A7M3VC44,ref_5M8L_human,0.7545,1.000,1.000,0.000,0.000,2
A0A7M3VC45,ref_5M8L_human,0.7735,1.000,1.000,0.000,0.000,2
A0A7M3VC47,ref_5M8L_human,0.7934,1.000,1.000,0.000,0.000,2
A0A7M3VC48,ref_5M8L_human,0.7769,1.000,1.000,0.000,0.000,2
A0A7M3VC49,ref_5M8L_human,0.7537,1.000,1.000,0.000,0.000,2
A0A7M3VC53,ref_5M8L_human,0.7526,1.000,1.000,0.000,0.000,2
A0A7M4FCS6,ref_5M8L_human,0.7228,1.000,1.000,1.000,1.000,4
A0A7M4FEA3,ref_5M8L_human,0.6581,1.000,1.000,1.000,1.000,4
A0A7M4FN31,ref_5M8L_human,0.6735,1.000,1.000,1.000,1.000,4
A0A7M4FNM3,ref_5M8L_human,0.6713,1.000,1.000,1.000,1.000,4
A0A7M4FSZ7,ref_5M8L_human,0.6710,1.000,1.000,1.000,1.000,4
A0A7M5TY65,ref_8BBR_Vspinosum,0.0998,0.000,0.000,0.571,1.000,2
A0A7M5U0C1,ref_PmTYR,0.3350,1.000,1.000,0.889,1.000,4
A0A7M5UEV7,ref_1JS8_squid,0.3283,0.000,0.000,1.000,1.000,2
A0A7M5V391,ref_PmTYR,0.2509,1.000,1.000,0.000,0.000,2
A0A7M5V4K9,ref_2Y9W_Abisporus,0.6065,1.000,0.833,1.000,1.000,4
A0A7M5V4U7,ref_2Y9W_Abisporus,0.5118,1.000,1.000,1.000,0.368,3
A0A7M5WXX0,ref_2Y9W_Abisporus,0.4955,1.000,0.875,1.000,1.000,4
A0A7M5WYG4,ref_PmTYR,0.4151,1.000,0.947,1.000,1.000,4
A0A7M5X1J4,ref_PmTYR,0.3022,0.000,0.000,1.000,1.000,2
A0A7M5XIS8,ref_2Y9W_Abisporus,0.6559,1.000,0.875,1.000,1.000,4
A0A7M6DMJ9,ref_PmTYR,0.3069,1.000,1.000,0.889,1.000,4
A0A7M6DMK7,ref_PmTYR,0.2794,1.000,0.947,0.889,1.000,4
A0A7M6DQ32,ref_PmTYR,0.3412,0.615,1.000,1.000,1.000,4
A0A7M6DQE2,ref_2Y9W_Abisporus,0.6258,1.000,0.875,1.000,1.000,4
A0A7N0REJ2,ref_1BT3_Ibatatas,0.6756,1.000,1.000,0.250,0.000,2
A0A7N0RG09,ref_5CE9_Jregia,0.5517,1.000,1.000,1.000,1.000,4
A0A7N0VLV1,ref_5CE9_Jregia,0.5439,1.000,1.000,1.000,1.000,4
A0A7N2MTV1,ref_5CE9_Jregia,0.5580,1.000,1.000,1.000,1.000,4
A0A7N2R4S9,ref_5CE9_Jregia,0.5606,1.000,1.000,1.000,1.000,4
A0A7N2RCI0,ref_5CE9_Jregia,0.5579,1.000,1.000,1.000,1.000,4
A0A7N4NVD6,ref_5M8L_human,0.5110,0.000,0.000,1.000,1.000,2
A0A7N5KMD0,ref_5M8L_human,0.5296,0.000,0.000,1.000,1.000,2
A0A7N5P521,ref_5M8L_human,0.5333,0.000,0.000,1.000,1.000,2
A0A7N6A648,ref_5M8L_human,0.6411,1.000,1.000,1.000,1.000,4
A0A7N6A692,ref_5M8L_human,0.6488,1.000,1.000,1.000,1.000,4
A0A7N6ABY5,ref_5M8L_human,0.6412,1.000,1.000,1.000,1.000,4
A0A7N6AG26,ref_5M8L_human,0.6225,1.000,1.000,1.000,1.000,4
A0A7N6AJ73,ref_5M8L_human,0.6719,1.000,1.000,1.000,1.000,4
A0A7N6AMA0,ref_5M8L_human,0.6243,1.000,1.000,0.750,1.000,4
A0A7N6BGW9,ref_5M8L_human,0.6405,1.000,1.000,1.000,1.000,4
A0A7N6BUK6,ref_5M8L_human,0.6795,1.000,1.000,1.000,1.000,4
A0A7N6FE63,ref_5M8L_human,0.6382,1.000,1.000,1.000,1.000,4
A0A7N6FH14,ref_5M8L_human,0.6420,1.000,1.000,1.000,1.000,4
A0A7N6FHA2,ref_5M8L_human,0.6366,1.000,1.000,1.000,1.000,4
A0A7N8WK81,ref_5M8L_human,0.7180,1.000,1.000,1.000,1.000,4
A0A7N8WV62,ref_5M8L_human,0.7158,1.000,1.000,1.000,1.000,4
A0A7N8XMW7,ref_5M8L_human,0.6672,1.000,1.000,1.000,1.000,4
A0A7N8Y1J5,ref_5M8L_human,0.6796,1.000,1.000,1.000,1.000,4
A0A7N8YJX1,ref_5M8L_human,0.6920,1.000,1.000,1.000,1.000,4
A0A7R6T5J0,ref_2Y9W_Abisporus,0.5143,1.000,1.000,1.000,1.000,4
A0A7R7VQZ5,ref_2Y9W_Abisporus,0.5519,1.000,0.792,1.000,1.000,4
A0A7R7VRG0,ref_2Y9W_Abisporus,0.5857,1.000,0.792,1.000,1.000,4
A0A7R7W9K7,ref_A0A9N8ELP9_oomycota,0.5257,1.000,1.000,1.000,1.000,4
A0A7R7WZB7,ref_A0A9N8ELP9_oomycota,0.6566,1.000,1.000,1.000,1.000,4
A0A7R7X9F5,ref_PmTYR,0.5384,0.923,1.000,1.000,1.000,4
A0A7R7XAN5,ref_A0A9N8ELP9_oomycota,0.5841,1.000,1.000,0.833,1.000,4
A0A7R7XQJ8,ref_A0A9N8ELP9_oomycota,0.5937,1.000,1.000,1.000,1.000,4
A0A7R7XS87,ref_I3D139_archaea,0.5808,1.000,1.000,1.000,1.000,4
A0A7R7XUY8,ref_1BT3_Ibatatas,0.2779,1.000,0.950,0.000,0.000,2
A0A7R7XVK7,ref_2Y9W_Abisporus,0.3131,0.000,0.042,1.000,1.000,2
A0A7R7XXA9,ref_2Y9W_Abisporus,0.4447,0.625,1.000,1.000,1.000,4
A0A7R7ZLM2,ref_5M8L_human,0.4812,1.000,0.750,1.000,0.158,3
A0A7R7ZNQ8,ref_2Y9W_Abisporus,0.4464,1.000,1.000,1.000,1.000,4
A0A7R8AGW9,ref_A0A9N8ELP9_oomycota,0.6407,1.000,1.000,1.000,1.000,4
A0A7R8ARR0,ref_PmTYR,0.6053,1.000,1.000,0.778,1.000,4
A0A7R8Z532,ref_5CE9_Jregia,0.1570,0.667,0.947,1.000,1.000,4
A0A7R9E5Y2,ref_2Y9W_Abisporus,0.2438,1.000,0.667,0.769,1.000,4
A0A7R9KEZ6,ref_5CE9_Jregia,0.5149,1.000,1.000,0.000,0.000,2
A0A7R9KQM4,ref_PmTYR,0.5048,1.000,1.000,0.778,1.000,4
A0A7R9KZT3,ref_1BT3_Ibatatas,0.2462,1.000,1.000,1.000,1.000,4
A0A7R9L054,ref_PmTYR,0.2657,1.000,1.000,0.778,0.632,4
A0A7R9M988,ref_5CE9_Jregia,0.5525,1.000,1.000,1.000,1.000,4
A0A7R9PUN4,ref_PmTYR,0.2254,1.000,1.000,0.889,1.000,4
A0A7R9PVW4,ref_A0A9N8ELP9_oomycota,0.2416,0.917,1.000,0.833,1.000,4
A0A7R9Q0Z3,ref_A0A9N8ELP9_oomycota,0.5023,0.833,1.000,0.833,1.000,4
A0A7R9Q5E5,ref_5CE9_Jregia,0.2085,0.000,0.000,0.000,1.000,1
A0A7R9QJ93,ref_1BT3_Ibatatas,0.5986,0.000,1.000,1.000,0.579,3
A0A7R9QRB4,ref_1BT3_Ibatatas,0.1698,0.917,1.000,0.000,1.000,3
A0A7R9QVX0,ref_PmTYR,0.4513,1.000,1.000,1.000,0.947,4
A0A7R9UNI4,ref_2Y9W_Abisporus,0.4198,1.000,0.708,1.000,1.000,4
A0A7R9V365,ref_A0A9N8ELP9_oomycota,0.6003,1.000,1.000,0.917,1.000,4
A0A7R9YR27,ref_A0A9N8ELP9_oomycota,0.5536,0.000,0.000,1.000,1.000,2
A0A7S0FYS9,ref_PmTYR,0.4250,1.000,1.000,1.000,1.000,4
A0A7S0I6H8,ref_5M8L_human,0.5608,1.000,1.000,1.000,1.000,4
A0A7S0L954,ref_PmTYR,0.5828,0.692,1.000,0.000,0.000,2
A0A7S0LHE4,ref_A0A9N8ELP9_oomycota,0.2798,1.000,1.000,0.667,1.000,4
A0A7S0NWU5,ref_A0A9N8ELP9_oomycota,0.5492,0.000,0.000,1.000,1.000,2
A0A7S0Q6Q8,ref_2Y9W_Abisporus,0.3573,0.000,0.000,0.923,1.000,2
A0A7S0SRE9,ref_A0A9N8ELP9_oomycota,0.5084,1.000,1.000,1.000,0.895,4
A0A7S0WI35,ref_A0A9N8ELP9_oomycota,0.6624,1.000,1.000,1.000,1.000,4
A0A7S0XC89,ref_I3D139_archaea,0.5078,0.417,1.000,1.000,0.684,3
A0A7S0XDT4,ref_A0A9N8ELP9_oomycota,0.3008,1.000,1.000,1.000,0.947,4
A0A7S0ZFM1,ref_2Y9W_Abisporus,0.4133,1.000,0.833,1.000,1.000,4
A0A7S0ZFM8,ref_2Y9W_Abisporus,0.3910,0.000,0.583,1.000,1.000,3
A0A7S1A6W1,ref_A0A9N8ELP9_oomycota,0.7045,1.000,1.000,1.000,1.000,4
A0A7S1B601,ref_1JS8_squid,0.3274,1.000,1.000,0.800,0.957,4
A0A7S1D9M3,ref_2Y9W_Abisporus,0.4017,0.875,0.917,0.000,0.000,2
A0A7S1D9Z1,ref_2Y9W_Abisporus,0.3918,1.000,1.000,1.000,1.000,4
A0A7S1N991,ref_5CE9_Jregia,0.3079,1.000,0.947,0.000,0.000,2
A0A7S1PIG6,ref_A0A9N8ELP9_oomycota,0.3359,0.000,1.000,0.750,1.000,3
A0A7S1QT39,ref_PmTYR,0.6687,1.000,1.000,1.000,1.000,4
A0A7S1T762,ref_PmTYR,0.6050,1.000,1.000,0.778,1.000,4
A0A7S1T768,ref_PmTYR,0.6352,1.000,1.000,0.778,1.000,4
A0A7S1URU3,ref_PmTYR,0.1590,0.000,0.000,0.889,1.000,2
A0A7S1XDZ4,ref_PmTYR,0.4292,0.000,0.737,1.000,1.000,3
A0A7S1XGZ2,ref_I3D139_archaea,0.6102,0.000,0.737,0.889,0.579,3
A0A7S2AI41,ref_A0A9N8ELP9_oomycota,0.3894,1.000,1.000,0.833,0.789,4
A0A7S2AJW0,ref_A0A9N8ELP9_oomycota,0.4309,0.000,1.000,1.000,0.737,3
A0A7S2APG2,ref_5CE9_Jregia,0.2163,0.000,1.000,0.667,0.600,3
A0A7S2AZS3,ref_I3D139_archaea,0.4064,0.000,0.526,1.000,0.895,3
A0A7S2B036,ref_A0A9N8ELP9_oomycota,0.7039,0.000,1.000,0.917,0.000,2
A0A7S2B082,ref_A0A9N8ELP9_oomycota,0.6370,0.833,1.000,0.000,0.000,2
A0A7S2B4B6,ref_A0A9N8ELP9_oomycota,0.4698,1.000,1.000,0.750,1.000,4
A0A7S2B4C7,ref_A0A9N8ELP9_oomycota,0.6755,1.000,1.000,0.000,0.000,2
A0A7S2B4P7,ref_A0A9N8ELP9_oomycota,0.3837,1.000,1.000,0.000,0.000,2
A0A7S2B4S7,ref_1JS8_squid,0.1918,0.000,0.000,0.650,0.957,2
A0A7S2B6E8,ref_A0A9N8ELP9_oomycota,0.3080,1.000,1.000,1.000,0.895,4
A0A7S2B9N2,ref_A0A9N8ELP9_oomycota,0.6015,1.000,1.000,0.000,0.000,2
A0A7S2BAD2,ref_PmTYR,0.3852,0.615,1.000,0.889,1.000,4
A0A7S2BCW7,ref_A0A9N8ELP9_oomycota,0.4231,1.000,1.000,0.000,0.000,2
A0A7S2BK70,ref_A0A9N8ELP9_oomycota,0.3992,1.000,1.000,1.000,0.895,4
A0A7S2BKJ3,ref_A0A9N8ELP9_oomycota,0.3936,1.000,1.000,1.000,0.947,4
A0A7S2BQH6,ref_A0A9N8ELP9_oomycota,0.3229,1.000,1.000,1.000,0.947,4
A0A7S2BQR6,ref_PmTYR,0.2131,0.000,0.000,0.000,1.000,1
A0A7S2BXX5,ref_A0A9N8ELP9_oomycota,0.4416,0.833,1.000,1.000,0.895,4
A0A7S2C5C6,ref_A0A9N8ELP9_oomycota,0.6623,1.000,1.000,0.000,0.000,2
A0A7S2C850,ref_A0A9N8ELP9_oomycota,0.7354,0.667,1.000,1.000,0.000,3
A0A7S2CAB6,ref_A0A9N8ELP9_oomycota,0.4740,1.000,1.000,0.917,0.842,4
A0A7S2CDF7,ref_A0A9N8ELP9_oomycota,0.5661,1.000,1.000,0.000,0.000,2
A0A7S2CGN8,ref_A0A9N8ELP9_oomycota,0.3570,1.000,1.000,1.000,0.684,4
A0A7S2CGQ1,ref_A0A9N8ELP9_oomycota,0.3860,1.000,1.000,1.000,1.000,4
A0A7S2CMT8,ref_PmTYR,0.6064,0.000,1.000,1.000,0.000,2
A0A7S2CN14,ref_PmTYR,0.4433,0.000,1.000,0.889,1.000,3
A0A7S2CSN0,ref_PmTYR,0.6226,0.000,1.000,0.000,0.000,1
A0A7S2CVH2,ref_A0A9N8ELP9_oomycota,0.3696,1.000,1.000,1.000,1.000,4
A0A7S2CW70,ref_A0A9N8ELP9_oomycota,0.4524,0.000,1.000,1.000,1.000,3
A0A7S2CZV2,ref_A0A9N8ELP9_oomycota,0.5213,1.000,1.000,1.000,1.000,4
A0A7S2D0S4,ref_A0A9N8ELP9_oomycota,0.5067,1.000,1.000,0.917,0.947,4
A0A7S2DDL4,ref_A0A9N8ELP9_oomycota,0.4375,1.000,1.000,0.000,0.000,2
A0A7S2DI27,ref_A0A9N8ELP9_oomycota,0.4840,1.000,1.000,0.833,1.000,4
A0A7S2DUP4,ref_A0A9N8ELP9_oomycota,0.3863,1.000,1.000,1.000,0.789,4
A0A7S2E480,ref_I3D139_archaea,0.3776,0.000,0.053,1.000,1.000,2
A0A7S2EUW0,ref_2Y9W_Abisporus,0.2266,1.000,0.875,1.000,1.000,4
A0A7S2F235,ref_A0A9N8ELP9_oomycota,0.5857,0.000,0.950,0.000,0.000,1
A0A7S2F553,ref_PmTYR,0.3078,1.000,1.000,0.778,0.000,3
A0A7S2F5L7,ref_A0A9N8ELP9_oomycota,0.3822,1.000,1.000,1.000,0.737,4
A0A7S2F9B5,ref_A0A9N8ELP9_oomycota,0.3769,1.000,1.000,1.000,0.842,4
A0A7S2FM18,ref_A0A9N8ELP9_oomycota,0.4664,0.000,0.700,1.000,0.789,3
A0A7S2FMS7,ref_A0A9N8ELP9_oomycota,0.4064,0.000,0.700,0.750,0.737,3
A0A7S2FUY7,ref_A0A9N8ELP9_oomycota,0.4987,1.000,1.000,1.000,1.000,4
A0A7S2FXC1,ref_A0A9N8ELP9_oomycota,0.6920,0.667,1.000,0.000,0.000,2
A0A7S2G1V7,ref_A0A9N8ELP9_oomycota,0.2800,1.000,1.000,0.750,0.842,4
A0A7S2G2D7,ref_A0A9N8ELP9_oomycota,0.4723,1.000,1.000,1.000,0.737,4
A0A7S2G2V6,ref_A0A9N8ELP9_oomycota,0.7699,1.000,1.000,0.000,0.000,2
A0A7S2G514,ref_1JS8_squid,0.2230,0.500,1.000,0.000,0.000,2
A0A7S2GG22,ref_8BBR_Vspinosum,0.0971,0.000,0.000,1.000,0.636,2
A0A7S2GZS8,ref_PmTYR,0.3823,1.000,1.000,1.000,1.000,4
A0A7S2GZX5,ref_A0A9N8ELP9_oomycota,0.4840,0.750,1.000,1.000,0.737,4
A0A7S2H1Q6,ref_A0A9N8ELP9_oomycota,0.3876,1.000,1.000,1.000,1.000,4
A0A7S2H9D0,ref_A0A9N8ELP9_oomycota,0.6086,0.000,0.900,0.000,0.000,1
A0A7S2HL40,ref_A0A9N8ELP9_oomycota,0.4374,1.000,1.000,1.000,1.000,4
A0A7S2HW81,ref_5M8L_human,0.4389,1.000,1.000,0.750,0.526,4
A0A7S2J7N4,ref_A0A9N8ELP9_oomycota,0.4765,1.000,1.000,0.000,0.000,2
A0A7S2J952,ref_A0A9N8ELP9_oomycota,0.3229,1.000,1.000,0.917,1.000,4
A0A7S2JHL4,ref_PmTYR,0.2413,1.000,1.000,0.889,1.000,4
A0A7S2JHQ4,ref_PmTYR,0.2297,0.692,1.000,0.889,1.000,4
A0A7S2JTA5,ref_A0A9N8ELP9_oomycota,0.4922,1.000,1.000,1.000,1.000,4
A0A7S2MDR4,ref_A0A9N8ELP9_oomycota,0.4682,1.000,1.000,1.000,0.737,4
A0A7S2MDT3,ref_A0A9N8ELP9_oomycota,0.3605,1.000,1.000,0.000,0.000,2
A0A7S2ME85,ref_A0A9N8ELP9_oomycota,0.4271,1.000,1.000,0.917,0.895,4
A0A7S2MH92,ref_A0A9N8ELP9_oomycota,0.3551,1.000,1.000,1.000,1.000,4
A0A7S2MJ64,ref_A0A9N8ELP9_oomycota,0.6579,0.000,1.000,1.000,0.000,2
A0A7S2MLN1,ref_2Y9W_Abisporus,0.4966,1.000,0.708,1.000,1.000,4
A0A7S2MT20,ref_A0A9N8ELP9_oomycota,0.3430,1.000,1.000,0.833,0.947,4
A0A7S2NHF0,ref_A0A9N8ELP9_oomycota,0.4792,1.000,1.000,0.000,0.000,2
A0A7S2QBF1,ref_PmTYR,0.5542,1.000,1.000,0.889,1.000,4
A0A7S2R4W0,ref_A0A9N8ELP9_oomycota,0.4022,1.000,1.000,1.000,1.000,4
A0A7S2R6D0,ref_A0A9N8ELP9_oomycota,0.5422,1.000,1.000,1.000,0.947,4
A0A7S2R7L9,ref_A0A9N8ELP9_oomycota,0.4923,1.000,1.000,1.000,1.000,4
A0A7S2R8C7,ref_A0A9N8ELP9_oomycota,0.4880,1.000,1.000,1.000,1.000,4
A0A7S2RVF0,ref_PmTYR,0.4623,1.000,0.895,0.000,0.000,2
A0A7S2SA39,ref_A0A9N8ELP9_oomycota,0.4110,1.000,1.000,1.000,1.000,4
A0A7S2SIM0,ref_A0A9N8ELP9_oomycota,0.3358,1.000,1.000,1.000,1.000,4
A0A7S2TEI2,ref_PmTYR,0.3471,0.000,0.000,0.778,1.000,2
A0A7S2TF86,ref_PmTYR,0.4067,0.000,0.000,0.778,1.000,2
A0A7S2UUX6,ref_A0A9N8ELP9_oomycota,0.6931,1.000,1.000,0.000,0.000,2
A0A7S2V0W7,ref_A0A9N8ELP9_oomycota,0.3163,0.917,1.000,0.917,0.000,3
A0A7S2V1V1,ref_A0A9N8ELP9_oomycota,0.3639,1.000,1.000,1.000,1.000,4
A0A7S2V2E8,ref_A0A9N8ELP9_oomycota,0.4820,1.000,1.000,1.000,1.000,4
A0A7S2VD40,ref_5M8L_human,0.5312,0.846,1.000,0.000,0.000,2
A0A7S2VZ60,ref_PmTYR,0.6387,1.000,1.000,0.000,0.000,2
A0A7S2W0D0,ref_5CE9_Jregia,0.0814,1.000,1.000,1.000,1.000,4
A0A7S2W132,ref_A0A9N8ELP9_oomycota,0.2815,1.000,1.000,1.000,0.737,4
A0A7S2W1K8,ref_A0A9N8ELP9_oomycota,0.3926,1.000,1.000,1.000,1.000,4
A0A7S2W1Z0,ref_A0A9N8ELP9_oomycota,0.5122,1.000,1.000,1.000,0.947,4
A0A7S2W3X4,ref_A0A9N8ELP9_oomycota,0.3543,1.000,1.000,0.833,0.895,4
A0A7S2W4W4,ref_A0A9N8ELP9_oomycota,0.3808,1.000,1.000,0.917,0.895,4
A0A7S2W594,ref_A0A9N8ELP9_oomycota,0.3509,1.000,1.000,0.917,1.000,4
A0A7S2W5V2,ref_2Y9W_Abisporus,0.4099,1.000,1.000,0.000,0.000,2
A0A7S2W6D9,ref_1BT3_Ibatatas,0.4171,1.000,1.000,0.000,0.000,2
A0A7S2WAP3,ref_A0A9N8ELP9_oomycota,0.4106,1.000,1.000,1.000,1.000,4
A0A7S2WC22,ref_A0A9N8ELP9_oomycota,0.4235,1.000,1.000,0.833,0.737,4
A0A7S2WDH6,ref_A0A9N8ELP9_oomycota,0.4066,0.000,0.000,0.833,1.000,2
A0A7S2WEF6,ref_A0A9N8ELP9_oomycota,0.2573,1.000,1.000,1.000,0.000,3
A0A7S2WFA6,ref_2Y9W_Abisporus,0.2014,1.000,0.708,1.000,0.895,4
A0A7S2WV18,ref_A0A9N8ELP9_oomycota,0.4999,0.917,1.000,0.000,0.000,2
A0A7S2XVL9,ref_PmTYR,0.4776,0.000,1.000,0.000,0.000,1
A0A7S2XW78,ref_A0A9N8ELP9_oomycota,0.3717,1.000,1.000,1.000,1.000,4
A0A7S2XX66,ref_A0A9N8ELP9_oomycota,0.4087,1.000,1.000,0.750,0.895,4
A0A7S2XX74,ref_A0A9N8ELP9_oomycota,0.3698,1.000,1.000,1.000,0.895,4
A0A7S2Y148,ref_A0A9N8ELP9_oomycota,0.3285,1.000,1.000,0.000,0.000,2
A0A7S2YBH2,ref_PmTYR,0.1085,0.000,0.000,0.111,1.000,1
A0A7S2YZI4,ref_PmTYR,0.4965,1.000,1.000,0.000,0.000,2
A0A7S3DSM8,ref_PmTYR,0.5726,0.000,0.000,0.667,1.000,2
A0A7S3EYR7,ref_2Y9W_Abisporus,0.2439,1.000,1.000,0.923,1.000,4
A0A7S3H575,ref_2Y9W_Abisporus,0.3684,0.500,0.917,0.615,1.000,4
A0A7S3K253,ref_A0A9N8ELP9_oomycota,0.3407,1.000,1.000,0.833,1.000,4
A0A7S3K2N9,ref_A0A9N8ELP9_oomycota,0.6218,1.000,1.000,1.000,1.000,4
A0A7S3K307,ref_A0A9N8ELP9_oomycota,0.4113,1.000,1.000,0.833,0.737,4
A0A7S3K4Y5,ref_A0A9N8ELP9_oomycota,0.5128,1.000,1.000,1.000,0.000,3
A0A7S3NJF7,ref_5M8L_human,0.5014,0.615,1.000,0.875,0.947,4
A0A7S3QEJ9,ref_A0A9N8ELP9_oomycota,0.2611,1.000,1.000,0.917,1.000,4
A0A7S3RCE1,ref_2Y9W_Abisporus,0.3477,1.000,0.875,1.000,1.000,4
A0A7S3S276,ref_2Y9W_Abisporus,0.6249,1.000,1.000,1.000,1.000,4
A0A7S3W3R1,ref_5M8L_human,0.5178,0.846,1.000,1.000,1.000,4
A0A7S3XIT1,ref_5M8L_human,0.6242,0.846,1.000,0.875,1.000,4
A0A7S3XKD7,ref_5M8L_human,0.6678,0.846,1.000,1.000,0.947,4
A0A7S3XKX0,ref_A0A9N8ELP9_oomycota,0.3663,1.000,1.000,0.833,1.000,4
A0A7S3XTZ6,ref_A0A9N8ELP9_oomycota,0.4359,1.000,1.000,1.000,1.000,4
