accession,has_2cu,n_cu,cu_dist,cu_dist_ok,n_coord_his,his_ok,min_plddt,plddt_ok,canonical,his_positions
A0A9P5AAJ2,True,2,4.02,True,6,True,97.2,True,True,"48,56,65,189,193,219"
A0A9P5AC41,True,2,4.19,True,3,False,72.7,True,False,"52,79,88"
A0A9P5AJD2,True,2,4.04,True,6,True,93.3,True,True,"587,595,604,741,745,767"
A0A9P5AMW5,True,2,4.31,True,6,True,86.8,True,True,"173,179,188,342,346,369"
A0A9P5AV13,True,2,3.81,True,0,False,0,False,False,
A0A9P5B0C2,True,2,4.14,True,6,True,85.3,True,True,"50,71,80,277,281,321"
A0A9P5B8M4,True,2,4.13,True,6,True,78.8,True,True,"85,120,129,391,395,426"
A0A9P5B9W0,True,2,4.01,True,6,True,97.9,True,True,"80,88,97,243,247,269"
A0A9P5BDM4,True,2,4.23,True,3,False,72.9,True,False,"95,119,128"
A0A9P5BEY1,True,2,3.38,True,5,False,63.0,False,False,"481,490,593,597,619"
A0A9P5BFG7,True,2,3.71,True,5,False,55.3,False,False,"77,85,94,244,248"
A0A9P5BHQ5,True,2,4.11,True,6,True,85.3,True,True,"84,108,117,272,276,301"
A0A9P5BJG4,True,2,3.99,True,6,True,97.4,True,True,"66,74,83,232,236,262"
A0A9P5BJI9,True,2,3.59,True,2,False,63.3,False,False,"68,77"
A0A9P5BPD6,True,2,4.25,True,6,True,89.4,True,True,"86,109,118,273,277,302"
A0A9P5BQW9,True,2,4.04,True,6,True,97.7,True,True,"75,83,92,223,227,250"
A0A9P5BS62,True,2,2.4,False,3,False,90.9,True,False,"102,106,128"
A0A9P5BW11,True,2,4.16,True,6,True,86.3,True,True,"108,135,144,317,321,348"
A0A9P5BXF7,True,2,4.08,True,6,True,97.7,True,True,"105,113,122,285,289,313"
A0A9P5BYG0,True,2,4.55,True,6,True,97.9,True,True,"82,90,99,258,262,285"
A0A9P5C3D3,True,2,4.05,True,6,True,96.4,True,True,"179,187,196,311,315,338"
A0A9P5C3W0,True,2,4.08,True,6,True,97.3,True,True,"130,138,147,325,329,353"
A0A9P5C4B8,True,2,4.13,True,4,False,87.2,True,False,"8,161,165,198"
A0A9P5CTQ7,True,2,3.95,True,6,True,93.7,True,True,"89,107,116,238,242,290"
A0A9P5CTY5,True,2,4.15,True,6,True,96.7,True,True,"58,66,75,241,245,269"
A0A9P5DM27,True,2,4.04,True,6,True,82.0,True,True,"67,88,97,295,299,321"
A0A9P5DT73,True,2,4.19,True,6,True,97.1,True,True,"80,88,97,243,247,269"
A0A9P5DU41,True,2,4.24,True,6,True,81.5,True,True,"80,116,125,351,355,393"
A0A9P5DVT2,True,2,17.22,False,3,False,65.2,False,False,"55,72,77"
A0A9P5DWD0,True,2,3.98,True,6,True,87.4,True,True,"45,66,75,268,272,313"
A0A9P5E0H0,True,2,4.03,True,6,True,98.2,True,True,"109,117,126,286,290,313"
A0A9P5E0T4,True,2,4.29,True,6,True,95.5,True,True,"77,85,94,244,248,274"
A0A9P5E0U0,True,2,4.3,True,0,False,0,False,False,
A0A9P5E2M0,True,2,4.08,True,6,True,98.0,True,True,"118,126,135,302,306,330"
A0A9P5E401,True,2,3.13,True,3,False,68.6,False,False,"256,260,285"
A0A9P5E4U5,True,2,3.88,True,6,True,98.1,True,True,"118,126,135,302,306,330"
A0A9P5E4Z0,True,2,4.2,True,6,True,84.7,True,True,"84,108,117,272,276,301"
A0A9P5E7P4,True,2,4.27,True,5,False,71.9,True,False,"46,54,63,199,203"
A0A9P5E8A2,True,2,3.77,True,4,False,70.6,True,False,"208,212,234,235"
A0A9P5EDZ5,True,2,4.1,True,4,False,75.2,True,False,"111,258,262,285"
A0A9P5EJS6,True,2,4.06,True,6,True,98.1,True,True,"78,86,95,209,213,236"
A0A9P5EK34,True,2,4.59,True,5,False,71.6,True,False,"76,85,263,267,293"
A0A9P5EN09,True,2,3.91,True,6,True,98.0,True,True,"87,119,128,251,255,278"
A0A9P5EP89,True,2,3.84,True,6,True,98.1,True,True,"85,93,102,254,258,284"
A0A9P5EPY6,True,2,4.06,True,6,True,98.3,True,True,"118,126,135,305,309,333"
A0A9P5EQ32,True,2,4.2,True,6,True,95.4,True,True,"58,66,75,224,228,254"
A0A9P5ERR0,True,2,3.89,True,6,True,97.8,True,True,"119,127,136,303,307,331"
A0A9P5ESF9,True,2,4.17,True,6,True,97.1,True,True,"82,90,99,226,230,253"
A0A9P5ESI6,True,2,4.02,True,6,True,98.0,True,True,"107,115,124,285,289,312"
A0A9P5EWI3,True,2,4.01,True,6,True,97.8,True,True,"80,88,97,243,247,269"
A0A9P5EWP9,True,2,4.2,True,6,True,86.0,True,True,"46,62,71,254,258,296"
A0A9P5EYL5,True,2,4.28,True,6,True,98.2,True,True,"123,131,140,308,312,336"
A0A9P5EZI0,True,2,24.79,False,5,False,54.1,False,False,"266,270,313,317,342"
A0A9P5F043,True,2,3.88,True,6,True,98.1,True,True,"115,123,132,296,300,323"
A0A9P5F0V8,True,2,4.36,True,6,True,97.0,True,True,"74,82,91,215,219,242"
A0A9P5F1P8,True,2,4.13,True,5,False,95.6,True,False,"49,57,66,234,238"
A0A9P5F4D0,True,2,4.27,True,6,True,97.7,True,True,"91,99,108,227,231,254"
A0A9P5GB19,True,2,4.15,True,6,True,85.5,True,True,"79,101,110,309,313,338"
A0A9P5GCT0,True,2,4.27,True,6,True,95.1,True,True,"93,101,110,270,274,297"
A0A9P5GFI9,True,2,3.93,True,6,True,97.3,True,True,"60,68,77,208,212,234"
A0A9P5GWA5,True,2,3.96,True,6,True,97.7,True,True,"82,90,99,248,252,278"
A0A9P5H912,True,2,4.36,True,6,True,98.2,True,True,"120,128,137,304,308,332"
A0A9P5HBF6,True,2,4.09,True,6,True,97.8,True,True,"77,85,94,208,212,235"
A0A9P5HF60,True,2,4.93,True,0,False,0,False,False,
A0A9P5HHL6,True,2,4.01,True,6,True,97.5,True,True,"88,96,105,259,263,289"
A0A9P5HJQ1,True,2,4.39,True,6,True,84.7,True,True,"81,105,114,269,273,298"
A0A9P5HQ80,True,2,4.28,True,6,True,65.2,False,False,"79,113,122,370,374,405"
A0A9P5HSB3,True,2,3.91,True,6,True,78.7,True,True,"71,95,104,281,285,310"
A0A9P5HSY5,True,2,3.93,True,6,True,98.5,True,True,"114,122,131,296,300,324"
A0A9P5HWN2,True,2,4.37,True,6,True,88.6,True,True,"113,137,146,317,321,346"
A0A9P5IJI5,True,2,3.5,True,5,False,76.4,True,False,"125,133,142,270,296"
A0A9P5IUD8,True,2,3.96,True,6,True,81.6,True,True,"88,112,121,283,287,313"
A0A9P5IXS6,True,2,4.29,True,6,True,86.6,True,True,"91,114,123,291,295,323"
A0A9P5IYM1,True,2,3.99,True,6,True,98.1,True,True,"114,122,131,284,288,311"
A0A9P5JXT8,True,2,4.0,True,6,True,97.3,True,True,"93,101,110,245,249,285"
A0A9P5JY23,True,2,4.11,True,6,True,97.4,True,True,"93,101,110,247,251,287"
A0A9P5JYN0,True,2,4.24,True,6,True,97.9,True,True,"93,101,110,245,249,284"
A0A9P5JYN9,True,2,4.07,True,6,True,97.8,True,True,"76,84,93,228,232,268"
A0A9P5JYU8,True,2,4.06,True,6,True,97.5,True,True,"93,101,110,245,249,284"
A0A9P5JZA9,True,2,3.92,True,6,True,97.3,True,True,"93,101,110,247,251,287"
A0A9P5JZI2,True,2,4.02,True,6,True,97.5,True,True,"93,101,110,245,249,285"
A0A9P5K193,True,2,4.05,True,6,True,96.2,True,True,"88,96,105,254,258,284"
A0A9P5K283,True,2,3.85,True,6,True,97.7,True,True,"84,92,101,251,255,281"
A0A9P5K589,True,2,3.99,True,6,True,97.4,True,True,"75,83,92,214,218,241"
A0A9P5K6D0,True,2,4.16,True,6,True,97.6,True,True,"121,129,138,308,312,336"
A0A9P5K6K6,True,2,3.9,True,6,True,98.2,True,True,"109,117,126,288,292,315"
A0A9P5K788,True,2,3.93,True,6,True,96.3,True,True,"75,83,92,238,242,268"
A0A9P5K8I6,True,2,3.78,True,6,True,98.5,True,True,"75,83,92,205,209,231"
A0A9P5K8K9,True,2,4.04,True,6,True,72.3,True,True,"72,103,112,298,302,332"
A0A9P5K8U6,True,2,4.08,True,6,True,98.1,True,True,"77,85,94,232,236,258"
A0A9P5K9C7,True,2,4.01,True,6,True,97.6,True,True,"121,129,138,302,306,330"
A0A9P5K9S8,True,2,3.86,True,6,True,97.1,True,True,"80,88,97,216,220,243"
A0A9P5L1F5,True,2,4.15,True,6,True,98.2,True,True,"128,136,145,310,314,338"
A0A9P5L8N8,True,2,4.15,True,6,True,83.8,True,True,"80,104,113,268,272,297"
A0A9P5LL58,True,2,4.09,True,6,True,94.2,True,True,"110,118,127,288,292,315"
A0A9P5LLI3,True,2,4.41,True,6,True,76.3,True,True,"70,97,106,299,303,338"
A0A9P5LM81,True,2,4.16,True,3,False,35.0,False,False,"76,100,109"
A0A9P5MS31,True,2,4.13,True,6,True,60.4,False,False,"63,90,99,260,264,287"
A0A9P5MS95,True,2,4.24,True,6,True,74.8,True,True,"63,90,99,261,265,288"
A0A9P5MSK9,True,2,3.92,True,6,True,97.5,True,True,"90,98,107,242,246,282"
A0A9P5MVU0,True,2,3.72,True,5,False,88.1,True,False,"92,101,239,243,279"
A0A9P5NH95,True,2,5.45,True,5,False,34.7,False,False,"58,86,95,222,252"
A0A9P5NP12,True,2,4.2,True,6,True,89.8,True,True,"58,86,95,257,261,287"
A0A9P5NQI8,True,2,4.19,True,6,True,97.8,True,True,"93,101,110,258,262,285"
A0A9P5NU10,True,2,3.93,True,6,True,75.4,True,True,"58,86,95,257,261,286"
A0A9P5NUM8,True,2,4.05,True,6,True,97.1,True,True,"42,50,59,207,211,234"
A0A9P5PKH0,True,2,3.99,True,3,False,77.2,True,False,"72,110,119"
A0A9P5PV34,True,2,3.96,True,6,True,62.3,False,False,"64,90,99,261,265,290"
A0A9P5X9Z6,True,2,3.83,True,6,True,98.2,True,True,"80,88,97,242,246,272"
A0A9P5XZM4,True,2,4.38,True,6,True,81.4,True,True,"161,167,176,332,336,359"
A0A9P5Y243,True,2,8.93,False,1,False,69.2,False,False,45
A0A9P5YAQ3,True,2,4.29,True,3,False,74.0,True,False,"64,90,99"
A0A9P5YNX6,True,2,2.47,False,4,False,67.3,False,False,"55,298,302,339"
A0A9P5YS01,True,2,4.27,True,6,True,68.5,False,False,"58,86,95,258,262,287"
A0A9P5YX13,True,2,4.14,True,6,True,75.6,True,True,"100,125,134,297,301,331"
A0A9P5Z365,True,2,4.09,True,6,True,96.4,True,True,"162,170,179,325,329,352"
A0A9P5ZHD6,True,2,4.34,True,6,True,90.5,True,True,"76,84,93,238,242,266"
A0A9P6ABG1,True,2,4.43,True,6,True,93.9,True,True,"18,26,35,176,180,216"
A0A9P6ADS6,True,2,4.05,True,6,True,97.1,True,True,"90,98,107,249,253,289"
A0A9P6AEB2,True,2,15.61,False,4,False,33.1,False,False,"3,113,121,130"
A0A9P6AJI0,True,2,4.1,True,6,True,97.7,True,True,"90,98,107,247,251,287"
A0A9P6AJY1,True,2,4.29,True,6,True,95.3,True,True,"75,83,92,231,235,258"
A0A9P6BY48,True,2,4.19,True,6,True,70.2,True,True,"57,86,95,257,261,286"
A0A9P6C3F1,True,2,4.11,True,6,True,82.0,True,True,"57,81,90,250,254,282"
A0A9P6CAG6,True,2,4.31,True,6,True,97.2,True,True,"83,91,100,246,250,276"
A0A9P6CCN6,True,2,3.97,True,6,True,98.3,True,True,"87,95,104,251,255,281"
A0A9P6CDR8,True,2,9.02,False,2,False,67.9,False,False,"24,27"
A0A9P6CJ62,True,2,4.14,True,6,True,98.1,True,True,"149,157,166,292,296,319"
A0A9P6CQJ4,True,2,3.87,True,6,True,98.0,True,True,"90,98,107,254,258,284"
A0A9P6CTZ2,True,2,4.12,True,6,True,97.6,True,True,"86,94,103,249,253,276"
A0A9P6DDV4,True,2,4.23,True,6,True,97.3,True,True,"85,93,102,247,251,274"
A0A9P6DJR5,True,2,3.69,True,5,False,59.1,False,False,"94,102,246,250,284"
A0A9P6EAD3,True,2,3.81,True,6,True,98.0,True,True,"97,105,114,252,256,291"
A0A9P6EHV7,True,2,4.14,True,6,True,97.1,True,True,"115,123,132,291,295,319"
A0A9P6ELV7,True,2,4.15,True,6,True,72.3,True,True,"57,85,94,256,260,285"
A0A9P6ES30,True,2,3.86,True,6,True,93.9,True,True,"133,141,150,293,297,332"
A0A9P6EYF3,True,2,3.91,True,5,False,65.9,False,False,"46,70,260,264,304"
A0A9P6G6A9,True,2,4.55,True,6,True,78.0,True,True,"106,133,142,305,309,333"
A0A9P6GD45,True,2,3.89,True,6,True,85.2,True,True,"108,134,143,308,312,337"
A0A9P6GF49,True,2,4.61,True,6,True,87.7,True,True,"122,130,139,304,308,343"
A0A9P6GFA9,True,2,4.03,True,6,True,97.0,True,True,"85,93,102,247,251,277"
A0A9P6GFF6,True,2,3.94,True,6,True,94.0,True,True,"122,130,143,258,262,285"
A0A9P6GHV8,True,2,4.11,True,6,True,98.2,True,True,"125,133,142,309,313,337"
A0A9P6GIB7,True,2,4.35,True,6,True,84.5,True,True,"93,117,126,280,284,319"
A0A9P6GJ93,True,2,4.16,True,6,True,96.8,True,True,"128,136,145,321,325,349"
A0A9P6GLH1,True,2,4.01,True,6,True,94.4,True,True,"126,134,143,260,264,287"
A0A9P6GNG8,True,2,3.72,True,6,True,97.9,True,True,"128,136,145,301,305,328"
A0A9P6GVB7,True,2,4.47,True,6,True,98.0,True,True,"53,61,70,169,173,195"
A0A9P6H427,True,2,4.17,True,6,True,97.8,True,True,"90,98,107,244,248,285"
A0A9P6H4S6,True,2,4.01,True,6,True,97.2,True,True,"96,104,113,241,245,281"
A0A9P6H6N4,True,2,3.95,True,6,True,98.2,True,True,"90,98,107,251,255,292"
A0A9P6H6P2,True,2,3.98,True,6,True,97.8,True,True,"91,99,108,252,256,293"
A0A9P6HAV3,True,2,3.99,True,6,True,97.5,True,True,"91,99,108,250,254,291"
A0A9P6HE18,True,2,4.02,True,6,True,96.9,True,True,"88,96,105,245,249,286"
A0A9P6HEG3,True,2,4.27,True,6,True,97.8,True,True,"88,96,105,246,250,287"
A0A9P6HES9,True,2,4.24,True,6,True,97.2,True,True,"88,96,105,241,245,282"
A0A9P6HFP7,True,2,4.18,True,6,True,97.9,True,True,"88,96,105,249,253,290"
A0A9P6HVN3,True,2,14.81,False,4,False,78.9,True,False,"73,121,125,147"
A0A9P6HW69,True,2,4.08,True,6,True,96.9,True,True,"82,90,99,226,230,253"
A0A9P6HY99,True,2,4.06,True,6,True,98.0,True,True,"106,114,123,284,288,311"
A0A9P6HYB5,True,2,4.03,True,5,False,95.8,True,False,"83,91,100,268,272"
A0A9P6HYU3,True,2,4.13,True,6,True,94.2,True,True,"74,82,91,228,232,254"
A0A9P6HZS0,True,2,4.07,True,6,True,97.9,True,True,"88,96,105,224,228,251"
A0A9P6I069,True,2,4.08,True,6,True,98.4,True,True,"118,126,135,304,308,332"
A0A9P6I471,True,2,3.97,True,6,True,97.6,True,True,"72,80,89,220,224,247"
A0A9P6I6P0,True,2,4.15,True,6,True,86.5,True,True,"52,73,82,275,279,319"
A0A9P6I8G8,True,2,4.14,True,6,True,97.7,True,True,"118,126,135,305,309,333"
A0A9P6I9U5,True,2,2.66,False,3,False,66.5,False,False,"262,266,291"
A0A9P6ICW4,True,2,4.03,True,6,True,98.2,True,True,"78,86,95,209,213,236"
A0A9P6ID20,True,2,4.38,True,6,True,97.7,True,True,"74,82,91,215,219,242"
A0A9P6IHM1,True,2,4.15,True,6,True,93.3,True,True,"116,124,133,301,305,329"
A0A9P6JRS5,True,2,3.92,True,6,True,97.7,True,True,"89,97,106,254,258,281"
A0A9P6JS43,True,2,3.86,True,6,True,96.8,True,True,"105,113,122,270,274,297"
A0A9P6JSV9,True,2,4.26,True,6,True,98.2,True,True,"89,97,106,252,256,279"
A0A9P6KLR9,True,2,4.25,True,6,True,97.5,True,True,"116,124,133,292,296,320"
A0A9P6KM80,True,2,4.33,True,6,True,90.6,True,True,"114,136,145,313,317,343"
A0A9P6KSR1,True,2,3.99,True,6,True,97.8,True,True,"107,115,124,275,279,303"
A0A9P6KVE9,True,2,27.0,False,2,False,46.4,False,False,"98,119"
A0A9P6L1G9,True,2,4.09,True,6,True,97.0,True,True,"88,96,105,244,248,287"
A0A9P6LD63,True,2,19.82,False,3,False,93.7,True,False,"85,93,102"
A0A9P6LD84,True,2,4.09,True,6,True,97.3,True,True,"121,129,138,302,306,330"
A0A9P6LF57,True,2,4.37,True,6,True,96.8,True,True,"111,119,128,289,293,316"
A0A9P6LG06,True,2,4.37,True,5,False,91.2,True,False,"50,58,67,212,238"
A0A9P6LG07,True,2,3.89,True,6,True,98.1,True,True,"278,286,295,462,466,490"
A0A9P6LG49,True,2,4.35,True,6,True,71.8,True,True,"191,215,224,386,390,413"
A0A9P6LGC9,True,2,4.18,True,6,True,97.6,True,True,"76,84,93,231,235,257"
A0A9P6LIP7,True,2,3.95,True,6,True,98.3,True,True,"80,88,97,243,247,269"
A0A9P6LJW0,True,2,4.69,True,6,True,89.4,True,True,"86,109,118,273,277,302"
A0A9P6LK99,True,2,3.89,True,6,True,94.9,True,True,"87,95,104,254,258,284"
A0A9P6LLF6,True,2,4.04,True,6,True,97.5,True,True,"75,83,92,214,218,241"
A0A9P6LML4,True,2,4.3,True,6,True,81.2,True,True,"70,98,107,287,291,317"
A0A9P6LNG2,True,2,3.92,True,6,True,97.8,True,True,"115,123,132,296,300,323"
A0A9P6LNV3,True,2,4.06,True,6,True,98.3,True,True,"108,116,125,287,291,314"
A0A9P6LRF4,True,2,3.99,True,5,False,76.1,True,False,"46,67,76,269,273"
A0A9P6MTT1,True,2,12.14,False,4,False,59.0,False,False,"46,252,256,296"
A0A9P6NEH9,True,2,4.12,True,6,True,86.8,True,True,"78,86,95,238,242,276"
A0A9P6NKZ6,True,2,3.99,True,6,True,95.9,True,True,"44,52,61,223,227,251"
A0A9P6NP50,True,2,3.93,True,6,True,94.6,True,True,"84,98,107,220,224,247"
A0A9P6NQ06,True,2,4.11,True,6,True,97.3,True,True,"178,186,195,338,342,365"
A0A9P6NUP1,True,2,3.95,True,6,True,96.8,True,True,"84,98,107,220,224,247"
A0A9P6NVN1,True,2,4.11,True,6,True,88.5,True,True,"77,85,94,236,240,273"
A0A9P6QMX7,True,2,4.1,True,6,True,75.8,True,True,"46,67,76,270,274,314"
A0A9P6R7U9,True,2,4.04,True,6,True,83.2,True,True,"46,67,76,270,274,314"
A0A9P6TG97,True,2,4.15,True,6,True,94.1,True,True,"105,113,122,255,259,282"
A0A9P6TGI4,True,2,4.07,True,6,True,97.1,True,True,"205,213,222,364,368,391"
A0A9P6VMU7,True,2,4.35,True,6,True,87.5,True,True,"105,129,138,313,317,342"
A0A9P6ZPI2,True,2,3.95,True,3,False,85.5,True,False,"70,110,119"
A0A9P7A969,True,2,11.47,False,0,False,0,False,False,
A0A9P7AQK0,True,2,4.08,True,3,False,78.7,True,False,"70,110,119"
A0A9P7AYC7,True,2,4.0,True,6,True,84.9,True,True,"96,120,129,292,296,322"
A0A9P7E4R0,True,2,4.19,True,6,True,72.3,True,True,"70,110,119,308,312,337"
A0A9P7ECI6,True,2,4.78,True,4,False,53.3,False,False,"68,117,307,311"
A0A9P7FBZ7,True,2,3.78,True,6,True,62.1,False,False,"70,98,107,298,302,321"
A0A9P7FEP6,True,2,4.18,True,3,False,73.3,True,False,"70,109,118"
A0A9P7FS01,True,2,3.32,True,3,False,70.8,True,False,"59,90,99"
A0A9P7G6J2,True,2,14.88,False,4,False,81.7,True,False,"121,168,172,195"
A0A9P7GL00,True,2,13.33,False,0,False,0,False,False,
A0A9P7GXE9,True,2,4.04,True,6,True,97.2,True,True,"81,113,122,260,264,287"
A0A9P7GY86,True,2,4.06,True,6,True,87.4,True,True,"50,71,80,277,281,321"
A0A9P7H0N9,True,2,3.83,True,6,True,92.2,True,True,"464,472,481,631,635,661"
A0A9P7H0V2,True,2,3.98,True,6,True,98.2,True,True,"113,121,130,290,294,317"
A0A9P7H2X3,True,2,4.03,True,6,True,87.2,True,True,"46,67,76,269,273,314"
A0A9P7H4X1,True,2,4.14,True,6,True,97.7,True,True,"80,88,97,243,247,269"
A0A9P7H5X9,True,2,4.11,True,6,True,74.3,True,True,"85,120,129,391,395,426"
A0A9P7H6V4,True,2,4.02,True,6,True,97.9,True,True,"118,126,135,302,306,330"
A0A9P7H959,True,2,3.81,True,5,False,89.5,True,False,"11,20,153,157,179"
A0A9P7HAA6,True,2,4.01,True,6,True,75.4,True,True,"66,102,111,347,351,390"
A0A9P7HB24,True,2,4.21,True,6,True,88.3,True,True,"84,108,117,272,276,301"
A0A9P7HDS4,True,2,4.15,True,6,True,73.8,True,True,"85,120,129,391,395,426"
A0A9P7HHK8,True,2,4.25,True,6,True,89.0,True,True,"84,108,117,272,276,301"
A0A9P7HHT8,True,2,4.05,True,6,True,73.9,True,True,"95,119,128,297,301,326"
A0A9P7HIY1,True,2,2.83,True,4,False,37.2,False,False,"75,79,102,103"
A0A9P7HJR8,True,2,3.59,True,3,False,86.1,True,False,"189,193,215"
A0A9P7HLC1,True,2,4.07,True,6,True,97.9,True,True,"118,126,135,302,306,330"
A0A9P7HR95,True,2,15.09,False,5,False,89.5,True,False,"136,139,184,188,210"
A0A9P7HT14,True,2,4.25,True,4,False,52.0,False,False,"77,85,94,244"
A0A9P7HU99,True,2,3.85,True,5,False,90.9,True,False,"42,50,59,196,222"
A0A9P7I3C5,True,2,4.17,True,6,True,98.3,True,True,"108,116,125,285,289,312"
A0A9P7I402,True,2,4.26,True,3,False,73.9,True,False,"95,119,128"
A0A9P7I6A0,True,2,4.01,True,6,True,83.8,True,True,"87,106,115,319,323,349"
A0A9P7I9U8,True,2,10.3,False,3,False,84.2,True,False,"144,148,174"
A0A9P7JPE6,True,2,4.13,True,6,True,75.3,True,True,"70,110,119,309,313,338"
A0A9P7JWP4,True,2,4.02,True,6,True,84.3,True,True,"70,110,119,309,313,338"
A0A9P7K585,True,2,4.0,True,6,True,98.2,True,True,"67,75,84,211,215,238"
A0A9P7KAY0,True,2,4.25,True,6,True,97.5,True,True,"62,70,79,211,215,238"
A0A9P7KJA4,True,2,4.12,True,6,True,97.8,True,True,"76,84,93,230,234,256"
A0A9P7KK28,True,2,4.03,True,6,True,80.6,True,True,"91,124,133,360,364,404"
A0A9P7KV03,True,2,4.37,True,6,True,86.7,True,True,"73,97,106,279,283,324"
A0A9P7KVD4,True,2,4.06,True,6,True,97.0,True,True,"83,91,100,238,242,264"
A0A9P7L088,True,2,4.16,True,6,True,98.1,True,True,"112,120,129,289,293,316"
A0A9P7M465,True,2,3.75,True,6,True,98.2,True,True,"102,110,119,286,290,313"
A0A9P7MB55,True,2,3.61,True,6,True,97.5,True,True,"107,115,124,291,295,318"
A0A9P7MGH4,True,2,4.17,True,6,True,81.4,True,True,"82,106,115,269,273,298"
A0A9P7MM30,True,2,3.8,True,6,True,98.2,True,True,"103,111,120,287,291,314"
A0A9P7MNS9,True,2,3.74,True,6,True,97.3,True,True,"107,115,124,291,295,318"
A0A9P7MT28,True,2,4.28,True,6,True,77.8,True,True,"82,106,115,269,273,298"
A0A9P7NE30,True,2,3.77,True,6,True,97.6,True,True,"109,117,126,293,297,320"
A0A9P7NHH3,True,2,4.18,True,6,True,83.1,True,True,"82,106,115,270,274,299"
A0A9P7PVI4,True,2,4.17,True,6,True,79.5,True,True,"103,127,136,309,313,338"
A0A9P7PXS8,True,2,4.22,True,6,True,77.1,True,True,"82,106,115,269,273,298"
A0A9P7Q641,True,2,3.77,True,6,True,97.6,True,True,"107,115,124,291,295,318"
A0A9P7QED4,True,2,4.18,True,6,True,80.2,True,True,"82,106,115,269,273,298"
A0A9P7QIY1,True,2,3.34,True,1,False,61.0,False,False,168
A0A9P7QKV2,True,2,3.76,True,6,True,97.5,True,True,"102,110,119,286,290,313"
A0A9P7QM48,True,2,4.23,True,6,True,82.2,True,True,"103,127,136,309,313,338"
A0A9P7QPY3,True,2,3.92,True,5,False,94.4,True,False,"90,98,107,226,253"
A0A9P7QRK7,True,2,3.99,True,6,True,96.8,True,True,"121,129,138,302,306,330"
A0A9P7QS01,True,2,4.26,True,6,True,97.2,True,True,"75,83,92,214,218,241"
A0A9P7QUR7,True,2,4.53,True,6,True,89.7,True,True,"96,120,129,295,299,324"
A0A9P7QYB3,True,2,4.04,True,6,True,98.0,True,True,"105,113,122,283,287,310"
A0A9P7QZ71,True,2,3.68,True,6,True,98.0,True,True,"87,95,104,256,260,286"
A0A9P7R1E3,True,2,5.08,True,4,False,78.3,True,False,"84,249,253,291"
A0A9P7R2L5,True,2,4.81,True,6,True,33.5,False,False,"86,120,129,317,321,344"
A0A9P7R386,True,2,3.93,True,6,True,98.2,True,True,"81,89,98,244,248,270"
A0A9P7R4B6,True,2,3.85,True,6,True,98.1,True,True,"85,93,102,254,258,284"
A0A9P7R6W9,True,2,4.15,True,6,True,98.3,True,True,"123,131,140,308,312,336"
A0A9P7R847,True,2,4.02,True,6,True,97.9,True,True,"114,122,131,295,299,322"
A0A9P7R8M5,True,2,4.09,True,6,True,92.9,True,True,"46,56,65,260,264,304"
A0A9P7R9D2,True,2,3.88,True,5,False,96.3,True,False,"205,213,222,390,394"
A0A9P7RB79,True,2,4.08,True,6,True,97.5,True,True,"121,129,138,319,323,347"
A0A9P7RBZ8,True,2,4.03,True,6,True,96.7,True,True,"89,97,106,233,237,260"
A0A9P7RI56,True,2,3.88,True,6,True,97.4,True,True,"75,83,92,224,228,251"
A0A9P7RLL9,True,2,4.44,True,6,True,75.1,True,True,"64,90,99,263,267,292"
A0A9P7RNZ5,True,2,3.93,True,3,False,79.7,True,False,"89,129,138"
A0A9P7RPR2,True,2,2.9,True,3,False,33.9,False,False,"8,48,57"
A0A9P7S7P4,True,2,4.02,True,6,True,98.1,True,True,"57,65,74,223,227,250"
A0A9P7SEG7,True,2,3.87,True,6,True,96.9,True,True,"107,115,124,291,295,318"
A0A9P7SG79,True,2,4.14,True,6,True,82.3,True,True,"103,127,136,309,313,338"
A0A9P7SNC9,True,2,3.87,True,6,True,96.6,True,True,"107,115,124,291,295,318"
A0A9P7SQ62,True,2,4.25,True,6,True,79.6,True,True,"103,127,136,309,313,338"
A0A9P7SYC4,True,2,28.52,False,1,False,72.7,True,False,42
A0A9P7TWM6,True,2,3.74,True,6,True,97.8,True,True,"103,111,120,287,291,314"
A0A9P7TYR1,True,2,3.82,True,6,True,96.9,True,True,"107,115,124,291,295,318"
A0A9P7TZV7,True,2,3.89,True,6,True,96.3,True,True,"107,115,124,291,295,318"
A0A9P7U6L4,True,2,4.13,True,6,True,98.0,True,True,"77,85,94,209,213,236"
A0A9P7UB66,True,2,4.17,True,6,True,88.0,True,True,"52,78,87,271,275,315"
A0A9P7UBT7,True,2,4.27,True,6,True,90.2,True,True,"85,108,117,272,276,301"
A0A9P7UD37,True,2,4.11,True,6,True,70.3,True,True,"46,67,76,268,272,311"
A0A9P7UF73,True,2,3.81,True,6,True,96.3,True,True,"123,131,140,298,302,326"
A0A9P7UIY2,True,2,4.07,True,6,True,98.3,True,True,"119,127,136,305,309,333"
A0A9P7UJ56,True,2,3.76,True,6,True,98.0,True,True,"128,136,145,316,320,344"
A0A9P7UK60,True,2,4.55,True,6,True,39.7,False,False,"91,120,129,311,315,340"
A0A9P7UK77,True,2,4.31,True,6,True,73.7,True,True,"64,90,99,263,267,292"
A0A9P7ULN4,True,2,4.01,True,6,True,98.3,True,True,"107,115,124,286,290,313"
A0A9P7UMI8,True,2,4.17,True,6,True,48.9,False,False,"88,128,137,346,350,375"
