accession,new_pool,old_pool,canonical,n_his,core_ok_new,best_ref,best_qtm,n_helix_ok,old_reason,a1_dist,a1_plddt,a1_helical,a1_sat,a2_dist,a2_plddt,a2_helical,a2_sat,a3_dist,a3_plddt,a3_helical,a3_sat,a4_dist,a4_plddt,a4_helical,a4_sat
A0AA49XVL6,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.429,2,coreFail+ceFail,2.51,84.7,1,1,0.92,92.0,1,1,9.52,87.9,1,0,6.48,92.0,1,0
A0AA49XVL7,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.414,2,coreFail+ceFail,0.57,93.4,1,1,0.23,94.4,1,1,10.94,85.2,1,0,7.23,94.4,1,0
A0AA49XVM6,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.397,2,coreFail+ceFail,2.07,84.3,1,1,0.91,92.9,1,1,10.66,77.9,1,0,6.47,92.9,1,0
A0AA49XVN4,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.397,2,coreFail+ceFail,2.28,87.6,1,1,1.01,92.2,1,1,9.65,83.3,1,0,6.37,92.2,1,0
A0AA49XVN5,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.432,2,coreFail+ceFail,2.61,94.7,1,1,0.72,96.8,1,1,11.34,89.3,1,0,6.62,96.8,1,0
A0AA49XVN6,discarded,discarded,False,3,False,ref_PmTYR,0.373,2,coreFail+ceFail,0.42,91.0,1,1,0.33,88.2,1,1,10.46,82.9,1,0,7.12,88.2,1,0
A0AA49XVP3,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.362,2,coreFail+ceFail,0.53,95.3,1,1,0.26,95.7,1,1,11.07,88.4,1,0,7.25,95.7,1,0
A0AA49XVP6,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.411,2,coreFail+ceFail,0.5,96.8,1,1,0.32,96.8,1,1,11.25,93.7,1,0,7.25,96.8,1,0
A0AA49XVQ0,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.412,2,coreFail+ceFail,0.51,95.7,1,1,0.35,95.8,1,1,11.22,92.1,1,0,7.19,95.8,1,0
A0AA49XVQ3,discarded,discarded,False,3,False,ref_PmTYR,0.329,2,coreFail+ceFail,0.43,92.3,1,1,0.24,90.1,1,1,10.28,83.0,1,0,7.14,90.1,1,0
A0AA49XVQ9,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.397,2,coreFail+ceFail,2.23,92.0,1,1,0.87,96.0,1,1,10.44,84.4,1,0,6.48,96.0,1,0
A0AA49XVR6,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.399,2,coreFail+ceFail,2.24,85.9,1,1,0.97,93.6,1,1,10.12,74.5,1,0,6.33,93.6,1,0
A0AA49XVS0,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.464,2,coreFail+ceFail,0.54,94.6,1,1,0.3,95.0,1,1,13.37,82.9,1,0,6.94,95.0,1,0
A0AA49XVS1,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.435,2,coreFail+ceFail,2.52,82.3,1,1,0.91,92.7,1,1,10.04,75.7,1,0,6.31,92.7,1,0
A0AA49XVT0,discarded,discarded,False,3,False,ref_PmTYR,0.403,2,coreFail+ceFail,0.34,91.0,1,1,0.43,92.4,1,1,10.55,84.0,1,0,7.12,92.4,1,0
A0AA49XVT2,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.478,2,coreFail+ceFail,0.46,90.2,1,1,0.13,92.5,1,1,12.72,72.8,0,0,7.04,92.5,1,0
A0AA49XVW7,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.452,2,coreFail+ceFail,0.57,97.0,1,1,0.32,97.2,1,1,13.42,89.8,1,0,6.87,97.2,1,0
A0AA49XVX7,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.4,2,coreFail+ceFail,0.67,91.5,1,1,0.2,91.7,1,1,12.78,73.1,0,0,6.96,91.7,1,0
A0AA49XVY4,discarded,discarded,False,3,False,ref_1JS8_squid,0.384,2,coreFail+ceFail,1.29,93.8,1,1,0.14,94.1,1,1,10.56,88.3,1,0,6.65,96.8,1,0
A0AA49XVZ4,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.407,2,coreFail+ceFail,0.63,94.1,1,1,0.18,93.7,1,1,12.7,79.2,0,0,7.0,93.7,1,0
A0AA49XW03,discarded,discarded,False,4,False,ref_PmTYR,0.393,2,coreFail+ceFail,0.45,96.3,1,1,0.34,96.2,1,1,10.5,93.2,1,0,7.16,96.2,1,0
A0AA49XW05,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.409,2,coreFail+ceFail,0.54,90.5,1,1,0.26,93.4,1,1,12.99,68.4,0,0,6.94,93.4,1,0
A0AA49XW23,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.394,2,coreFail+ceFail,2.26,90.6,1,1,1.05,95.0,1,1,9.87,88.8,1,0,6.55,95.0,1,0
A0AA49XW27,discarded,discarded,False,4,False,ref_PmTYR,0.406,2,coreFail+ceFail,0.38,93.0,1,1,0.35,93.9,1,1,10.79,89.1,1,0,7.16,93.9,1,0
A0AA49XW33,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.398,2,coreFail+ceFail,2.27,91.4,1,1,0.9,95.8,1,1,10.47,83.8,1,0,6.52,95.8,1,0
A0AA49XW36,discarded,discarded,False,3,False,ref_PmTYR,0.429,2,coreFail+ceFail,0.32,91.7,1,1,0.33,92.8,1,1,10.92,84.6,1,0,7.22,92.8,1,0
A0AA49XW41,discarded,discarded,False,3,False,ref_PmTYR,0.349,2,coreFail+ceFail,0.36,81.8,1,1,0.43,79.7,1,1,10.93,71.7,1,0,7.19,79.7,1,0
A0AA49XW51,discarded,discarded,False,3,False,ref_PmTYR,0.346,2,coreFail+ceFail,0.35,81.3,1,1,0.31,76.6,1,1,10.53,70.6,1,0,7.28,76.6,1,0
A0AA49XW59,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.397,2,coreFail+ceFail,0.6,88.7,1,1,0.27,93.0,1,1,10.99,84.8,1,0,7.26,93.0,1,0
A0AA49XW65,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.398,2,coreFail+ceFail,2.63,79.8,1,1,0.87,91.9,1,1,10.44,73.0,1,0,6.34,91.9,1,0
A0AA49XW72,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.421,2,coreFail+ceFail,2.25,93.2,1,1,0.79,96.3,1,1,10.78,88.0,0,0,6.57,96.3,1,0
A0AA49XW76,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.408,2,coreFail+ceFail,0.58,89.7,1,1,0.21,92.4,1,1,12.75,62.5,1,0,6.97,92.4,1,0
A0AA49XW80,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.413,2,coreFail+ceFail,0.56,95.2,1,1,0.2,95.6,1,1,13.29,82.9,1,0,6.96,95.6,1,0
A0AA49XW85,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.395,2,coreFail+ceFail,2.71,89.8,1,1,0.77,95.1,1,1,10.53,80.4,1,0,6.46,95.1,1,0
A0AA49XW91,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.399,2,coreFail+ceFail,0.57,96.2,1,1,0.21,96.4,1,1,12.8,84.5,1,0,6.96,96.4,1,0
A0AA49XW92,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.392,2,coreFail+ceFail,1.45,87.8,1,1,1.02,95.1,1,1,10.77,79.5,1,0,6.69,95.1,1,0
A0AA49XW95,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.438,2,coreFail+ceFail,0.58,96.1,1,1,0.21,96.0,1,1,13.32,87.0,1,0,6.97,96.0,1,0
A0AA49XWA1,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.401,2,coreFail+ceFail,0.57,97.2,1,1,0.2,97.2,1,1,12.92,88.7,1,0,6.96,97.2,1,0
A0AA49XWA2,discarded,discarded,False,4,False,ref_PmTYR,0.393,2,coreFail+ceFail,0.45,96.3,1,1,0.34,96.2,1,1,10.5,93.2,1,0,7.16,96.2,1,0
A0AA49XWA6,discarded,discarded,False,3,False,ref_PmTYR,0.409,2,coreFail+ceFail,0.37,88.8,1,1,0.31,92.4,1,1,10.51,86.8,1,0,7.2,92.4,1,0
A0AA49XWB0,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.404,2,coreFail+ceFail,0.57,93.4,1,1,0.19,94.2,1,1,12.99,78.5,1,0,6.97,94.2,1,0
A0AA49XWB2,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.404,2,coreFail+ceFail,0.57,96.5,1,1,0.29,95.8,1,1,13.16,85.7,1,0,6.87,95.8,1,0
A0AA49XWB5,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.411,2,coreFail+ceFail,0.52,94.9,1,1,0.34,95.3,1,1,11.14,91.3,1,0,7.18,95.3,1,0
A0AA49XWC7,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.41,2,coreFail+ceFail,0.62,95.5,1,1,0.23,95.6,1,1,13.37,83.9,1,0,6.95,95.6,1,0
A0AA49XWD3,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.396,2,coreFail+ceFail,2.3,92.3,1,1,0.92,96.8,1,1,10.76,90.6,1,0,6.4,96.8,1,0
A0AA49XWD7,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.393,2,coreFail+ceFail,0.52,93.0,1,1,0.27,93.9,1,1,11.12,84.2,1,0,7.21,93.9,1,0
A0AA49XWE3,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.432,2,coreFail+ceFail,0.54,90.5,1,1,0.33,93.0,1,1,11.13,86.2,1,0,7.2,93.0,1,0
A0AA49XWG1,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.405,2,coreFail+ceFail,0.57,95.4,1,1,0.36,95.3,1,1,11.31,86.3,1,0,7.22,95.3,1,0
A0AA49XWG2,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.381,2,coreFail+ceFail,2.11,89.6,1,1,0.98,94.3,1,1,10.56,78.7,1,0,6.41,94.3,1,0
A0AA49XWH1,discarded,discarded,False,3,False,ref_PmTYR,0.395,2,coreFail+ceFail,0.33,96.6,1,1,0.33,96.4,1,1,10.62,93.4,1,0,7.19,96.4,1,0
A0AA49XWI0,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.403,2,coreFail+ceFail,2.25,95.5,1,1,0.92,97.3,1,1,10.58,91.1,1,0,6.44,97.3,1,0
A0AA49Y039,discarded,discarded,False,4,False,ref_1BT3_Ibatatas,0.412,2,coreFail+ceFail,0.49,97.4,1,1,0.31,96.9,1,1,11.19,94.3,1,0,7.2,96.9,1,0
A0AA49Y047,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.403,2,coreFail+ceFail,0.58,94.8,1,1,0.22,95.5,1,1,12.87,79.6,1,0,6.96,95.5,1,0
A0AA49Y059,discarded,discarded,False,4,False,ref_PmTYR,0.398,2,coreFail+ceFail,0.43,93.2,1,1,0.29,93.9,1,1,10.59,89.1,1,0,7.2,93.9,1,0
A0AA49Y067,discarded,discarded,False,4,False,ref_PmTYR,0.399,2,coreFail+ceFail,0.33,97.3,1,1,0.3,97.6,1,1,10.66,95.5,1,0,7.17,97.6,1,0
A0AA49Y078,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.401,2,coreFail+ceFail,0.65,95.5,1,1,0.21,96.0,1,1,13.3,84.4,1,0,6.96,96.0,1,0
A0AA49Y095,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.395,2,coreFail+ceFail,2.59,86.2,1,1,0.74,92.9,1,1,11.36,74.6,1,0,6.63,92.9,1,0
A0AA49Y0A5,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.423,2,coreFail+ceFail,2.79,85.3,1,1,0.75,96.2,1,1,10.37,79.2,1,0,6.49,96.2,1,0
A0AA49Y0B4,discarded,discarded,False,3,False,ref_PmTYR,0.396,2,coreFail+ceFail,0.49,93.8,1,1,0.33,95.6,1,1,10.46,93.2,1,0,7.21,95.6,1,0
A0AA49Y0C3,discarded,discarded,False,3,False,ref_PmTYR,0.398,2,coreFail+ceFail,0.32,92.3,1,1,0.4,93.7,1,1,10.51,88.0,1,0,7.13,93.7,1,0
A0AA49Y0D0,discarded,discarded,False,4,False,ref_PmTYR,0.399,2,coreFail+ceFail,0.41,91.9,1,1,0.35,93.1,1,1,10.68,88.0,1,0,7.24,93.1,1,0
A0AA50AJY2,discarded,discarded,False,4,False,ref_PmTYR,0.385,2,coreFail+ceFail,0.43,92.3,1,1,0.31,93.5,1,1,10.58,88.5,1,0,7.25,93.5,1,0
A0AA50AJY7,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.414,2,coreFail+ceFail,0.56,94.6,1,1,0.21,95.1,1,1,13.16,82.3,1,0,6.96,95.1,1,0
A0AA50AJZ2,discarded,discarded,False,3,False,ref_PmTYR,0.367,2,coreFail+ceFail,0.48,87.4,1,1,0.3,88.1,1,1,10.73,82.6,1,0,7.23,88.1,1,0
A0AA50AK03,discarded,discarded,False,3,False,ref_PmTYR,0.353,2,coreFail+ceFail,0.38,85.1,1,1,0.41,84.0,1,1,10.16,73.1,0,0,7.28,84.0,1,0
A0AA50AK08,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.407,2,coreFail+ceFail,0.59,96.7,1,1,0.22,96.7,1,1,13.24,88.6,1,0,6.94,96.7,1,0
A0AA50AK14,discarded,discarded,False,3,False,ref_PmTYR,0.399,2,coreFail+ceFail,0.32,93.7,1,1,0.4,94.6,1,1,10.64,90.4,1,0,7.19,94.6,1,0
A0AA50AK19,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.429,2,coreFail+ceFail,0.57,90.4,1,1,0.23,93.3,1,1,10.99,82.0,1,0,7.23,93.3,1,0
A0AA50AK24,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.396,2,coreFail+ceFail,2.49,84.0,1,1,0.88,92.2,1,1,10.43,70.9,1,0,6.35,92.2,1,0
A0AA50AK29,discarded,discarded,False,3,False,ref_PmTYR,0.38,2,coreFail+ceFail,0.3,87.9,1,1,0.39,90.9,1,1,10.78,84.3,1,0,7.22,90.9,1,0
A0AA50AK40,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.434,2,coreFail+ceFail,2.27,87.7,1,1,0.88,93.9,1,1,10.55,77.8,1,0,6.47,93.9,1,0
A0AA50AQ25,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.398,2,coreFail+ceFail,2.19,95.7,1,1,0.95,97.7,1,1,10.38,92.3,1,0,6.51,97.7,1,0
A0AA50AQ28,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.397,2,coreFail+ceFail,2.22,86.6,1,1,0.97,93.5,1,1,10.07,74.3,1,0,6.37,93.5,1,0
A0AA50AQ32,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.401,2,coreFail+ceFail,0.57,93.4,1,1,0.18,93.7,1,1,12.9,76.3,1,0,6.98,93.7,1,0
A0AA50AQ36,discarded,discarded,False,4,False,ref_PmTYR,0.387,2,coreFail+ceFail,0.33,97.3,1,1,0.37,96.8,1,1,10.54,94.3,1,0,7.16,96.8,1,0
A0AA50AQ39,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.395,2,coreFail+ceFail,2.41,84.8,1,1,0.92,91.8,1,1,10.46,73.2,0,0,6.31,91.8,1,0
A0AA50AQ48,discarded,discarded,False,3,False,ref_PmTYR,0.401,2,coreFail+ceFail,0.25,83.0,1,1,0.11,83.2,1,1,10.43,68.6,1,0,7.14,83.2,1,0
A0AA50AQ51,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.396,2,coreFail+ceFail,2.49,84.0,1,1,0.88,92.2,1,1,10.43,70.9,1,0,6.35,92.2,1,0
A0AA50AQ59,discarded,discarded,False,3,False,ref_1BT3_Ibatatas,0.405,2,coreFail+ceFail,0.57,95.4,1,1,0.36,95.3,1,1,11.31,86.3,1,0,7.22,95.3,1,0
A0AA50AQ63,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.396,2,coreFail+ceFail,2.43,91.7,1,1,0.77,96.1,1,1,10.81,85.8,1,0,6.59,96.1,1,0
A0AA50AR73,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.401,2,coreFail+ceFail,0.57,93.4,1,1,0.18,93.7,1,1,12.9,76.3,1,0,6.98,93.7,1,0
A0AA50AR81,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.407,2,coreFail+ceFail,0.58,91.7,1,1,0.18,93.2,1,1,12.71,73.0,1,0,6.98,93.2,1,0
A0AA50AR88,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.403,2,coreFail+ceFail,0.59,94.8,1,1,0.2,95.5,1,1,12.87,80.5,1,0,6.96,95.5,1,0
A0AA50AR92,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.378,2,coreFail+ceFail,0.61,93.5,1,1,0.21,94.0,1,1,13.04,76.7,1,0,6.96,94.0,1,0
A0AA50AR97,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.396,2,coreFail+ceFail,2.29,91.0,1,1,0.94,94.9,1,1,10.41,88.7,1,0,6.46,94.9,1,0
A0AA50ARA1,discarded,discarded,False,3,False,ref_PmTYR,0.397,2,coreFail+ceFail,0.46,90.9,1,1,0.36,93.0,1,1,10.45,88.5,1,0,7.12,93.0,1,0
A0AA50ARA4,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.421,2,coreFail+ceFail,0.61,98.3,1,1,0.22,98.1,1,1,13.18,93.4,1,0,6.96,98.1,1,0
A0AA50ARA8,discarded,discarded,False,3,False,ref_PmTYR,0.481,2,coreFail+ceFail,0.36,85.9,1,1,0.26,88.1,1,1,10.14,76.9,0,0,7.27,88.1,1,0
A0AA50ARB2,discarded,discarded,False,3,False,ref_PmTYR,0.398,2,coreFail+ceFail,0.33,94.5,1,1,0.41,94.8,1,1,10.52,90.8,1,0,7.13,94.8,1,0
A0AA50ARB6,discarded,discarded,False,3,False,ref_PmTYR,0.393,2,coreFail+ceFail,0.42,93.8,1,1,0.32,94.5,1,1,10.48,90.4,1,0,7.17,94.5,1,0
A0AA50ATG0,discarded,discarded,False,4,False,ref_PmTYR,0.396,2,coreFail+ceFail,0.35,94.0,1,1,0.33,94.2,1,1,10.91,89.0,1,0,7.18,94.2,1,0
A0AA50ATG4,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.403,2,coreFail+ceFail,0.56,94.1,1,1,0.19,94.3,1,1,13.37,79.2,1,0,7.01,94.3,1,0
A0AA50ATH5,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.401,2,coreFail+ceFail,0.57,93.4,1,1,0.18,93.7,1,1,12.9,76.3,1,0,6.98,93.7,1,0
A0AA50ATH8,discarded,discarded,False,3,False,ref_PmTYR,0.401,2,coreFail+ceFail,0.42,70.8,1,1,0.31,70.5,1,1,10.72,59.3,1,0,7.2,70.5,1,0
A0AA50ATI3,discarded,discarded,False,3,False,ref_PmTYR,0.397,2,coreFail+ceFail,0.41,94.0,1,1,0.4,94.6,1,1,10.41,89.7,1,0,7.12,94.6,1,0
A0AA50ATI6,discarded,discarded,False,3,False,ref_PmTYR,0.399,2,coreFail+ceFail,0.51,97.1,1,1,0.34,97.4,1,1,10.58,94.8,1,0,7.18,97.4,1,0
A0AA50ATJ8,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.407,2,coreFail+ceFail,0.59,94.4,1,1,0.23,94.9,1,1,12.95,81.2,1,0,6.94,94.9,1,0
A0AA50ATK9,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.398,2,coreFail+ceFail,2.19,95.7,1,1,0.95,97.7,1,1,10.38,92.3,1,0,6.51,97.7,1,0
A0AA50ATL3,discarded,discarded,False,4,False,ref_PmTYR,0.385,2,coreFail+ceFail,0.43,92.3,1,1,0.31,93.5,1,1,10.58,88.5,1,0,7.25,93.5,1,0
A0AA50ATL7,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.429,2,coreFail+ceFail,0.59,93.2,1,1,0.2,94.1,1,1,13.01,77.9,1,0,6.97,94.1,1,0
A0AA50ATM1,discarded,discarded,False,4,False,ref_5CE9_Jregia,0.422,2,coreFail+ceFail,0.61,95.6,1,1,0.2,95.3,1,1,13.04,84.4,1,0,6.98,95.3,1,0
A0AA50ATN4,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.407,2,coreFail+ceFail,0.62,89.7,1,1,0.21,93.7,1,1,13.17,70.7,1,0,6.98,93.7,1,0
A0AA50ATP1,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.413,2,coreFail+ceFail,0.7,91.8,1,1,0.29,92.8,1,1,13.19,76.7,1,0,6.98,92.8,1,0
A0AA50ATP4,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.462,2,coreFail+ceFail,0.6,97.0,1,1,0.29,96.9,1,1,13.5,89.7,1,0,6.92,96.9,1,0
A0AA50ATP7,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.407,2,coreFail+ceFail,0.59,94.4,1,1,0.23,94.9,1,1,12.95,81.2,1,0,6.94,94.9,1,0
A0AA50Q3G9,discarded,discarded,False,1,False,ref_5CE9_Jregia,0.123,0,coreFail+ceFail+floor61,,,,,,,,,,,,,,,,
A0AA50Q4B6,discarded,discarded,False,3,False,ref_PmTYR,0.38,2,coreFail+ceFail,0.42,80.2,1,1,0.39,77.4,1,1,10.93,68.8,1,0,7.27,82.9,1,0
A0AA51NGA5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA51NGI9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA51REH5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA51RF15,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA51RHR0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA51RHZ2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA85A3Q5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA85A9Z7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA85BMY3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA85BQX3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA85BSU4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA85G527,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA85KB05,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA85KGE4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA85KLQ7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA86IJL2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA86RZU0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA86V8T9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA86VG20,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA86VNM7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA86VS17,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA87Y286,non-canonical,noncanonical,False,5,True,ref_1BT3_Ibatatas,0.409,4,core+cealign+floor_ok,0.68,97.8,1,1,0.22,98.7,1,1,0.28,98.7,1,1,0.22,98.8,1,1
A0AA88ACS8,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88AE32,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88AEL2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88AFA7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88ATJ8,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88AXG2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88D1Q6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88EDJ5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88IMU3,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88JFY6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88LSV0,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88M8W7,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88MKC2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88N2E9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88NB34,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88NN21,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88NTB5,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88QE56,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88QFI1,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88QHD6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88S6Z9,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88T6T1,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88TJG4,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88TT43,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88TX95,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88U0R7,discarded,discarded,False,5,False,ref_5CE9_Jregia,0.373,2,ceFail,4.3,27.5,1,0,2.08,34.2,1,0,0.19,79.1,1,1,0.2,79.9,1,1
A0AA88U1A3,discarded,discarded,False,6,,,,,sixHis_fail_geometry,,,,,,,,,,,,,,,,
A0AA88U8N2,discarded,discarded,False,3,False,ref_5CE9_Jregia,0.381,2,coreFail+ceFail,5.56,79.6,1,0,6.79,84.8,1,0,0.5,84.2,1,1,0.37,84.8,1,1
A0AA88VWZ6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88WMM6,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88XCP2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88XDH6,discarded,discarded,False,3,False,,,,coreFail+ceFail+floor68,,,,,,,,,,,,,,,,
A0AA88XEZ8,discarded,discarded,False,4,False,ref_PmTYR,0.42,2,coreFail+ceFail,6.74,84.5,1,0,7.27,85.7,1,0,0.38,87.8,1,1,0.11,85.7,1,1
A0AA88XH52,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88XIM2,canonical,canonical,True,6,,,,,canonical_geometry,,,,,,,,,,,,,,,,
A0AA88XIV7,discarded,discarded,False,4,False,ref_PmTYR,0.29,2,coreFail+ceFail+floor41,4.5,70.8,1,0,2.0,36.2,1,0,2.45,93.7,1,1,2.33,86.7,1,1
