accession	group	subgroup
A0A8C8GS33	candidate_pool	DCT_DHICA
A0A8C8GUS0	candidate_pool	DCT_DHICA
A0A8C8GVF2	candidate_pool	DCT_DHICA
A0A8C8GVV5	candidate_pool	DCT_DHICA
A0A8C8GVX9	candidate_pool	DCT_DHICA
A0A8C8GYS5	candidate_pool	DCT_DHICA
A0A8C8HK52	candidate_pool	DCT_DHICA
A0A8C8LXU8	candidate_pool	DCT_DHICA
A0A8C8M0N2	candidate_pool	DCT_DHICA
A0A8C8M7S1	candidate_pool	DCT_DHICA
A0A8C8S5V7	candidate_pool	DCT_DHICA
A0A8C8S6B1	candidate_pool	DCT_DHICA
A0A8C8S6I2	candidate_pool	DCT_DHICA
A0A8C8SY41	candidate_pool	DCT_DHICA
A0A8C8VKR0	candidate_pool	DCT_DHICA
A0A8C8WFD9	candidate_pool	DCT_DHICA
A0A8C8Y621	candidate_pool	DCT_DHICA
A0A8C8ZZR0	candidate_pool	DCT_DHICA
A0A8C9DNL2	candidate_pool	DCT_DHICA
A0A8C9E8D2	candidate_pool	DCT_DHICA
A0A8C9EEE1	candidate_pool	DCT_DHICA
A0A8C9FAJ3	candidate_pool	DCT_DHICA
A0A8C9FBQ6	candidate_pool	DCT_DHICA
A0A8C9GHM7	candidate_pool	DCT_DHICA
A0A8C9GMP5	candidate_pool	DCT_DHICA
A0A8C9GUJ0	candidate_pool	DCT_DHICA
A0A8C9IYR5	candidate_pool	DCT_DHICA
A0A8C9KIK1	candidate_pool	DCT_DHICA
A0A8C9MEM1	candidate_pool	DCT_DHICA
A0A8C9NTR4	candidate_pool	DCT_DHICA
A0A8C9P8U8	candidate_pool	DCT_DHICA
A0A8C9S1Z9	candidate_pool	DCT_DHICA
A0A8C9S218	candidate_pool	DCT_DHICA
A0A8C9UKK0	candidate_pool	DCT_DHICA
A0A8C9VB52	candidate_pool	DCT_DHICA
A0A8C9WYK1	candidate_pool	DCT_DHICA
A0A8C9ZMM4	candidate_pool	DCT_DHICA
A0A8D0AZ20	candidate_pool	DCT_DHICA
A0A8D0CMF0	candidate_pool	DCT_DHICA
A0A8D0DJB8	candidate_pool	DCT_DHICA
A0A8D0DRY0	candidate_pool	DCT_DHICA
A0A8D0EH84	candidate_pool	DCT_DHICA
A0A8D0FRF8	candidate_pool	DCT_DHICA
A0A8D0H245	candidate_pool	DCT_DHICA
A0A8D0H4N9	candidate_pool	DCT_DHICA
A0A8D0PRS3	candidate_pool	DCT_DHICA
A0A8D0PXS0	candidate_pool	DCT_DHICA
A0A8D0RT99	candidate_pool	DCT_DHICA
A0A8D0S3X8	candidate_pool	DCT_DHICA
A0A8D0X2P1	candidate_pool	DCT_DHICA
A0A8D0XKY8	candidate_pool	DCT_DHICA
A0A8D0XST1	candidate_pool	DCT_DHICA
A0A8D0Z0W5	candidate_pool	DCT_DHICA
A0A8D1CEU5	candidate_pool	DCT_DHICA
A0A8D1CR85	candidate_pool	DCT_DHICA
A0A8D1GQJ8	candidate_pool	DCT_DHICA
A0A8D1US19	candidate_pool	DCT_DHICA
A0A8D1US54	candidate_pool	DCT_DHICA
A0A8D1USC2	candidate_pool	DCT_DHICA
A0A8D1XF07	candidate_pool	DCT_DHICA
A0A8D1XHC9	candidate_pool	DCT_DHICA
A0A8D2AEJ0	candidate_pool	DCT_DHICA
A0A8D2ETI7	candidate_pool	DCT_DHICA
A0A8D2FPS1	candidate_pool	DCT_DHICA
A0A8D2HD60	candidate_pool	DCT_DHICA
A0A8D2JP97	candidate_pool	DCT_DHICA
A0A8D2JYR4	candidate_pool	DCT_DHICA
A0A8D2KQ64	candidate_pool	DCT_DHICA
A0A8D2L695	candidate_pool	DCT_DHICA
A0A8D2LQ88	candidate_pool	DCT_DHICA
A0A8D2LQK5	candidate_pool	DCT_DHICA
A0A8D2LR82	candidate_pool	DCT_DHICA
A0A8D2LRE4	candidate_pool	DCT_DHICA
A0A8D2LRX8	candidate_pool	DCT_DHICA
A0A8D2LSH8	candidate_pool	DCT_DHICA
A0A8D2LT03	candidate_pool	DCT_DHICA
A0A8D2MP71	candidate_pool	DCT_DHICA
A0A8D2N3N9	candidate_pool	DCT_DHICA
A0A8D2N594	candidate_pool	DCT_DHICA
A0A8D2NTN1	candidate_pool	DCT_DHICA
A0A8D2PIB3	candidate_pool	DCT_DHICA
A0A8D2QR43	candidate_pool	DCT_DHICA
A0A8D3AN10	candidate_pool	DCT_DHICA
A0A8D3B288	candidate_pool	DCT_DHICA
A0A8D3BJG5	candidate_pool	DCT_DHICA
A0A8D3BVJ0	candidate_pool	DCT_DHICA
A0A8D3CBZ2	candidate_pool	DCT_DHICA
A0A8D3CL83	candidate_pool	DCT_DHICA
A0A8D3CX79	candidate_pool	DCT_DHICA
A0A8D3DDF3	candidate_pool	DCT_DHICA
A0A8D3DIS3	candidate_pool	DCT_DHICA
A0A8D3DWW6	candidate_pool	DCT_DHICA
A0A8D3EAZ4	candidate_pool	DCT_DHICA
A0A8D3X086	characterized	TYR
A0A8E0QKL5	candidate_pool	oMP
A0A8E2AKR6	candidate_pool	oMP
A0A8E2AW04	candidate_pool	oMP
A0A8E2DWK1	candidate_pool	oAPO
A0A8E2E040	candidate_pool	oAPO
A0A8E2E888	candidate_pool	oMP
A0A8E2EM46	candidate_pool	oMP
A0A8E2F2V8	candidate_pool	DCT_DHICA
A0A8E2F5T7	candidate_pool	oMP
A0A8E2J837	candidate_pool	oMP
A0A8E2JWP1	candidate_pool	oMP
A0A8E2JYI7	candidate_pool	oAPO
A0A8E6HRF2	characterized	TYR
A0A8G0G1E1	candidate_pool	DCT_DHICA
A0A8G1VJJ2	candidate_pool	oMP
A0A8G1VV01	candidate_pool	oMP
A0A8H2W4T0	candidate_pool	oAPO
A0A8H2W809	candidate_pool	oAPO
A0A8H2W928	candidate_pool	oAPO
A0A8H2W9D2	candidate_pool	oAPO
A0A8H2WBF2	candidate_pool	hemocyanin
A0A8H2WDM7	candidate_pool	oAPO
A0A8H2WET3	candidate_pool	oAPO
A0A8H2WEW9	candidate_pool	oAPO
A0A8H2WI32	candidate_pool	oAPO
A0A8H2WM01	candidate_pool	oAPO
A0A8H2WMA3	candidate_pool	oAPO
A0A8H2WNW1	candidate_pool	oAPO
A0A8H2WP90	candidate_pool	oAPO
A0A8H2WQD8	candidate_pool	oAPO
A0A8H2WRM0	candidate_pool	oAPO
A0A8H2WV07	candidate_pool	oAPO
A0A8H2WXU0	candidate_pool	oAPO
A0A8H2WYZ7	candidate_pool	oAPO
A0A8H2X7X2	candidate_pool	oAPO
A0A8H2X7Z7	candidate_pool	oAPO
A0A8H2X9N2	candidate_pool	oAPO
A0A8H2XCL6	candidate_pool	oAPO
A0A8H2XJG0	candidate_pool	oAPO
A0A8H2XL28	candidate_pool	oAPO
A0A8H2XQU0	candidate_pool	oAPO
A0A8H2XU14	candidate_pool	oAPO
A0A8H2XWF9	candidate_pool	oAPO
A0A8H2XWZ9	candidate_pool	oAPO
A0A8H2Y0I3	candidate_pool	oAPO
A0A8H2Y1F4	candidate_pool	oAPO
A0A8H2ZWM0	candidate_pool	oAPO
A0A8H2ZYP1	candidate_pool	oAPO
A0A8H3A0M5	candidate_pool	oAPO
A0A8H3A114	candidate_pool	oAPO
A0A8H3A6F2	candidate_pool	oAPO
A0A8H3A915	candidate_pool	oAPO
A0A8H3AA21	candidate_pool	oAPO
A0A8H3AEG2	candidate_pool	oAPO
A0A8H3AUD8	candidate_pool	oAPO
A0A8H3AYG3	candidate_pool	oAPO
A0A8H3AYS9	candidate_pool	oAPO
A0A8H3AZT0	candidate_pool	oAPO
A0A8H3B055	candidate_pool	oAPO
A0A8H3B0Z6	candidate_pool	oAPO
A0A8H3B5A0	candidate_pool	oAPO
A0A8H3BAF1	candidate_pool	oAPO
A0A8H3BDF6	candidate_pool	oAPO
A0A8H3BH88	candidate_pool	oAPO
A0A8H3BJU5	candidate_pool	oAPO
A0A8H3BKM9	candidate_pool	oAPO
A0A8H3BLR1	candidate_pool	oAPO
A0A8H3BQP1	candidate_pool	oAPO
A0A8H3BRT5	candidate_pool	oAPO
A0A8H3BS36	candidate_pool	oAPO
A0A8H3BVH4	candidate_pool	oAPO
A0A8H3BWB0	candidate_pool	oAPO
A0A8H3BYP2	candidate_pool	oMP
A0A8H3BYP2	candidate_pool	oAPO
A0A8H3C0V7	candidate_pool	oAPO
A0A8H3C2J4	candidate_pool	oAPO
A0A8H3C3M9	candidate_pool	oAPO
A0A8H3C4G7	candidate_pool	oAPO
A0A8H3C4K7	candidate_pool	oAPO
A0A8H3C7V0	candidate_pool	oAPO
A0A8H3C861	candidate_pool	oAPO
A0A8H3CAP5	candidate_pool	oAPO
A0A8H3CM85	candidate_pool	oAPO
A0A8H3CSH4	candidate_pool	oAPO
A0A8H3CUU5	candidate_pool	oAPO
A0A8H3CVH2	candidate_pool	oAPO
A0A8H3D189	candidate_pool	oAPO
A0A8H3D561	candidate_pool	oAPO
A0A8H3DFX7	candidate_pool	oAPO
A0A8H3DH36	candidate_pool	oAPO
A0A8H3DH45	candidate_pool	oAPO
A0A8H3DHK5	candidate_pool	oAPO
A0A8H3DMX3	candidate_pool	oAPO
A0A8H3DP18	candidate_pool	oAPO
A0A8H3DQW7	candidate_pool	oAPO
A0A8H3DT93	candidate_pool	oAPO
A0A8H3DTU2	candidate_pool	oAPO
A0A8H3DV55	candidate_pool	oAPO
A0A8H3E170	candidate_pool	oAPO
A0A8H3E826	candidate_pool	oAPO
A0A8H3E969	candidate_pool	oAPO
A0A8H3FYE1	candidate_pool	DCT_DHICA
A0A8H3GCN2	candidate_pool	oAPO
A0A8H3GDY3	candidate_pool	oAPO
A0A8H3GGT0	candidate_pool	oAPO
A0A8H3GHB1	candidate_pool	oAPO
A0A8H3GIJ6	candidate_pool	oAPO
A0A8H3GJP0	candidate_pool	oAPO
A0A8H3GKD3	candidate_pool	oAPO
A0A8H3GN92	candidate_pool	oAPO
A0A8H3GPF4	candidate_pool	oAPO
A0A8H3GPT3	candidate_pool	oAPO
A0A8H3GTI8	candidate_pool	oAPO
A0A8H3GTK5	candidate_pool	oAPO
A0A8H3GYD3	candidate_pool	oAPO
A0A8H3H1F0	candidate_pool	oAPO
A0A8H3H232	candidate_pool	oAPO
A0A8H3H3H3	candidate_pool	oAPO
A0A8H3H4I9	candidate_pool	oAPO
A0A8H3H5V5	candidate_pool	oAPO
A0A8H3HF69	candidate_pool	oAPO
A0A8H3HIA4	candidate_pool	oAPO
A0A8H3HU11	candidate_pool	oAPO
A0A8H3I0H6	candidate_pool	oAPO
A0A8H3I3V1	candidate_pool	oAPO
A0A8H3I5R2	candidate_pool	oAPO
A0A8H3N1T5	candidate_pool	oMP
A0A8H3NML7	candidate_pool	oMP
A0A8H3SVZ6	candidate_pool	oMP
A0A8H3USQ9	candidate_pool	oMP
A0A8H3VUY2	candidate_pool	hemocyanin
A0A8H3VZM9	candidate_pool	oMP
A0A8H3W6Q4	candidate_pool	oMP
A0A8H3WJV1	candidate_pool	oMP
A0A8H3ZHC1	candidate_pool	oMP
A0A8H3ZW58	candidate_pool	oMP
A0A8H3ZY08	candidate_pool	oMP
A0A8H4C6U6	candidate_pool	hemocyanin
A0A8H4CME3	candidate_pool	oMP
A0A8H4CQC8	candidate_pool	oMP
A0A8H4CT47	candidate_pool	oMP
A0A8H4CVC9	candidate_pool	oMP
A0A8H4FBY6	candidate_pool	oMP
A0A8H4FFA4	candidate_pool	oAPO
A0A8H4FPM4	candidate_pool	oMP
A0A8H4GTU5	candidate_pool	oMP
A0A8H4H8E0	candidate_pool	oMP
A0A8H4ITZ1	candidate_pool	oMP
A0A8H4JA75	candidate_pool	oAPO
A0A8H4JP05	candidate_pool	oAPO
A0A8H4JTZ8	candidate_pool	oAPO
A0A8H4JVE1	candidate_pool	hemocyanin
A0A8H4JZT0	candidate_pool	oMP
A0A8H4KMC7	candidate_pool	oMP
A0A8H4KQ60	candidate_pool	oAPO
A0A8H4L3K1	candidate_pool	oMP
A0A8H4LT10	candidate_pool	DCT_DHICA
A0A8H4N5Q2	candidate_pool	oMP
A0A8H4P153	candidate_pool	oMP
A0A8H4R4D3	candidate_pool	DCT_DHICA
A0A8H4RCD7	candidate_pool	oMP
A0A8H4RGI4	candidate_pool	DCT_DHICA
A0A8H4RXW4	candidate_pool	oMP
A0A8H4TAU8	candidate_pool	oAPO
A0A8H4TN67	candidate_pool	oMP
A0A8H4W5E3	candidate_pool	oMP
A0A8H4WA62	candidate_pool	oMP
A0A8H4WWH2	candidate_pool	oAPO
A0A8H4X204	candidate_pool	oAPO
A0A8H4X8T0	candidate_pool	oAPO
A0A8H4XA50	candidate_pool	oMP
A0A8H4XP10	candidate_pool	oMP
A0A8H4YMN9	candidate_pool	oAPO
A0A8H5CLG7	candidate_pool	DCT_DHICA
A0A8H5CT78	candidate_pool	hemocyanin
A0A8H5CW67	candidate_pool	oAPO
A0A8H5E7V3	candidate_pool	oAPO
A0A8H5E8T2	candidate_pool	oMP
A0A8H5EA09	candidate_pool	oAPO
A0A8H5EN09	candidate_pool	hemocyanin
A0A8H5ENW3	candidate_pool	oAPO
A0A8H5ET41	candidate_pool	oMP
A0A8H5HXK5	candidate_pool	hemocyanin
A0A8H5IDF7	candidate_pool	oAPO
A0A8H5J780	candidate_pool	oAPO
A0A8H5JGL4	candidate_pool	oAPO
A0A8H5JU90	candidate_pool	oAPO
A0A8H5JW57	candidate_pool	oAPO
A0A8H5K7H7	candidate_pool	oMP
A0A8H5KA52	candidate_pool	oAPO
A0A8H5KBA7	candidate_pool	oAPO
A0A8H5KIL6	candidate_pool	oAPO
A0A8H5KLF1	candidate_pool	hemocyanin
A0A8H5KLN9	candidate_pool	oAPO
A0A8H5KU78	candidate_pool	oAPO
A0A8H5MYS2	candidate_pool	oMP
A0A8H5N717	candidate_pool	oAPO
A0A8H5ND32	candidate_pool	oAPO
A0A8H5NDH7	candidate_pool	oMP
A0A8H5NI46	candidate_pool	oAPO
A0A8H5NV84	candidate_pool	oMP
A0A8H5P954	candidate_pool	oAPO
A0A8H5PRZ9	candidate_pool	oAPO
A0A8H5PV85	candidate_pool	oAPO
A0A8H5Q4Q0	candidate_pool	oAPO
A0A8H5Q4V2	candidate_pool	oMP
A0A8H5Q7J5	candidate_pool	oAPO
A0A8H5R283	candidate_pool	oAPO
A0A8H5T9H9	candidate_pool	oAPO
A0A8H5TF94	candidate_pool	oAPO
A0A8H5TJM2	candidate_pool	oMP
A0A8H5U2G8	candidate_pool	oMP
A0A8H5UEB6	candidate_pool	oAPO
A0A8H5USK3	candidate_pool	oMP
A0A8H5UVB9	candidate_pool	oAPO
A0A8H5UZN1	candidate_pool	oAPO
A0A8H5VR89	candidate_pool	oMP
A0A8H5W5B7	candidate_pool	oAPO
A0A8H5WLG2	candidate_pool	oAPO
A0A8H5WU54	candidate_pool	oMP
A0A8H5WWP5	candidate_pool	oAPO
A0A8H5XAB3	candidate_pool	oAPO
A0A8H5XEV6	candidate_pool	oAPO
A0A8H5XYF6	candidate_pool	oAPO
A0A8H5Y692	candidate_pool	oMP
A0A8H5YFK9	candidate_pool	oAPO
A0A8H5YQ63	candidate_pool	oAPO
A0A8H5YXQ5	candidate_pool	oAPO
A0A8H5Z228	candidate_pool	oMP
A0A8H5ZGI7	candidate_pool	oMP
A0A8H5ZGU7	candidate_pool	oMP
A0A8H5ZHE0	candidate_pool	oMP
A0A8H5ZPY0	candidate_pool	oMP
A0A8H5ZTP5	candidate_pool	hemocyanin
A0A8H6GAT6	candidate_pool	oAPO
A0A8H6GLN4	candidate_pool	oAPO
A0A8H6GQK0	candidate_pool	oMP
A0A8H6IQ64	candidate_pool	oMP
A0A8H6IU52	candidate_pool	oMP
A0A8H6IWA6	candidate_pool	oMP
A0A8H6IY60	candidate_pool	oMP
A0A8H6IZN0	candidate_pool	oMP
A0A8H6IZS0	candidate_pool	oMP
A0A8H6J983	candidate_pool	oMP
A0A8H6JFM5	candidate_pool	oMP
A0A8H6JK77	candidate_pool	oAPO
A0A8H6JLP4	candidate_pool	oMP
A0A8H6JQY8	candidate_pool	oMP
A0A8H6K6D0	candidate_pool	oAPO
A0A8H6K989	candidate_pool	oMP
A0A8H6KBA5	candidate_pool	oMP
A0A8H6KDD4	candidate_pool	oMP
A0A8H6KFC1	candidate_pool	oMP
A0A8H6N1I1	candidate_pool	oAPO
A0A8H6NC09	candidate_pool	oMP
A0A8H6NEA7	candidate_pool	oMP
A0A8H6NJ52	candidate_pool	oMP
A0A8H6NMK0	candidate_pool	oMP
A0A8H6P2A3	candidate_pool	oMP
A0A8H6PEN0	candidate_pool	oMP
A0A8H6Q3V1	candidate_pool	oMP
A0A8H6QIW3	candidate_pool	oMP
A0A8H6QJJ2	candidate_pool	oMP
A0A8H6R1E0	candidate_pool	oMP
A0A8H6RGS3	candidate_pool	DCT_DHICA
A0A8H6SNJ8	candidate_pool	oAPO
A0A8H6VED4	candidate_pool	oMP
A0A8H6VUF2	candidate_pool	oAPO
A0A8H6Y0Y5	candidate_pool	oAPO
A0A8H6YGA9	candidate_pool	oAPO
A0A8H7AFZ9	candidate_pool	oAPO
A0A8H7C4Z8	candidate_pool	hemocyanin
A0A8H7DID7	candidate_pool	oAPO
A0A8H7E394	candidate_pool	oAPO
A0A8H7EE91	candidate_pool	oMP
A0A8H7EGD0	candidate_pool	oMP
A0A8H7EH36	candidate_pool	oMP
A0A8H7EHU6	candidate_pool	oMP
A0A8H7EIF0	candidate_pool	oMP
A0A8H7H1R4	candidate_pool	hemocyanin
A0A8H7H281	candidate_pool	hemocyanin
A0A8H7HCV1	candidate_pool	oAPO
A0A8H7HE37	candidate_pool	oAPO
A0A8H7HEV2	candidate_pool	oAPO
A0A8H7HP73	candidate_pool	oAPO
A0A8H7HPD8	candidate_pool	oAPO
A0A8H7HQN1	candidate_pool	hemocyanin
A0A8H7HVL3	candidate_pool	oAPO
A0A8H7HXA0	candidate_pool	oAPO
A0A8H7HXY8	candidate_pool	oAPO
A0A8H7I922	candidate_pool	oAPO
A0A8H7IBD4	candidate_pool	oAPO
A0A8H7IE62	candidate_pool	oAPO
A0A8H7IKL1	candidate_pool	oAPO
A0A8H7IZ83	candidate_pool	DCT_DHICA
A0A8H7IZ83	candidate_pool	hemocyanin
A0A8H7J743	candidate_pool	oMP
A0A8H7J751	candidate_pool	oMP
A0A8H7LGB7	candidate_pool	oAPO
A0A8H7LH97	candidate_pool	oAPO
A0A8H7LHE7	candidate_pool	hemocyanin
A0A8H7LHS8	candidate_pool	oAPO
A0A8H7LLQ8	candidate_pool	oAPO
A0A8H7LYP2	candidate_pool	oAPO
A0A8H7M6V8	candidate_pool	oAPO
A0A8H7M7A9	candidate_pool	oAPO
A0A8H7MAH7	candidate_pool	oMP
A0A8H7MD11	candidate_pool	oMP
A0A8H7NBP5	candidate_pool	DCT_DHICA
A0A8H7NNH4	candidate_pool	oMP
A0A8H7T090	candidate_pool	oMP
A0A8H7W5S0	candidate_pool	oMP
A0A8H7W829	candidate_pool	oMP
A0A8H7WDA9	candidate_pool	oMP
A0A8H7YES8	candidate_pool	oAPO
A0A8H7Z3G6	candidate_pool	oMP
A0A8H8BVI5	candidate_pool	oAPO
A0A8H8NXP1	candidate_pool	oAPO
A0A8H8P5E1	candidate_pool	oAPO
A0A8H8P683	candidate_pool	oAPO
A0A8H8P6Q4	candidate_pool	oMP
A0A8H8P6Q4	candidate_pool	oAPO
A0A8H8P906	candidate_pool	oAPO
A0A8H8PBL8	candidate_pool	oAPO
A0A8H8QL19	candidate_pool	DCT_DHICA
A0A8H8SYD2	candidate_pool	oAPO
A0A8H8SZ86	candidate_pool	oAPO
A0A8H8SZK0	candidate_pool	hemocyanin
A0A8H8T2N9	candidate_pool	oAPO
A0A8H8UJ86	candidate_pool	oMP
A0A8H9LF69	showcase	neither_Microbispora
A0A8I2Z321	candidate_pool	oAPO
A0A8I3AJ06	candidate_pool	oAPO
A0A8I3N097	candidate_pool	DCT_DHICA
A0A8I3N630	candidate_pool	DCT_DHICA
A0A8I6AEZ4	candidate_pool	DCT_DHICA
A0A8J2IDN1	candidate_pool	oMP
A0A8J2IFZ7	candidate_pool	oAPO
A0A8J2J3A4	candidate_pool	oAPO
A0A8J2N4P6	candidate_pool	oMP
A0A8J2N5E0	candidate_pool	oMP
A0A8J2N5V0	candidate_pool	oMP
A0A8J2NJK9	candidate_pool	oMP
A0A8J2NKZ4	candidate_pool	oMP
A0A8J2Q7V7	candidate_pool	DCT_DHICA
A0A8J4I4U8	candidate_pool	DCT_DHICA
A0A8J4IBI6	candidate_pool	DCT_DHICA
A0A8J4JIW2	candidate_pool	DCT_DHICA
A0A8J4JL23	candidate_pool	DCT_DHICA
A0A8J4KIM9	candidate_pool	DCT_DHICA
A0A8J4L2L8	candidate_pool	DCT_DHICA
A0A8J4NKR4	candidate_pool	DCT_DHICA
A0A8J4NLN4	candidate_pool	DCT_DHICA
A0A8J4NTJ9	candidate_pool	DCT_DHICA
A0A8J4P914	candidate_pool	DCT_DHICA
A0A8J4S3K7	candidate_pool	hemocyanin
A0A8J4S5D5	candidate_pool	hemocyanin
A0A8J4S5S5	candidate_pool	hemocyanin
A0A8J4S7I2	candidate_pool	oAPO
A0A8J4S9F2	candidate_pool	hemocyanin
A0A8J4T0Z1	candidate_pool	DCT_DHICA
A0A8J4TVK1	candidate_pool	DCT_DHICA
A0A8J4UAN4	candidate_pool	DCT_DHICA
A0A8J4XFF5	candidate_pool	DCT_DHICA
A0A8J5IEP3	candidate_pool	hemocyanin
A0A8J5IJ88	candidate_pool	hemocyanin
A0A8J5JEM4	candidate_pool	DCT_DHICA
A0A8J5MDI9	candidate_pool	hemocyanin
A0A8J5MHP1	candidate_pool	hemocyanin
A0A8J5NLS7	candidate_pool	oAPO
A0A8J5NND1	candidate_pool	oAPO
A0A8J5PN01	candidate_pool	oAPO
A0A8J5Q444	candidate_pool	oMP
A0A8J5TWT7	candidate_pool	oMP
A0A8J6AKY6	candidate_pool	DCT_DHICA
A0A8J6DRE2	candidate_pool	DCT_DHICA
A0A8J6FEG1	candidate_pool	DCT_DHICA
A0A8J6GU63	candidate_pool	DCT_DHICA
A0A8J6KBC9	candidate_pool	DCT_DHICA
A0A8J6KFN8	candidate_pool	DCT_DHICA
A0A8J7NVL6	candidate_pool	DCT_DHICA
A0A8J7NVZ9	candidate_pool	DCT_DHICA
A0A8J8XD96	candidate_pool	DCT_DHICA
A0A8J9RRY2	characterized	biosynthetic
A0A8K0B8C8	candidate_pool	DCT_DHICA
A0A8K0BIS4	candidate_pool	DCT_DHICA
A0A8K0E7R0	candidate_pool	DCT_DHICA
A0A8K0E9J9	candidate_pool	DCT_DHICA
A0A8K0IQ09	candidate_pool	DCT_DHICA
A0A8K0QU28	candidate_pool	oAPO
A0A8K0R411	candidate_pool	oMP
A0A8K0RBX9	candidate_pool	DCT_DHICA
A0A8K0RU59	candidate_pool	oAPO
A0A8K0RWF0	candidate_pool	oMP
A0A8K0S985	candidate_pool	oAPO
A0A8K0SFD5	candidate_pool	oMP
A0A8K0SP35	candidate_pool	oAPO
A0A8K0STX4	candidate_pool	oMP
A0A8K0SZ49	candidate_pool	oMP
A0A8K0T241	candidate_pool	oMP
A0A8K0T5X5	candidate_pool	oMP
A0A8K0T7L1	candidate_pool	oMP
A0A8K0T9Q5	candidate_pool	oMP
A0A8K0TQB4	candidate_pool	oAPO
A0A8K0VRX6	candidate_pool	oMP
A0A8K0VW54	candidate_pool	oMP
A0A8K0VYL3	candidate_pool	oMP
A0A8K0W0Q0	candidate_pool	oMP
A0A8K0W1B4	candidate_pool	oMP
A0A8K1CFR2	candidate_pool	hemocyanin
A0A8K1FER6	candidate_pool	hemocyanin
A0A8K1FF30	candidate_pool	hemocyanin
A0A8K1FHN5	candidate_pool	hemocyanin
A0A8K1FHV1	candidate_pool	hemocyanin
A0A8K1FNX2	candidate_pool	hemocyanin
A0A8K1GFN2	candidate_pool	DCT_DHICA
A0A8K1LL24	candidate_pool	DCT_DHICA
A0A8K1W5Q1	candidate_pool	oMP
A0A8K9UV66	candidate_pool	DCT_DHICA
A0A8K9X1D3	candidate_pool	DCT_DHICA
A0A8K9X5S8	candidate_pool	DCT_DHICA
A0A8M1F0A3	candidate_pool	DCT_DHICA
A0A8M1M994	candidate_pool	DCT_DHICA
A0A8M9Q985	candidate_pool	DCT_DHICA
A0A8P0N805	candidate_pool	DCT_DHICA
A0A8P4G616	candidate_pool	DCT_DHICA
A0A8R1E0T6	candidate_pool	hemocyanin
A0A8R1TXN9	candidate_pool	DCT_DHICA
A0A8S0WA24	candidate_pool	oMP
A0A8S0X4V0	candidate_pool	oMP
A0A8S3PVY6	candidate_pool	oAPO
A0A8S3PVY6	candidate_pool	DCT_DHICA
A0A8S3RX09	candidate_pool	DCT_DHICA
A0A8S3SG45	candidate_pool	DCT_DHICA
A0A8S3TPH7	candidate_pool	DCT_DHICA
A0A8S3UET5	candidate_pool	oAPO
A0A8S3UET5	candidate_pool	DCT_DHICA
A0A8S3ZE77	candidate_pool	oAPO
A0A8S3ZS08	candidate_pool	hemocyanin
A0A8S3ZX52	candidate_pool	hemocyanin
A0A8S4A1C0	candidate_pool	hemocyanin
A0A8S4ACK1	candidate_pool	DCT_DHICA
A0A8S4B4F2	candidate_pool	DCT_DHICA
A0A8S8ZKT3	candidate_pool	oMP
A0A8S8ZSZ5	candidate_pool	oMP
A0A8S9EBR0	candidate_pool	DCT_DHICA
A0A8S9EKM1	candidate_pool	DCT_DHICA
A0A8S9TLC1	candidate_pool	hemocyanin
A0A8S9UGL0	candidate_pool	hemocyanin
A0A8S9UY53	candidate_pool	hemocyanin
A0A8S9V4C1	candidate_pool	hemocyanin
A0A8S9ZXM6	candidate_pool	oMP
A0A8T0A7D0	candidate_pool	DCT_DHICA
A0A8T0BSC0	candidate_pool	DCT_DHICA
A0A8T0H2S1	candidate_pool	DCT_DHICA
A0A8T0LKJ4	candidate_pool	hemocyanin
A0A8T1T6S4	candidate_pool	DCT_DHICA
A0A8T1URX7	candidate_pool	hemocyanin
A0A8T1VCN1	candidate_pool	hemocyanin
A0A8T1VD70	candidate_pool	hemocyanin
A0A8T1VFJ2	candidate_pool	hemocyanin
A0A8T1VFS8	candidate_pool	hemocyanin
A0A8T1WA89	candidate_pool	hemocyanin
A0A8T1WG94	candidate_pool	hemocyanin
A0A8T1WKV8	candidate_pool	hemocyanin
A0A8T1WL70	candidate_pool	hemocyanin
A0A8T1WNJ2	candidate_pool	hemocyanin
A0A8T2KCF7	candidate_pool	DCT_DHICA
A0A8T2KCI4	candidate_pool	DCT_DHICA
A0A8T2KFI4	candidate_pool	DCT_DHICA
A0A8T2KFJ7	candidate_pool	DCT_DHICA
A0A8T2LG53	candidate_pool	DCT_DHICA
A0A8T2NTK4	candidate_pool	DCT_DHICA
A0A8T2PBK7	candidate_pool	DCT_DHICA
A0A8T2S7D1	candidate_pool	oMP
A0A8T2S7I0	candidate_pool	oMP
A0A8T2S9I7	candidate_pool	oMP
A0A8T2SAK0	candidate_pool	oMP
A0A8T2SAR2	candidate_pool	oMP
A0A8T2SYA7	candidate_pool	oMP
A0A8T2UT99	candidate_pool	oMP
A0A8T2UTL7	candidate_pool	oMP
A0A8T2UW48	candidate_pool	oMP
A0A8T2UWW7	candidate_pool	oMP
A0A8T2V169	candidate_pool	oMP
A0A8T2ZMY6	candidate_pool	oMP
A0A8T2ZN39	candidate_pool	oMP
A0A8T3BS23	candidate_pool	oMP
A0A8T3CK16	candidate_pool	DCT_DHICA
A0A8T3CUL9	candidate_pool	DCT_DHICA
A0A8T3DTM8	candidate_pool	DCT_DHICA
A0A8T8X0L8	candidate_pool	oMP
A0A8T9B2E5	candidate_pool	oMP
