accession,pool,canonical,n_his,core_ok,best_ref,best_qtm,n_helix_ok,reason
A0AA49XW27,discarded,False,4,False,ref_PmTYR,0.406,2,corehelix_core_fail
A0AA49XW33,discarded,False,3,False,ref_5CE9_Jregia,0.398,2,corehelix_core_fail
A0AA49XW36,discarded,False,3,False,ref_PmTYR,0.429,2,corehelix_core_fail
A0AA49XW41,discarded,False,3,False,ref_PmTYR,0.349,2,corehelix_core_fail
A0AA49XW51,discarded,False,3,False,ref_PmTYR,0.346,2,corehelix_core_fail
A0AA49XW59,discarded,False,3,False,ref_1BT3_Ibatatas,0.397,2,corehelix_core_fail
A0AA49XW65,discarded,False,3,False,ref_5CE9_Jregia,0.398,2,corehelix_core_fail
A0AA49XW72,discarded,False,3,False,ref_5CE9_Jregia,0.421,2,corehelix_core_fail
A0AA49XW76,discarded,False,3,False,ref_5CE9_Jregia,0.408,2,corehelix_core_fail
A0AA49XW80,discarded,False,4,False,ref_5CE9_Jregia,0.413,2,corehelix_core_fail
A0AA49XW85,discarded,False,3,False,ref_5CE9_Jregia,0.395,2,corehelix_core_fail
A0AA49XW91,discarded,False,3,False,ref_5CE9_Jregia,0.399,2,corehelix_core_fail
A0AA49XW92,discarded,False,4,False,ref_5CE9_Jregia,0.392,2,corehelix_core_fail
A0AA49XW95,discarded,False,3,False,ref_5CE9_Jregia,0.438,2,corehelix_core_fail
A0AA49XWA1,discarded,False,3,False,ref_5CE9_Jregia,0.401,2,corehelix_core_fail
A0AA49XWA2,discarded,False,4,False,ref_PmTYR,0.393,2,corehelix_core_fail
A0AA49XWA6,discarded,False,3,False,ref_PmTYR,0.409,2,corehelix_core_fail
A0AA49XWB0,discarded,False,4,False,ref_5CE9_Jregia,0.404,2,corehelix_core_fail
A0AA49XWB2,discarded,False,3,False,ref_5CE9_Jregia,0.404,2,corehelix_core_fail
A0AA49XWB5,discarded,False,3,False,ref_1BT3_Ibatatas,0.411,2,corehelix_core_fail
A0AA49XWC7,discarded,False,3,False,ref_5CE9_Jregia,0.41,2,corehelix_core_fail
A0AA49XWD3,discarded,False,3,False,ref_5CE9_Jregia,0.396,2,corehelix_core_fail
A0AA49XWD7,discarded,False,3,False,ref_1BT3_Ibatatas,0.393,2,corehelix_core_fail
A0AA49XWE3,discarded,False,3,False,ref_1BT3_Ibatatas,0.432,2,corehelix_core_fail
A0AA49XWG1,discarded,False,3,False,ref_1BT3_Ibatatas,0.405,2,corehelix_core_fail
A0AA49XWG2,discarded,False,3,False,ref_5CE9_Jregia,0.381,2,corehelix_core_fail
A0AA49XWH1,discarded,False,3,False,ref_PmTYR,0.395,2,corehelix_core_fail
A0AA49XWI0,discarded,False,4,False,ref_5CE9_Jregia,0.403,2,corehelix_core_fail
A0AA49Y039,discarded,False,4,False,ref_1BT3_Ibatatas,0.412,2,corehelix_core_fail
A0AA49Y047,discarded,False,4,False,ref_5CE9_Jregia,0.403,2,corehelix_core_fail
A0AA49Y059,discarded,False,4,False,ref_PmTYR,0.398,2,corehelix_core_fail
A0AA49Y067,discarded,False,4,False,ref_PmTYR,0.399,2,corehelix_core_fail
A0AA49Y078,discarded,False,4,False,ref_5CE9_Jregia,0.401,2,corehelix_core_fail
A0AA49Y095,discarded,False,3,False,ref_5CE9_Jregia,0.395,2,corehelix_core_fail
A0AA49Y0A5,discarded,False,3,False,ref_5CE9_Jregia,0.423,2,corehelix_core_fail
A0AA49Y0B4,discarded,False,3,False,ref_PmTYR,0.396,2,corehelix_core_fail
A0AA49Y0C3,discarded,False,3,False,ref_PmTYR,0.398,2,corehelix_core_fail
A0AA49Y0D0,discarded,False,4,False,ref_PmTYR,0.399,2,corehelix_core_fail
A0AA50AJY2,discarded,False,4,False,ref_PmTYR,0.385,2,corehelix_core_fail
A0AA50AJY7,discarded,False,4,False,ref_5CE9_Jregia,0.414,2,corehelix_core_fail
A0AA50AJZ2,discarded,False,3,False,ref_PmTYR,0.367,2,corehelix_core_fail
A0AA50AK03,discarded,False,3,False,ref_PmTYR,0.353,2,corehelix_core_fail
A0AA50AK08,discarded,False,3,False,ref_5CE9_Jregia,0.407,2,corehelix_core_fail
A0AA50AK14,discarded,False,3,False,ref_PmTYR,0.399,2,corehelix_core_fail
A0AA50AK19,discarded,False,3,False,ref_1BT3_Ibatatas,0.429,2,corehelix_core_fail
A0AA50AK24,discarded,False,3,False,ref_5CE9_Jregia,0.396,2,corehelix_core_fail
A0AA50AK29,discarded,False,3,False,ref_PmTYR,0.38,2,corehelix_core_fail
A0AA50AK40,discarded,False,3,False,ref_5CE9_Jregia,0.434,2,corehelix_core_fail
A0AA50AQ25,discarded,False,4,False,ref_5CE9_Jregia,0.398,2,corehelix_core_fail
A0AA50AQ28,discarded,False,4,False,ref_5CE9_Jregia,0.397,2,corehelix_core_fail
A0AA50AQ32,discarded,False,3,False,ref_5CE9_Jregia,0.401,2,corehelix_core_fail
A0AA50AQ36,discarded,False,4,False,ref_PmTYR,0.387,2,corehelix_core_fail
A0AA50AQ39,discarded,False,3,False,ref_5CE9_Jregia,0.395,2,corehelix_core_fail
A0AA50AQ48,discarded,False,3,False,ref_PmTYR,0.401,2,corehelix_core_fail
A0AA50AQ51,discarded,False,3,False,ref_5CE9_Jregia,0.396,2,corehelix_core_fail
A0AA50AQ59,discarded,False,3,False,ref_1BT3_Ibatatas,0.405,2,corehelix_core_fail
A0AA50AQ63,discarded,False,3,False,ref_5CE9_Jregia,0.396,2,corehelix_core_fail
A0AA50AR73,discarded,False,3,False,ref_5CE9_Jregia,0.401,2,corehelix_core_fail
A0AA50AR81,discarded,False,4,False,ref_5CE9_Jregia,0.407,2,corehelix_core_fail
A0AA50AR88,discarded,False,3,False,ref_5CE9_Jregia,0.403,2,corehelix_core_fail
A0AA50AR92,discarded,False,3,False,ref_5CE9_Jregia,0.378,2,corehelix_core_fail
A0AA50AR97,discarded,False,3,False,ref_5CE9_Jregia,0.396,2,corehelix_core_fail
A0AA50ARA1,discarded,False,3,False,ref_PmTYR,0.397,2,corehelix_core_fail
A0AA50ARA4,discarded,False,4,False,ref_5CE9_Jregia,0.421,2,corehelix_core_fail
A0AA50ARA8,discarded,False,3,False,ref_PmTYR,0.481,2,corehelix_core_fail
A0AA50ARB2,discarded,False,3,False,ref_PmTYR,0.398,2,corehelix_core_fail
A0AA50ARB6,discarded,False,3,False,ref_PmTYR,0.393,2,corehelix_core_fail
A0AA50ATG0,discarded,False,4,False,ref_PmTYR,0.396,2,corehelix_core_fail
A0AA50ATG4,discarded,False,4,False,ref_5CE9_Jregia,0.403,2,corehelix_core_fail
A0AA50ATH5,discarded,False,3,False,ref_5CE9_Jregia,0.401,2,corehelix_core_fail
A0AA50ATH8,discarded,False,3,False,ref_PmTYR,0.401,2,corehelix_core_fail
A0AA50ATI3,discarded,False,3,False,ref_PmTYR,0.397,2,corehelix_core_fail
A0AA50ATI6,discarded,False,3,False,ref_PmTYR,0.399,2,corehelix_core_fail
A0AA50ATJ8,discarded,False,3,False,ref_5CE9_Jregia,0.407,2,corehelix_core_fail
A0AA50ATK9,discarded,False,4,False,ref_5CE9_Jregia,0.398,2,corehelix_core_fail
A0AA50ATL3,discarded,False,4,False,ref_PmTYR,0.385,2,corehelix_core_fail
A0AA50ATL7,discarded,False,4,False,ref_5CE9_Jregia,0.429,2,corehelix_core_fail
A0AA50ATM1,discarded,False,4,False,ref_5CE9_Jregia,0.422,2,corehelix_core_fail
A0AA50ATN4,discarded,False,3,False,ref_5CE9_Jregia,0.407,2,corehelix_core_fail
A0AA50ATP1,discarded,False,3,False,ref_5CE9_Jregia,0.413,2,corehelix_core_fail
A0AA50ATP4,discarded,False,3,False,ref_5CE9_Jregia,0.462,2,corehelix_core_fail
A0AA50ATP7,discarded,False,3,False,ref_5CE9_Jregia,0.407,2,corehelix_core_fail
A0AA50Q3G9,discarded,False,1,False,ref_5CE9_Jregia,0.123,0,corehelix_core_fail
A0AA50Q4B6,discarded,False,3,False,ref_PmTYR,0.38,2,corehelix_core_fail
A0AA51NGA5,canonical,True,6,False,,,,canonical_geometry
A0AA51NGI9,canonical,True,6,False,,,,canonical_geometry
A0AA51REH5,canonical,True,6,False,,,,canonical_geometry
A0AA51RF15,canonical,True,6,False,,,,canonical_geometry
A0AA51RHR0,canonical,True,6,False,,,,canonical_geometry
A0AA51RHZ2,canonical,True,6,False,,,,canonical_geometry
A0AA85A3Q5,canonical,True,6,False,,,,canonical_geometry
A0AA85A9Z7,canonical,True,6,False,,,,canonical_geometry
A0AA85BMY3,canonical,True,6,False,,,,canonical_geometry
A0AA85BQX3,canonical,True,6,False,,,,canonical_geometry
A0AA85BSU4,canonical,True,6,False,,,,canonical_geometry
A0AA85G527,canonical,True,6,False,,,,canonical_geometry
A0AA85KB05,canonical,True,6,False,,,,canonical_geometry
A0AA85KGE4,canonical,True,6,False,,,,canonical_geometry
A0AA85KLQ7,canonical,True,6,False,,,,canonical_geometry
A0AA86IJL2,canonical,True,6,False,,,,canonical_geometry
A0AA86RZU0,canonical,True,6,False,,,,canonical_geometry
A0AA86V8T9,canonical,True,6,False,,,,canonical_geometry
A0AA86VG20,canonical,True,6,False,,,,canonical_geometry
A0AA86VNM7,canonical,True,6,False,,,,canonical_geometry
A0AA86VS17,canonical,True,6,False,,,,canonical_geometry
A0AA87Y286,noncanonical,False,5,True,ref_1BT3_Ibatatas,0.409,4,corehelix_core_ok
A0AA88ACS8,canonical,True,6,False,,,,canonical_geometry
A0AA88AE32,canonical,True,6,False,,,,canonical_geometry
A0AA88AEL2,canonical,True,6,False,,,,canonical_geometry
A0AA88AFA7,canonical,True,6,False,,,,canonical_geometry
A0AA88ATJ8,canonical,True,6,False,,,,canonical_geometry
A0AA88AXG2,canonical,True,6,False,,,,canonical_geometry
A0AA88D1Q6,canonical,True,6,False,,,,canonical_geometry
A0AA88EDJ5,canonical,True,6,False,,,,canonical_geometry
A0AA88IMU3,canonical,True,6,False,,,,canonical_geometry
A0AA88JFY6,canonical,True,6,False,,,,canonical_geometry
A0AA88LSV0,canonical,True,6,False,,,,canonical_geometry
A0AA88M8W7,canonical,True,6,False,,,,canonical_geometry
A0AA88MKC2,canonical,True,6,False,,,,canonical_geometry
A0AA88N2E9,canonical,True,6,False,,,,canonical_geometry
A0AA88NB34,canonical,True,6,False,,,,canonical_geometry
A0AA88NN21,canonical,True,6,False,,,,canonical_geometry
A0AA88NTB5,canonical,True,6,False,,,,canonical_geometry
A0AA88QE56,canonical,True,6,False,,,,canonical_geometry
A0AA88QFI1,canonical,True,6,False,,,,canonical_geometry
A0AA88QHD6,canonical,True,6,False,,,,canonical_geometry
A0AA88S6Z9,canonical,True,6,False,,,,canonical_geometry
A0AA88T6T1,canonical,True,6,False,,,,canonical_geometry
A0AA88TJG4,canonical,True,6,False,,,,canonical_geometry
A0AA88TT43,canonical,True,6,False,,,,canonical_geometry
A0AA88TX95,canonical,True,6,False,,,,canonical_geometry
A0AA88U0R7,discarded,False,5,False,ref_5CE9_Jregia,0.373,2,corehelix_core_fail
A0AA88U1A3,discarded,False,6,False,,,,sixHis_fail_geometry
A0AA88U8N2,discarded,False,3,False,ref_5CE9_Jregia,0.381,2,corehelix_core_fail
A0AA88VWZ6,canonical,True,6,False,,,,canonical_geometry
A0AA88WMM6,canonical,True,6,False,,,,canonical_geometry
A0AA88XCP2,canonical,True,6,False,,,,canonical_geometry
A0AA88XDH6,discarded,False,3,False,,,,corehelix_core_fail
A0AA88XEZ8,discarded,False,4,False,ref_PmTYR,0.42,2,corehelix_core_fail
A0AA88XH52,canonical,True,6,False,,,,canonical_geometry
A0AA88XIM2,canonical,True,6,False,,,,canonical_geometry
A0AA88XIV7,discarded,False,4,False,ref_PmTYR,0.29,2,corehelix_core_fail
A0AA88XJ60,noncanonical,False,1,True,ref_PmTYR,0.418,4,corehelix_core_ok
A0AA88XJK4,canonical,True,6,False,,,,canonical_geometry
A0AA88XKI5,canonical,True,6,False,,,,canonical_geometry
A0AA88XKK9,canonical,True,6,False,,,,canonical_geometry
A0AA88XLC0,canonical,True,6,False,,,,canonical_geometry
A0AA88XLZ1,canonical,True,6,False,,,,canonical_geometry
A0AA88XQR2,canonical,True,6,False,,,,canonical_geometry
A0AA88XQS5,canonical,True,6,False,,,,canonical_geometry
A0AA88XTS7,noncanonical,False,1,True,ref_PmTYR,0.352,4,corehelix_core_ok
A0AA88Y245,discarded,False,3,False,ref_PmTYR,0.211,2,corehelix_core_fail
A0AA88Y482,canonical,True,6,False,,,,canonical_geometry
A0AA88Y4C2,discarded,False,3,False,ref_PmTYR,0.279,2,corehelix_core_fail
A0AA88YB05,discarded,False,3,False,ref_PmTYR,0.307,2,corehelix_core_fail
A0AA88YDI9,canonical,True,6,False,,,,canonical_geometry
A0AA88YE74,canonical,True,6,False,,,,canonical_geometry
A0AA88YFQ4,discarded,False,4,False,ref_PmTYR,0.41,2,corehelix_core_fail
A0AA88YL18,canonical,True,6,False,,,,canonical_geometry
A0AA88YTD4,canonical,True,6,False,,,,canonical_geometry
A0AA89AGQ4,canonical,True,6,False,,,,canonical_geometry
A0AA89B2U6,noncanonical,False,4,True,ref_1BT3_Ibatatas,0.686,4,corehelix_core_ok
A0AA89BLK6,canonical,True,6,False,,,,canonical_geometry
A0AA89BPR0,discarded,False,1,False,ref_PmTYR,0.122,2,corehelix_core_fail
A0AA89BXI1,canonical,True,6,False,,,,canonical_geometry
A0AA89C447,canonical,True,6,False,,,,canonical_geometry
A0AA89C6N4,canonical,True,6,False,,,,canonical_geometry
A0AA89QDS6,canonical,True,6,False,,,,canonical_geometry
A0AA89TWP5,canonical,True,6,False,,,,canonical_geometry
A0AA91EBM3,canonical,True,6,False,,,,canonical_geometry
A0AA92K3X5,canonical,True,6,False,,,,canonical_geometry
A0AA92QAW9,canonical,True,6,False,,,,canonical_geometry
A0AA95F4Q0,canonical,True,6,False,,,,canonical_geometry
A0AA97J2B4,canonical,True,6,False,,,,canonical_geometry
A0AA97J2U4,canonical,True,6,False,,,,canonical_geometry
A0AA97JPN8,canonical,True,6,False,,,,canonical_geometry
A0AA97MF99,canonical,True,6,False,,,,canonical_geometry
A0AA97N3L1,canonical,True,6,False,,,,canonical_geometry
A0AA97N7U6,canonical,True,6,False,,,,canonical_geometry
A0AA97NN32,canonical,True,6,False,,,,canonical_geometry
A0AA97NUK3,discarded,False,5,False,ref_PmTYR,0.533,3,corehelix_core_fail
A0AA97NVC8,canonical,True,6,False,,,,canonical_geometry
A0AA97NWE8,canonical,True,6,False,,,,canonical_geometry
A0AA97NYQ6,discarded,False,5,False,ref_2Y9W_Abisporus,0.524,3,corehelix_core_fail
A0AA97P016,discarded,False,5,False,ref_2Y9W_Abisporus,0.483,3,corehelix_core_fail
A0AA97P0L1,discarded,False,4,False,ref_PmTYR,0.482,3,corehelix_core_fail
A0AA97P1L6,canonical,True,6,False,,,,canonical_geometry
A0AA97P2C5,canonical,True,6,False,,,,canonical_geometry
A0AA97P2H9,canonical,True,6,False,,,,canonical_geometry
A0AA97P2N2,canonical,True,6,False,,,,canonical_geometry
A0AA97P5F8,canonical,True,6,False,,,,canonical_geometry
A0AA97P5T7,canonical,True,6,False,,,,canonical_geometry
A0AA97PI06,discarded,False,1,False,ref_1BT3_Ibatatas,0.223,1,corehelix_core_fail
A0AA97PLH0,discarded,False,4,False,ref_PmTYR,0.583,3,corehelix_core_fail
A0AA97PMU4,canonical,True,6,False,,,,canonical_geometry
A0AA97PQ61,canonical,True,6,False,,,,canonical_geometry
A0AA97PQQ8,canonical,True,6,False,,,,canonical_geometry
A0AAC8Q565,canonical,True,6,False,,,,canonical_geometry
A0AAC8TJW5,canonical,True,6,False,,,,canonical_geometry
A0AAD0QBY7,canonical,True,6,False,,,,canonical_geometry
A0AAD0RR47,canonical,True,6,False,,,,canonical_geometry
A0AAD0S6F5,canonical,True,6,False,,,,canonical_geometry
A0AAD0S9P7,canonical,True,6,False,,,,canonical_geometry
A0AAD0VCQ0,canonical,True,6,False,,,,canonical_geometry
A0AAD1E5T9,canonical,True,6,False,,,,canonical_geometry
A0AAD1R4F4,discarded,False,5,False,ref_PmTYR,0.47,3,corehelix_core_fail
A0AAD1R521,canonical,True,6,False,,,,canonical_geometry
A0AAD1R5G9,canonical,True,6,False,,,,canonical_geometry
A0AAD1R8J2,discarded,False,4,False,ref_PmTYR,0.663,2,corehelix_core_fail
A0AAD1R908,discarded,False,3,False,ref_PmTYR,0.331,2,corehelix_core_fail
A0AAD1RUM4,canonical,True,6,False,,,,canonical_geometry
A0AAD1VS04,discarded,False,2,False,ref_5CE9_Jregia,0.301,1,corehelix_core_fail
A0AAD1W2I8,canonical,True,6,False,,,,canonical_geometry
A0AAD1YTC7,canonical,True,6,False,,,,canonical_geometry
A0AAD1YYP5,canonical,True,6,False,,,,canonical_geometry
A0AAD1YZ47,canonical,True,6,False,,,,canonical_geometry
A0AAD1Z1H3,canonical,True,6,False,,,,canonical_geometry
A0AAD1Z3P8,canonical,True,6,False,,,,canonical_geometry
A0AAD1ZQL5,canonical,True,6,False,,,,canonical_geometry
A0AAD2A9U3,canonical,True,6,False,,,,canonical_geometry
A0AAD2A9Z9,discarded,False,2,False,ref_1BT3_Ibatatas,0.934,2,corehelix_core_fail
A0AAD2AA08,canonical,True,6,False,,,,canonical_geometry
A0AAD2ABD7,canonical,True,6,False,,,,canonical_geometry
A0AAD2AE30,canonical,True,6,False,,,,canonical_geometry
A0AAD2AFA4,canonical,True,6,False,,,,canonical_geometry
A0AAD2DM26,canonical,True,6,False,,,,canonical_geometry
A0AAD2DMV8,canonical,True,6,False,,,,canonical_geometry
A0AAD2E0S8,noncanonical,False,5,True,ref_5CE9_Jregia,0.523,4,corehelix_core_ok
A0AAD2ECI1,discarded,False,5,False,ref_1BT3_Ibatatas,0.511,0,corehelix_core_fail
A0AAD2EDD1,canonical,True,6,False,,,,canonical_geometry
A0AAD2H4D2,canonical,True,6,False,,,,canonical_geometry
A0AAD2H686,canonical,True,6,False,,,,canonical_geometry
A0AAD2H6M4,canonical,True,6,False,,,,canonical_geometry
A0AAD2H8R9,canonical,True,6,False,,,,canonical_geometry
A0AAD2K0X0,canonical,True,6,False,,,,canonical_geometry
A0AAD2K112,canonical,True,6,False,,,,canonical_geometry
A0AAD3DIW9,noncanonical,False,5,True,ref_2Y9W_Abisporus,0.245,4,corehelix_core_ok
A0AAD3M2L0,discarded,False,6,False,,,,sixHis_fail_geometry
A0AAD3MGL2,canonical,True,6,False,,,,canonical_geometry
A0AAD3MLL3,canonical,True,6,False,,,,canonical_geometry
A0AAD3N601,discarded,False,3,False,ref_PmTYR,0.231,2,corehelix_core_fail
A0AAD3N7D6,canonical,True,6,False,,,,canonical_geometry
A0AAD3N9Q8,discarded,False,1,False,ref_PmTYR,0.238,2,corehelix_core_fail
A0AAD3NDQ9,canonical,True,6,False,,,,canonical_geometry
A0AAD3RLV0,discarded,False,4,False,ref_PmTYR,0.266,2,corehelix_core_fail
A0AAD3S6V1,discarded,False,3,False,ref_5CE9_Jregia,0.65,2,corehelix_core_fail
A0AAD4BGZ0,noncanonical,False,5,True,ref_2Y9W_Abisporus,0.43,4,corehelix_core_ok
A0AAD4CAB7,canonical,True,6,False,,,,canonical_geometry
A0AAD4CRI2,canonical,True,6,False,,,,canonical_geometry
A0AAD4D0D9,canonical,True,6,False,,,,canonical_geometry
A0AAD4DPP0,canonical,True,6,False,,,,canonical_geometry
A0AAD4E048,discarded,False,4,False,ref_2Y9W_Abisporus,0.237,2,corehelix_core_fail
A0AAD4E4K7,canonical,True,6,False,,,,canonical_geometry
A0AAD4E5F0,discarded,False,5,False,ref_2Y9W_Abisporus,0.444,2,corehelix_core_fail
A0AAD4EQB2,canonical,True,6,False,,,,canonical_geometry
A0AAD4ESD7,canonical,True,6,False,,,,canonical_geometry
A0AAD4ETF0,canonical,True,6,False,,,,canonical_geometry
A0AAD4EUM5,canonical,True,6,False,,,,canonical_geometry
A0AAD4EYT8,canonical,True,6,False,,,,canonical_geometry
A0AAD4F503,canonical,True,6,False,,,,canonical_geometry
A0AAD4F5E3,discarded,False,4,False,ref_2Y9W_Abisporus,0.46,3,corehelix_core_fail
A0AAD4F826,canonical,True,6,False,,,,canonical_geometry
A0AAD4F8K5,discarded,False,4,False,,,,corehelix_core_fail
A0AAD4F923,discarded,False,2,False,ref_PmTYR,0.424,2,corehelix_core_fail
A0AAD4F9S8,canonical,True,6,False,,,,canonical_geometry
A0AAD4FB42,canonical,True,6,False,,,,canonical_geometry
A0AAD4FBU9,canonical,True,6,False,,,,canonical_geometry
A0AAD4FFU5,canonical,True,6,False,,,,canonical_geometry
A0AAD4FGP7,canonical,True,6,False,,,,canonical_geometry
A0AAD4FI90,discarded,False,2,False,,,,corehelix_core_fail
A0AAD4FIH5,canonical,True,6,False,,,,canonical_geometry
A0AAD4FJL0,canonical,True,6,False,,,,canonical_geometry
A0AAD4FKQ0,canonical,True,6,False,,,,canonical_geometry
A0AAD4G8T3,canonical,True,6,False,,,,canonical_geometry
A0AAD4G8V0,canonical,True,6,False,,,,canonical_geometry
A0AAD4GVZ6,canonical,True,6,False,,,,canonical_geometry
A0AAD4GWA3,canonical,True,6,False,,,,canonical_geometry
A0AAD4GXZ1,canonical,True,6,False,,,,canonical_geometry
A0AAD4GYQ3,canonical,True,6,False,,,,canonical_geometry
A0AAD4HFX7,canonical,True,6,False,,,,canonical_geometry
A0AAD4HIC9,discarded,False,2,False,ref_2Y9W_Abisporus,0.496,0,corehelix_core_fail
A0AAD4HT63,canonical,True,6,False,,,,canonical_geometry
A0AAD4HUY2,discarded,False,3,False,ref_PmTYR,0.34,3,corehelix_core_fail
A0AAD4HVC4,canonical,True,6,False,,,,canonical_geometry
A0AAD4HWP1,discarded,False,2,False,ref_2Y9W_Abisporus,0.181,0,corehelix_core_fail
A0AAD4I226,canonical,True,6,False,,,,canonical_geometry
A0AAD4I239,canonical,True,6,False,,,,canonical_geometry
A0AAD4I3X2,canonical,True,6,False,,,,canonical_geometry
A0AAD4I5V0,canonical,True,6,False,,,,canonical_geometry
A0AAD4I7T5,canonical,True,6,False,,,,canonical_geometry
A0AAD4I8U4,discarded,False,3,False,ref_PmTYR,0.491,2,corehelix_core_fail
A0AAD4I9I8,canonical,True,6,False,,,,canonical_geometry
A0AAD4ICZ1,canonical,True,6,False,,,,canonical_geometry
A0AAD4IG15,discarded,False,3,False,ref_2Y9W_Abisporus,0.369,2,corehelix_core_fail
A0AAD4IG29,canonical,True,6,False,,,,canonical_geometry
A0AAD4ILF4,canonical,True,6,False,,,,canonical_geometry
A0AAD4IPP4,canonical,True,6,False,,,,canonical_geometry
A0AAD4IQ84,canonical,True,6,False,,,,canonical_geometry
A0AAD4IQC4,canonical,True,6,False,,,,canonical_geometry
A0AAD4IUR5,canonical,True,6,False,,,,canonical_geometry
A0AAD4IZZ2,canonical,True,6,False,,,,canonical_geometry
A0AAD4JP50,canonical,True,6,False,,,,canonical_geometry
A0AAD4JP52,canonical,True,6,False,,,,canonical_geometry
A0AAD4JP69,canonical,True,6,False,,,,canonical_geometry
A0AAD4JQU6,canonical,True,6,False,,,,canonical_geometry
A0AAD4KJN3,discarded,False,3,False,ref_PmTYR,0.57,2,corehelix_core_fail
A0AAD4KK35,canonical,True,6,False,,,,canonical_geometry
A0AAD4KVS2,discarded,False,0,False,ref_5CE9_Jregia,0.161,2,corehelix_core_fail
A0AAD4KYH8,canonical,True,6,False,,,,canonical_geometry
A0AAD4L0L4,canonical,True,6,False,,,,canonical_geometry
A0AAD4L5H1,canonical,True,6,False,,,,canonical_geometry
A0AAD4LDB2,canonical,True,6,False,,,,canonical_geometry
A0AAD4LFC7,canonical,True,6,False,,,,canonical_geometry
A0AAD4LV26,canonical,True,6,False,,,,canonical_geometry
A0AAD4M2Z7,canonical,True,6,False,,,,canonical_geometry
A0AAD4M928,canonical,True,6,False,,,,canonical_geometry
A0AAD4MY73,canonical,True,6,False,,,,canonical_geometry
A0AAD4N0G1,canonical,True,6,False,,,,canonical_geometry
A0AAD4N7C2,canonical,True,6,False,,,,canonical_geometry
A0AAD4NQN5,canonical,True,6,False,,,,canonical_geometry
A0AAD4NRB5,noncanonical,False,5,True,ref_PmTYR,0.605,4,corehelix_core_ok
A0AAD4NUF4,canonical,True,6,False,,,,canonical_geometry
A0AAD4NVT9,discarded,False,6,False,,,,sixHis_fail_geometry
A0AAD4NY41,canonical,True,6,False,,,,canonical_geometry
A0AAD4NYG2,canonical,True,6,False,,,,canonical_geometry
A0AAD4P6L0,canonical,True,6,False,,,,canonical_geometry
A0AAD4P7G4,canonical,True,6,False,,,,canonical_geometry
A0AAD4P7X2,canonical,True,6,False,,,,canonical_geometry
A0AAD4PDJ4,canonical,True,6,False,,,,canonical_geometry
A0AAD4PDX8,canonical,True,6,False,,,,canonical_geometry
A0AAD4PER2,canonical,True,6,False,,,,canonical_geometry
A0AAD4PWA9,canonical,True,6,False,,,,canonical_geometry
A0AAD4Q7J0,canonical,True,6,False,,,,canonical_geometry
A0AAD4QGU7,canonical,True,6,False,,,,canonical_geometry
A0AAD4RUT1,canonical,True,6,False,,,,canonical_geometry
A0AAD4RVK4,canonical,True,6,False,,,,canonical_geometry
A0AAD4RYT2,canonical,True,6,False,,,,canonical_geometry
A0AAD4S1I2,canonical,True,6,False,,,,canonical_geometry
A0AAD4S284,canonical,True,6,False,,,,canonical_geometry
A0AAD4S8V4,canonical,True,6,False,,,,canonical_geometry
A0AAD4SAU9,canonical,True,6,False,,,,canonical_geometry
A0AAD4SEM3,canonical,True,6,False,,,,canonical_geometry
A0AAD4SF23,canonical,True,6,False,,,,canonical_geometry
A0AAD4SFR9,canonical,True,6,False,,,,canonical_geometry
A0AAD4SG83,canonical,True,6,False,,,,canonical_geometry
A0AAD4SKW1,canonical,True,6,False,,,,canonical_geometry
A0AAD4SLC9,canonical,True,6,False,,,,canonical_geometry
A0AAD4SLZ7,canonical,True,6,False,,,,canonical_geometry
A0AAD4SQ07,canonical,True,6,False,,,,canonical_geometry
A0AAD4T1W2,canonical,True,6,False,,,,canonical_geometry
A0AAD4T715,canonical,True,6,False,,,,canonical_geometry
A0AAD4TPB4,discarded,False,3,False,ref_2Y9W_Abisporus,0.395,2,corehelix_core_fail
A0AAD4U318,canonical,True,6,False,,,,canonical_geometry
A0AAD4U9Y3,discarded,False,4,False,ref_PmTYR,0.328,2,corehelix_core_fail
A0AAD4VUZ6,canonical,True,6,False,,,,canonical_geometry
A0AAD4W9U7,canonical,True,6,False,,,,canonical_geometry
A0AAD4X8V1,canonical,True,6,False,,,,canonical_geometry
A0AAD4X8X7,canonical,True,6,False,,,,canonical_geometry
A0AAD4XDV8,discarded,False,4,False,ref_5CE9_Jregia,0.523,2,corehelix_core_fail
A0AAD4XE67,canonical,True,6,False,,,,canonical_geometry
A0AAD4XM21,canonical,True,6,False,,,,canonical_geometry
A0AAD4XRV4,canonical,True,6,False,,,,canonical_geometry
A0AAD4XRV8,canonical,True,6,False,,,,canonical_geometry
A0AAD4ZQD0,canonical,True,6,False,,,,canonical_geometry
A0AAD5AK74,canonical,True,6,False,,,,canonical_geometry
A0AAD5B1A7,canonical,True,6,False,,,,canonical_geometry
A0AAD5BVV2,canonical,True,6,False,,,,canonical_geometry
A0AAD5BVV7,discarded,False,4,False,ref_1BT3_Ibatatas,0.612,3,corehelix_core_fail
A0AAD5BVV9,discarded,False,8,False,,,,sixHis_fail_geometry
A0AAD5BXV0,discarded,False,3,False,ref_5CE9_Jregia,0.63,2,corehelix_core_fail
A0AAD5CAK5,discarded,False,5,False,ref_5CE9_Jregia,0.588,2,corehelix_core_fail
A0AAD5CIW7,canonical,True,6,False,,,,canonical_geometry
