member,accession,cterm_len,n_seg,status
A0A4Y7KL70_taxID_3469_model_A,A0A4Y7KL70,144,1,ok
A0A540LP38_taxID_106549_model_A,A0A540LP38,157,1,ok
A0A540LP61_taxID_106549_model_A,A0A540LP61,158,1,ok
A0A540LPK5_taxID_106549_model_A,A0A540LPK5,158,1,ok
A0A540LPR7_taxID_106549_model_A,A0A540LPR7,157,1,ok
A0A540M014_taxID_106549_model_A,A0A540M014,168,1,ok
A0A540M063_taxID_106549_model,A0A540M063,164,1,ok
A0A5A7P8F5_taxID_4170_model_A,A0A5A7P8F5,143,1,ok
A0A5A7PUF0_taxID_4170_model,A0A5A7PUF0,152,1,ok
A0A5A7QKU5_taxID_4170_model,A0A5A7QKU5,137,1,ok
A0A5A7R9H3_taxID_4170_model,A0A5A7R9H3,134,1,ok
A0A5B7BMB1_taxID_16924_model_A,A0A5B7BMB1,153,1,ok
A0A5B7BMP7_taxID_16924_model_A,A0A5B7BMP7,163,1,ok
A0A5B7BQI1_taxID_16924_model_A,A0A5B7BQI1,164,1,ok
A0A5D2A6I2_taxID_34276_model_A,A0A5D2A6I2,166,1,ok
A0A5D2BAD1_taxID_34276_model,A0A5D2BAD1,165,1,ok
A0A5D2C767_taxID_34276_model_A,A0A5D2C767,129,1,ok
A0A5D2CAK1_taxID_34276_model,A0A5D2CAK1,165,1,ok
A0A5D2CDW6_taxID_34276_model_A,A0A5D2CDW6,155,1,ok
A0A5D2DKS4_taxID_34276_model_A,A0A5D2DKS4,157,1,ok
A0A5D2E4Z0_taxID_34276_model_A,A0A5D2E4Z0,155,1,ok
A0A5D2F8S6_taxID_34276_model,A0A5D2F8S6,166,1,ok
A0A5D2G6E6_taxID_34276_model_A,A0A5D2G6E6,129,1,ok
A0A5D2G6V9_taxID_34276_model_A,A0A5D2G6V9,136,1,ok
A0A5D2GA62_taxID_34276_model_A,A0A5D2GA62,155,1,ok
A0A5D2H9S9_taxID_34276_model_A,A0A5D2H9S9,158,1,ok
A0A5D2JG00_taxID_34277_model_A,A0A5D2JG00,165,1,ok
A0A5D2KJP6_taxID_34277_model_A,A0A5D2KJP6,129,1,ok
A0A5D2KN98_taxID_34277_model_A,A0A5D2KN98,128,1,ok
A0A5D2MRV4_taxID_34277_model_A,A0A5D2MRV4,155,1,ok
A0A5D2P014_taxID_34277_model,A0A5D2P014,166,1,ok
A0A5D2Q517_taxID_34277_model_A,A0A5D2Q517,136,1,ok
A0A5D2Q7P1_taxID_34277_model_A,A0A5D2Q7P1,128,1,ok
A0A5D2RA93_taxID_34277_model_A,A0A5D2RA93,157,1,ok
A0A5D2SC93_taxID_34275_model_A,A0A5D2SC93,155,1,ok
A0A5D2TJG1_taxID_34275_model,A0A5D2TJG1,166,1,ok
A0A5D2UJV9_taxID_34275_model_A,A0A5D2UJV9,163,1,ok
A0A5D2ULX1_taxID_34275_model_A,A0A5D2ULX1,136,1,ok
A0A5D2UQB3_taxID_34275_model_A,A0A5D2UQB3,128,1,ok
A0A5D2YVG9_taxID_34275_model_A,A0A5D2YVG9,136,1,ok
A0A5D2YXF4_taxID_34275_model_A,A0A5D2YXF4,129,1,ok
A0A5D3A2L0_taxID_34275_model_A,A0A5D3A2L0,158,1,ok
A0A5D3DS75_taxID_1194695_model_A,A0A5D3DS75,127,1,ok
A0A5E4EEC0_taxID_3755_model_A,A0A5E4EEC0,138,1,ok
A0A5E4F653_taxID_3755_model_A,A0A5E4F653,155,1,ok
A0A5E4F6A6_taxID_3755_model_A,A0A5E4F6A6,168,1,ok
A0A5E4F824_taxID_3755_model_A,A0A5E4F824,158,1,ok
A0A5E4FD61_taxID_3755_model_A,A0A5E4FD61,157,1,ok
A0A5J5BFK8_taxID_561372_model,A0A5J5BFK8,165,1,ok
A0A5J5NCV8_taxID_3634_model,A0A5J5NCV8,165,1,ok
A0A5J5NXK0_taxID_3634_model_A,A0A5J5NXK0,167,1,ok
A0A5J5R3V5_taxID_3634_model_A,A0A5J5R3V5,129,1,ok
A0A5J5SM20_taxID_3634_model_A,A0A5J5SM20,157,1,ok
A0A5J5VEA7_taxID_3634_model_A,A0A5J5VEA7,136,1,ok
A0A5J5WIE0_taxID_3634_model_A,A0A5J5WIE0,158,1,ok
A0A5J9UPM8_taxID_38414_model_A,A0A5J9UPM8,129,1,ok
A0A5J9VEU1_taxID_38414_model_A,A0A5J9VEU1,167,1,ok
A0A5N5FSB9_taxID_2448454_model_A,A0A5N5FSB9,169,1,ok
A0A5N5IB49_taxID_2448454_model_A,A0A5N5IB49,158,1,ok
A0A5N5IC87_taxID_2448454_model_A,A0A5N5IC87,158,1,ok
A0A5N5ICV1_taxID_2448454_model_A,A0A5N5ICV1,157,1,ok
A0A5N5IE94_taxID_2448454_model,A0A5N5IE94,157,1,ok
A0A5N5JTD4_taxID_2182728_model,A0A5N5JTD4,148,1,ok
A0A5N5JVN5_taxID_2182728_model_A,A0A5N5JVN5,154,1,ok
A0A5N5KU71_taxID_2182728_model,A0A5N5KU71,162,1,ok
A0A5N5KVT2_taxID_2182728_model_A,A0A5N5KVT2,158,1,ok
A0A5N6NPH8_taxID_192012_model,A0A5N6NPH8,166,1,ok
A0A5N6Q8R4_taxID_176857_model_A,A0A5N6Q8R4,127,1,ok
A0A5N6Q8R6_taxID_176857_model_A,A0A5N6Q8R6,168,1,ok
A0A5N6Q8X3_taxID_176857_model_A,A0A5N6Q8X3,168,1,ok
A0A6A1UJ49_taxID_262757_model_A,A0A6A1UJ49,158,1,ok
A0A6A2YCC7_taxID_106335_model_A,A0A6A2YCC7,159,1,ok
A0A6A2Z3X8_taxID_106335_model_A,A0A6A2Z3X8,163,1,ok
A0A6A2ZDM7_taxID_106335_model_A,A0A6A2ZDM7,167,1,ok
A0A6A3C8W3_taxID_106335_model_A,A0A6A3C8W3,126,1,ok
A0A6A3CHA3_taxID_106335_model_A,A0A6A3CHA3,137,1,ok
A0A6A3CU56_taxID_106335_model_A,A0A6A3CU56,169,1,ok
A0A6A4NRZ3_taxID_3870_model_A,A0A6A4NRZ3,158,1,ok
A0A6A5NZT8_taxID_3870_model_A,A0A6A5NZT8,156,1,ok
A0A6A6LPJ9_taxID_3981_model,A0A6A6LPJ9,168,1,ok
A0A6A6LUP7_taxID_3981_model,A0A6A6LUP7,131,1,ok
A0A6B7JGJ4_taxID_261999_model,A0A6B7JGJ4,153,1,ok
A0A6B7JI39_taxID_261999_model_A,A0A6B7JI39,154,1,ok
A0A6F8Z1C0_taxID_4556_model_A,A0A6F8Z1C0,132,1,ok
A0A6F8Z1G5_taxID_4556_model_A,A0A6F8Z1G5,132,1,ok
A0A6F8Z1L8_taxID_4555_model_A,A0A6F8Z1L8,132,1,ok
A0A6F8Z1U3_taxID_4556_model_A,A0A6F8Z1U3,132,1,ok
A0A6F8Z232_taxID_4555_model_A,A0A6F8Z232,132,1,ok
A0A6G1E2C8_taxID_110450_model,A0A6G1E2C8,112,1,ok
A0A6G6B0Q9_taxID_29760_model_A,A0A6G6B0Q9,165,1,ok
A0A6I9QIW5_taxID_51953_model,A0A6I9QIW5,150,1,ok
A0A6I9QKC4_taxID_51953_model,A0A6I9QKC4,131,1,ok
A0A6I9QKJ4_taxID_51953_model_A,A0A6I9QKJ4,161,1,ok
A0A6I9RDH9_taxID_51953_model,A0A6I9RDH9,137,1,ok
A0A6I9RIE5_taxID_51953_model_A,A0A6I9RIE5,159,1,ok
A0A6I9TD70_taxID_4182_model,A0A6I9TD70,134,1,ok
A0A6I9TFW5_taxID_4182_model_A,A0A6I9TFW5,143,1,ok
A0A6I9TH13_taxID_4182_model,A0A6I9TH13,134,1,ok
A0A6I9TIN4_taxID_4182_model,A0A6I9TIN4,137,1,ok
A0A6I9UDT3_taxID_4182_model,A0A6I9UDT3,157,1,ok
A0A6I9UDU9_taxID_4182_model,A0A6I9UDU9,136,1,ok
A0A6I9UES7_taxID_4182_model_A,A0A6I9UES7,164,1,ok
A0A6I9UJ96_taxID_4182_model_A,A0A6I9UJ96,155,1,ok
A0A6J1AGY1_taxID_108875_model_A,A0A6J1AGY1,170,1,ok
A0A6J1AIX9_taxID_108875_model_A,A0A6J1AIX9,162,1,ok
A0A6J1B6E3_taxID_108875_model,A0A6J1B6E3,165,1,ok
A0A6J1B6Y7_taxID_108875_model_A,A0A6J1B6Y7,135,1,ok
A0A6J1B7B5_taxID_108875_model_A,A0A6J1B7B5,135,1,ok
A0A6J1CGK8_taxID_3673_model,A0A6J1CGK8,127,1,ok
A0A6J1EGP5_taxID_3662_model_A,A0A6J1EGP5,154,1,ok
A0A6J1GRK5_taxID_3662_model,A0A6J1GRK5,127,1,ok
A0A6J1K2N9_taxID_3661_model,A0A6J1K2N9,127,1,ok
A0A6J1KJD3_taxID_3661_model_A,A0A6J1KJD3,154,1,ok
A0A6J1KRC0_taxID_3661_model_A,A0A6J1KRC0,154,1,ok
A0A6J5UL59_taxID_36596_model_A,A0A6J5UL59,168,1,ok
A0A6J5VMN1_taxID_36596_model_A,A0A6J5VMN1,132,1,ok
A0A6J5WXB6_taxID_36596_model_A,A0A6J5WXB6,158,1,ok
A0A6J5X2R9_taxID_36596_model_A,A0A6J5X2R9,174,1,ok
A0A6J5X364_taxID_36596_model_A,A0A6J5X364,155,1,ok
A0A6J5X5P2_taxID_36596_model_A,A0A6J5X5P2,157,1,ok
A0A6J5X623_taxID_36596_model_A,A0A6J5X623,155,1,ok
A0A6L2KES0_taxID_118510_model_A,A0A6L2KES0,165,1,ok
A0A6M2F2L3_taxID_266767_model_A,A0A6M2F2L3,147,1,ok
A0A6M2F4W8_taxID_266767_model_A,A0A6M2F4W8,142,1,ok
A0A6N2AKH8_taxID_4083_model_A,A0A6N2AKH8,163,1,ok
A0A6N2B2V5_taxID_4083_model_A,A0A6N2B2V5,161,1,ok
A0A6N2CBM7_taxID_4083_model_A,A0A6N2CBM7,176,1,ok
A0A6N2KGZ7_taxID_40686_model,A0A6N2KGZ7,169,1,ok
A0A6N2KNK4_taxID_40686_model,A0A6N2KNK4,153,1,ok
A0A6P3YXQ8_taxID_326968_model_A,A0A6P3YXQ8,156,1,ok
A0A6P3YY59_taxID_326968_model_A,A0A6P3YY59,167,1,ok
A0A6P4C4R2_taxID_130453_model_A,A0A6P4C4R2,153,1,ok
A0A6P4CRV9_taxID_130453_model_A,A0A6P4CRV9,159,1,ok
A0A6P4CZR3_taxID_130453_model,A0A6P4CZR3,152,1,ok
A0A6P4D463_taxID_130453_model_A,A0A6P4D463,152,1,ok
A0A6P4D7K5_taxID_130453_model_A,A0A6P4D7K5,148,1,ok
A0A6P5TSP4_taxID_42229_model_A,A0A6P5TSP4,158,1,ok
A0A6P5TUG1_taxID_42229_model_A,A0A6P5TUG1,143,1,ok
A0A6P5TUS8_taxID_42229_model_A,A0A6P5TUS8,168,1,ok
A0A6P5TUU8_taxID_42229_model_A,A0A6P5TUU8,155,1,ok
A0A6P5TUV6_taxID_42229_model_A,A0A6P5TUV6,162,1,ok
A0A6P5TVH0_taxID_42229_model_A,A0A6P5TVH0,157,1,ok
A0A6P5WWI1_taxID_66656_model,A0A6P5WWI1,135,1,ok
A0A6P5WYD0_taxID_66656_model_A,A0A6P5WYD0,157,1,ok
A0A6P5XCY6_taxID_66656_model_A,A0A6P5XCY6,171,1,ok
A0A6P6ABN5_taxID_66656_model_A,A0A6P6ABN5,159,1,ok
A0A6P6BJY7_taxID_66656_model_A,A0A6P6BJY7,135,1,ok
A0A6P6S967_taxID_13443_model,A0A6P6S967,148,1,ok
A0A6P6SCZ9_taxID_13443_model_A,A0A6P6SCZ9,156,1,ok
A0A6P6SD00_taxID_13443_model_A,A0A6P6SD00,154,1,ok
A0A6P6SDP1_taxID_13443_model_A,A0A6P6SDP1,155,1,ok
A0A6P6SDQ3_taxID_13443_model_A,A0A6P6SDQ3,156,1,ok
A0A6P6SDS1_taxID_13443_model_A,A0A6P6SDS1,156,1,ok
A0A6P6SDS2_taxID_13443_model_A,A0A6P6SDS2,156,1,ok
A0A6P6SFS2_taxID_13443_model_A,A0A6P6SFS2,153,1,ok
A0A6P6VKZ6_taxID_13443_model_A,A0A6P6VKZ6,152,1,ok
A0A6P6VQA2_taxID_13443_model_A,A0A6P6VQA2,163,1,ok
A0A6P6W324_taxID_13443_model_A,A0A6P6W324,152,1,ok
A0A6P6W329_taxID_13443_model_A,A0A6P6W329,151,1,ok
A0A6P6W8K5_taxID_13443_model_A,A0A6P6W8K5,164,1,ok
A0A6P8DXG6_taxID_22663_model_A,A0A6P8DXG6,127,1,ok
A0A6V7QUF5_taxID_296719_model_A,A0A6V7QUF5,164,1,ok
A0A6V7QWC5_taxID_296719_model_A,A0A6V7QWC5,172,1,ok
A0A7C8Z0D2_taxID_393608_model_A,A0A7C8Z0D2,131,1,ok
A0A7D5GHP5_taxID_223891_model_A,A0A7D5GHP5,159,1,ok
A0A7I8KKF5_taxID_51605_model_A,A0A7I8KKF5,182,1,ok
A0A7I8L253_taxID_51605_model_A,A0A7I8L253,160,1,ok
A0A7I8L3A4_taxID_51605_model_A,A0A7I8L3A4,151,1,ok
A0A7I8L486_taxID_51605_model_A,A0A7I8L486,164,1,ok
A0A7J0E088_taxID_165716_model_A,A0A7J0E088,133,1,ok
A0A7J6EZF1_taxID_3483_model_A,A0A7J6EZF1,172,1,ok
A0A7J6HTX3_taxID_3483_model_A,A0A7J6HTX3,166,1,ok
A0A7J6US79_taxID_46969_model,A0A7J6US79,131,1,ok
A0A7J6UTM6_taxID_46969_model_A,A0A7J6UTM6,127,1,ok
A0A7J6V6N7_taxID_46969_model_A,A0A7J6V6N7,164,1,ok
A0A7J6VBU9_taxID_46969_model_A,A0A7J6VBU9,167,1,ok
A0A7J6VGC8_taxID_46969_model_A,A0A7J6VGC8,161,1,ok
A0A7J6VK32_taxID_46969_model_A,A0A7J6VK32,164,1,ok
A0A7J6WFH5_taxID_46969_model,A0A7J6WFH5,161,1,ok
A0A7J7MFK5_taxID_39325_model_A,A0A7J7MFK5,161,1,ok
A0A7J7MG66_taxID_39325_model,A0A7J7MG66,164,1,ok
A0A7J7MGC1_taxID_39325_model,A0A7J7MGC1,164,1,ok
A0A7J7N7M0_taxID_39325_model_A,A0A7J7N7M0,161,1,ok
A0A7J7NY73_taxID_39325_model,A0A7J7NY73,139,1,ok
A0A7J7NY85_taxID_39325_model_A,A0A7J7NY85,161,1,ok
A0A7J7NY94_taxID_39325_model,A0A7J7NY94,139,1,ok
A0A7J8LXC4_taxID_34289_model_A,A0A7J8LXC4,148,1,ok
A0A7J8LZG0_taxID_34289_model,A0A7J8LZG0,166,1,ok
A0A7J8MVB0_taxID_34289_model_A,A0A7J8MVB0,164,1,ok
A0A7J8MVH9_taxID_34289_model_A,A0A7J8MVH9,136,1,ok
A0A7J8MXJ5_taxID_34289_model_A,A0A7J8MXJ5,155,1,ok
A0A7J8PC25_taxID_29730_model_A,A0A7J8PC25,148,1,ok
A0A7J8RKV6_taxID_34287_model_A,A0A7J8RKV6,148,1,ok
A0A7J8RMV1_taxID_34287_model_A,A0A7J8RMV1,166,1,ok
A0A7J8SL55_taxID_34287_model_A,A0A7J8SL55,129,1,ok
A0A7J8SLW2_taxID_34287_model_A,A0A7J8SLW2,163,1,ok
A0A7J8SNY0_taxID_34287_model_A,A0A7J8SNY0,154,1,ok
A0A7J8UG10_taxID_34286_model_A,A0A7J8UG10,148,1,ok
A0A7J8UIR6_taxID_34286_model,A0A7J8UIR6,166,1,ok
A0A7J8VIL6_taxID_34286_model_A,A0A7J8VIL6,163,1,ok
A0A7J8VK94_taxID_34286_model_A,A0A7J8VK94,154,1,ok
A0A7J8WDB2_taxID_34286_model_A,A0A7J8WDB2,129,1,ok
A0A7J8Y4W9_taxID_34290_model_A,A0A7J8Y4W9,136,1,ok
A0A7J8Y631_taxID_34290_model_A,A0A7J8Y631,129,1,ok
A0A7J8Y6I9_taxID_34290_model_A,A0A7J8Y6I9,155,1,ok
A0A7J8ZL86_taxID_34288_model_A,A0A7J8ZL86,148,1,ok
A0A7J8ZMH4_taxID_34288_model_A,A0A7J8ZMH4,166,1,ok
A0A7J8ZZ02_taxID_34288_model_A,A0A7J8ZZ02,126,1,ok
A0A7J9AH22_taxID_34288_model_A,A0A7J9AH22,136,1,ok
A0A7J9AH80_taxID_34288_model_A,A0A7J9AH80,165,1,ok
A0A7J9AIA0_taxID_34288_model_A,A0A7J9AIA0,170,1,ok
A0A7J9BSD6_taxID_34282_model_A,A0A7J9BSD6,148,1,ok
A0A7J9BUD6_taxID_34282_model,A0A7J9BUD6,127,1,ok
A0A7J9CHP9_taxID_34282_model_A,A0A7J9CHP9,129,1,ok
A0A7J9CHS6_taxID_34282_model_A,A0A7J9CHS6,129,1,ok
A0A7J9E2S8_taxID_34281_model,A0A7J9E2S8,156,1,ok
A0A7J9EF70_taxID_34281_model_A,A0A7J9EF70,151,1,ok
A0A7J9EYM6_taxID_34281_model_A,A0A7J9EYM6,136,1,ok
A0A7J9F0I4_taxID_34281_model_A,A0A7J9F0I4,163,1,ok
A0A7J9GNT4_taxID_34285_model_A,A0A7J9GNT4,148,1,ok
A0A7J9GRC7_taxID_34285_model,A0A7J9GRC7,165,1,ok
A0A7J9HPH0_taxID_34285_model_A,A0A7J9HPH0,153,1,ok
A0A7J9HQ07_taxID_34285_model_A,A0A7J9HQ07,136,1,ok
A0A7J9JIE7_taxID_34283_model_A,A0A7J9JIE7,175,1,ok
A0A7J9JZ04_taxID_34283_model_A,A0A7J9JZ04,129,1,ok
A0A7J9JZ70_taxID_34283_model_A,A0A7J9JZ70,129,1,ok
A0A7J9K117_taxID_34283_model_A,A0A7J9K117,155,1,ok
A0A7J9LVA7_taxID_34291_model_A,A0A7J9LVA7,164,1,ok
A0A7J9MAI5_taxID_34291_model_A,A0A7J9MAI5,129,1,ok
A0A7J9MC20_taxID_34291_model_A,A0A7J9MC20,136,1,ok
A0A7J9MDZ8_taxID_34291_model_A,A0A7J9MDZ8,155,1,ok
A0A7J9NBA3_taxID_34291_model,A0A7J9NBA3,166,1,ok
A0A7N0RG09_taxID_63787_model_A,A0A7N0RG09,173,1,ok
A0A7N2MTV1_taxID_97700_model_A,A0A7N2MTV1,169,1,ok
A0A7N2R4S9_taxID_97700_model_A,A0A7N2R4S9,167,1,ok
A0A7N2RCI0_taxID_97700_model_A,A0A7N2RCI0,169,1,ok
A0A803LLC7_taxID_63459_model_A,A0A803LLC7,134,1,ok
A0A803LLC8_taxID_63459_model_A,A0A803LLC8,176,1,ok
A0A803LPT1_taxID_63459_model_A,A0A803LPT1,134,1,ok
A0A803LPT2_taxID_63459_model_A,A0A803LPT2,172,1,ok
A0A803NZB7_taxID_3483_model_A,A0A803NZB7,154,1,ok
A0A803Q7X0_taxID_3483_model_A,A0A803Q7X0,160,1,ok
A0A804JMC8_taxID_214687_model_A,A0A804JMC8,159,1,ok
A0A804JRR5_taxID_214687_model_A,A0A804JRR5,149,1,ok
A0A804JRS7_taxID_214687_model_A,A0A804JRS7,149,1,ok
A0A804K4K6_taxID_214687_model_A,A0A804K4K6,169,1,ok
A0A804K4K8_taxID_214687_model_A,A0A804K4K8,169,1,ok
A0A804KE62_taxID_214687_model_A,A0A804KE62,159,1,ok
A0A804KYE1_taxID_214687_model_A,A0A804KYE1,180,1,ok
A0A804RIY3_taxID_4577_model_A,A0A804RIY3,134,1,ok
A0A804UML8_taxID_4577_model_A,A0A804UML8,132,1,ok
A0A811NTG6_taxID_422564_model_A,A0A811NTG6,174,1,ok
A0A811R0U8_taxID_422564_model_A,A0A811R0U8,133,1,ok
A0A822XHC0_taxID_4432_model_A,A0A822XHC0,171,1,ok
A0A830BJL4_taxID_374723_model_A,A0A830BJL4,159,1,ok
A0A830CHU2_taxID_374723_model,A0A830CHU2,139,1,ok
A0A833R0A1_taxID_544730_model,A0A833R0A1,168,1,ok
A0A833XZ93_taxID_51240_model_A,A0A833XZ93,128,1,ok
A0A834D1R3_taxID_51240_model_A,A0A834D1R3,127,1,ok
A0A834FXG3_taxID_118357_model_A,A0A834FXG3,166,1,ok
A0A834SH60_taxID_362788_model,A0A834SH60,168,1,ok
A0A834Y6U4_taxID_13715_model,A0A834Y6U4,156,1,ok
A0A834ZDT5_taxID_13715_model_A,A0A834ZDT5,167,1,ok
A0A834ZKX7_taxID_13715_model,A0A834ZKX7,156,1,ok
A0A835AGD2_taxID_1010633_model_A,A0A835AGD2,171,1,ok
A0A835ANI8_taxID_1010633_model_A,A0A835ANI8,130,1,ok
A0A835DM91_taxID_13715_model_A,A0A835DM91,156,1,ok
A0A835DNV5_taxID_13715_model_A,A0A835DNV5,172,1,ok
A0A835DUN7_taxID_1010633_model_A,A0A835DUN7,135,1,ok
A0A835DYY3_taxID_1010633_model_A,A0A835DYY3,136,1,ok
A0A835FLY5_taxID_1010633_model_A,A0A835FLY5,155,1,ok
A0A835INJ6_taxID_261450_model_A,A0A835INJ6,176,1,ok
A0A835JDS2_taxID_1413687_model_A,A0A835JDS2,125,1,ok
A0A835JKP2_taxID_1413687_model_A,A0A835JKP2,157,1,ok
A0A835KQU2_taxID_1010633_model_A,A0A835KQU2,169,1,ok
A0A835LFJ4_taxID_261450_model_A,A0A835LFJ4,128,1,ok
A0A835MHI1_taxID_1413687_model_A,A0A835MHI1,147,1,ok
A0A835MQH1_taxID_1413687_model_A,A0A835MQH1,156,1,ok
A0A835MR89_taxID_1413687_model_A,A0A835MR89,153,1,ok
A0A835MWN7_taxID_1413687_model,A0A835MWN7,161,1,ok
A0A835QDT6_taxID_51239_model_A,A0A835QDT6,150,1,ok
A0A835V5C5_taxID_51239_model_A,A0A835V5C5,150,1,ok
A0A835V7X0_taxID_51239_model_A,A0A835V7X0,150,1,ok
A0A843VRT1_taxID_4460_model_A,A0A843VRT1,155,1,ok
A0A843X9J2_taxID_4460_model_A,A0A843X9J2,164,1,ok
A0A8A8E2Y6_taxID_4530_model_A,A0A8A8E2Y6,132,1,ok
A0A8A8E350_taxID_4530_model_A,A0A8A8E350,132,1,ok
A0A8A8E3F3_taxID_4530_model_A,A0A8A8E3F3,132,1,ok
A0A8B7BJK9_taxID_42345_model_A,A0A8B7BJK9,160,1,ok
A0A8B7BKB2_taxID_42345_model_A,A0A8B7BKB2,160,1,ok
A0A8B7CKL8_taxID_42345_model,A0A8B7CKL8,136,1,ok
A0A8B7CZR0_taxID_42345_model,A0A8B7CZR0,136,1,ok
A0A8B8K2X2_taxID_3816_model_A,A0A8B8K2X2,167,1,ok
A0A8B8KQK3_taxID_3816_model_A,A0A8B8KQK3,157,1,ok
A0A8B8MFA9_taxID_3816_model_A,A0A8B8MFA9,128,1,ok
A0A8B8P1N5_taxID_178133_model_A,A0A8B8P1N5,155,1,ok
A0A8B9A045_taxID_42345_model_A,A0A8B9A045,158,1,ok
A0A8D7FBP1_taxID_214687_model_A,A0A8D7FBP1,123,1,ok
A0A8E6HRF2_taxID_51240_model_A,A0A8E6HRF2,128,1,ok
A0A8E6HRF3_taxID_51240_model_A,A0A8E6HRF3,127,1,ok
A0A8I6XAM2_taxID_112509_model_A,A0A8I6XAM2,129,1,ok
A0A8I6XVQ0_taxID_112509_model_A,A0A8I6XVQ0,129,1,ok
A0A8J4R1C7_taxID_60419_model_A,A0A8J4R1C7,169,1,ok
A0A8J4RCB2_taxID_60419_model_A,A0A8J4RCB2,158,1,ok
A0A8J4RG28_taxID_60419_model_A,A0A8J4RG28,168,1,ok
A0A8J4VBG9_taxID_60419_model_A,A0A8J4VBG9,167,1,ok
A0A8J5F0X4_taxID_94328_model_A,A0A8J5F0X4,165,1,ok
A0A8J5F3I4_taxID_94328_model_A,A0A8J5F3I4,165,1,ok
A0A8J5F4W5_taxID_94328_model_A,A0A8J5F4W5,165,1,ok
A0A8J5HRF1_taxID_94328_model_A,A0A8J5HRF1,163,1,ok
A0A8J5LJA9_taxID_94328_model_A,A0A8J5LJA9,163,1,ok
A0A8J5RBS7_taxID_103762_model_A,A0A8J5RBS7,131,1,ok
A0A8J5SQH5_taxID_103762_model,A0A8J5SQH5,130,1,ok
A0A8J5YHH3_taxID_47600_model_A,A0A8J5YHH3,153,1,ok
A0A8J5Z0Y9_taxID_47600_model_A,A0A8J5Z0Y9,158,1,ok
A0A8J5ZKV7_taxID_47600_model_A,A0A8J5ZKV7,165,1,ok
A0A8J9SJ80_taxID_128017_model_A,A0A8J9SJ80,165,1,ok
A0A8J9T919_taxID_128017_model_A,A0A8J9T919,149,1,ok
A0A8K0GST7_taxID_2594499_model_A,A0A8K0GST7,166,1,ok
A0A8K0HX05_taxID_13894_model_A,A0A8K0HX05,158,1,ok
A0A8K0MMK9_taxID_2594499_model_A,A0A8K0MMK9,165,1,ok
A0A8R7TMK7_taxID_4572_model_A,A0A8R7TMK7,153,1,ok
A0A8R7ULZ0_taxID_4572_model_A,A0A8R7ULZ0,139,1,ok
A0A8S0Q4H7_taxID_158383_model_A,A0A8S0Q4H7,144,1,ok
A0A8S0R4R5_taxID_158383_model_A,A0A8S0R4R5,157,1,ok
A0A8S0RWT1_taxID_158383_model,A0A8S0RWT1,164,1,ok
A0A8S0RZ97_taxID_158383_model,A0A8S0RZ97,133,1,ok
A0A8S0S8L4_taxID_158383_model_A,A0A8S0S8L4,155,1,ok
A0A8S0T1Q9_taxID_158383_model,A0A8S0T1Q9,164,1,ok
A0A8S0T6Q7_taxID_158383_model,A0A8S0T6Q7,140,1,ok
A0A8S0TLT4_taxID_158383_model_A,A0A8S0TLT4,143,1,ok
A0A8S0UBA7_taxID_158383_model_A,A0A8S0UBA7,124,1,ok
A0A8S0UK52_taxID_158383_model,A0A8S0UK52,137,1,ok
A0A8S0VBW7_taxID_158383_model,A0A8S0VBW7,133,1,ok
A0A8S0VGL2_taxID_158383_model,A0A8S0VGL2,133,1,ok
A0A8S0VGT0_taxID_158383_model,A0A8S0VGT0,133,1,ok
A0A8S0VIH9_taxID_158383_model_A,A0A8S0VIH9,154,1,ok
A0A8S0VIP0_taxID_158383_model,A0A8S0VIP0,137,1,ok
A0A8T0KZW1_taxID_3914_model,A0A8T0KZW1,158,1,ok
A0A8T0QF67_taxID_38727_model_A,A0A8T0QF67,131,1,ok
A0A8T0S260_taxID_38727_model_A,A0A8T0S260,126,1,ok
A0A8T0S3N5_taxID_38727_model_A,A0A8T0S3N5,147,1,ok
A0A8T0SV49_taxID_38727_model_A,A0A8T0SV49,134,1,ok
A0A8T1PHH5_taxID_32201_model_A,A0A8T1PHH5,157,1,ok
A0A8T1PJE0_taxID_32201_model_A,A0A8T1PJE0,126,1,ok
A0A8T2WH79_taxID_3696_model_A,A0A8T2WH79,155,1,ok
A0A8T2XJE5_taxID_3696_model,A0A8T2XJE5,172,1,ok
A0A8T2XL47_taxID_3696_model,A0A8T2XL47,126,1,ok
A0A8T2XMC2_taxID_3696_model_A,A0A8T2XMC2,155,1,ok
A0A8T2XQF3_taxID_3696_model,A0A8T2XQF3,126,1,ok
A0A8T2ZMY6_taxID_3696_model_A,A0A8T2ZMY6,147,1,ok
A0A8T2ZN37_taxID_3696_model,A0A8T2ZN37,154,1,ok
A0A8T2ZN39_taxID_3696_model_A,A0A8T2ZN39,157,1,ok
A0A8T2ZN40_taxID_3696_model_A,A0A8T2ZN40,147,1,ok
A0A8T2ZN72_taxID_3696_model_A,A0A8T2ZN72,147,1,ok
A0A8T3AJ54_taxID_94219_model_A,A0A8T3AJ54,162,1,ok
A0A8T3BDL3_taxID_94219_model_A,A0A8T3BDL3,125,1,ok
A0A8X7YP15_taxID_118781_model_A,A0A8X7YP15,127,1,ok
A0A8X7YPD5_taxID_118781_model,A0A8X7YPD5,171,1,ok
A0A8X8APH5_taxID_118781_model_A,A0A8X8APH5,147,1,ok
