accession,trimmed_res,overall_plddt
A0A851WQY0,432,95.9
A0A851X925,438,97.4
A0A851XPU2,433,98.0
A0A851XRN3,430,95.7
A0A851YF41,409,86.8
A0A851YNW3,438,97.6
A0A851Z1U8,433,98.0
A0A851Z4W1,430,95.8
A0A851ZAA4,431,95.7
A0A851ZQI7,438,97.5
A0A852A0P6,366,97.9
A0A852ASI2,324,96.4
A0A852BDX7,348,95.3
A0A852BXS0,338,89.2
A0A852CDH1,356,93.1
A0A852CLT1,372,95.3
A0A852D1S7,366,98.0
A0A852D1Y5,438,97.5
A0A852D2Q7,348,94.4
A0A852DZN4,277,94.1
A0A852E8Q3,349,94.9
A0A852EPK3,366,98.1
A0A852FGY7,212,94.5
A0A852FX32,333,94.2
A0A852FZP9,355,87.3
A0A852G360,372,94.6
A0A852G5C0,356,93.4
A0A852GF74,326,96.6
A0A852H1R1,438,97.3
A0A852HKE8,429,95.6
A0A852I3L1,374,95.3
A0A852IK05,432,95.4
A0A852ILT9,437,97.5
A0A852J159,366,98.1
A0A852JWZ1,238,93.0
A0A852K264,212,94.0
A0A852KGZ2,432,95.5
A0A852L6T0,433,98.1
A0A852LCH6,392,97.1
A0A852LKJ2,366,98.0
A0A852LKN8,434,95.4
A0A852M587,438,97.7
A0A852MU00,438,97.5
A0A852N0V4,431,98.1
A0A852NMJ5,366,98.1
A0A852NQD3,429,97.0
A0A852PRA1,437,97.4
A0A853CK14,351,95.0
A0A856MD39,373,96.3
A0A856MJK9,279,97.5
A0A856MK52,345,95.6
A0A858R6E5,295,93.7
A0A858RE72,273,96.7
A0A858SSR5,283,95.4
A0A899ADS7,171,95.4
A0A899ADU1,171,94.6
A0A899ADU4,171,95.3
A0A899AE62,171,95.0
A0A8A1FZP8,91,61.1
A0A8A1G1F4,124,61.9
A0A8A1L447,421,88.7
A0A8A1LC13,136,90.3
A0A8A1LL71,297,96.1
A0A8A1LYY9,297,94.9
A0A8A1M5L3,339,95.8
A0A8A1M613,235,88.0
A0A8A1M824,355,96.8
A0A8A1M8K3,361,91.8
A0A8A1MDM0,224,58.7
A0A8A1MPW2,416,90.3
A0A8A1UX83,301,92.6
A0A8A3P2H8,386,94.5
A0A8A3P3U8,345,93.2
A0A8A3P9S6,350,96.3
A0A8A3PKD0,354,91.7
A0A8A3PLC2,391,95.9
A0A8A4E1A6,392,87.8
A0A8A4TY47,361,86.9
A0A8A5MZC0,338,97.3
A0A8A6RGY5,127,88.9
A0A8A6RGY7,128,89.6
A0A8A6RIH2,127,88.9
A0A8A6RII0,144,67.3
A0A8A6RJP6,127,90.3
A0A8A6RJQ6,127,80.9
A0A8A6RKI8,127,86.3
A0A8A6RKJ5,127,87.9
A0A8A6RP29,128,86.3
A0A8A6RPZ2,127,87.9
A0A8A6RRJ3,126,75.8
A0A8A6RSV2,127,89.0
A0A8A8E2Y6,334,96.1
A0A8A8E350,328,96.1
A0A8A8E3F3,334,96.4
A0A8B6BGF3,361,85.9
A0A8B6BI32,226,94.0
A0A8B6BKM4,415,87.4
A0A8B6BMR6,352,91.6
A0A8B6BS83,411,86.5
A0A8B6BWX0,198,86.3
A0A8B6CG12,350,89.5
A0A8B6CGM7,357,91.0
A0A8B6CH58,377,90.4
A0A8B6CJB5,368,88.8
A0A8B6CM23,192,77.1
A0A8B6CNP6,411,91.7
A0A8B6CPI6,307,94.9
A0A8B6CPY6,450,89.1
A0A8B6D2T6,349,92.5
A0A8B6D2Y3,346,92.1
A0A8B6D5J8,103,87.4
A0A8B6D5K3,358,90.7
A0A8B6D5L3,343,91.8
A0A8B6D6B6,215,78.1
A0A8B6D949,561,66.3
A0A8B6DAA2,290,95.0
A0A8B6DAC3,286,89.3
A0A8B6DAE8,286,96.3
A0A8B6DFM1,164,87.5
A0A8B6DFV8,223,70.3
A0A8B6DID9,286,94.6
A0A8B6DKK3,333,92.7
A0A8B6DPX7,360,91.5
A0A8B6DRB5,341,92.7
A0A8B6E5H4,217,95.4
A0A8B6E6R0,331,86.3
A0A8B6E725,307,93.1
A0A8B6E7S5,104,71.3
A0A8B6E8R8,363,84.0
A0A8B6EB17,397,83.5
A0A8B6ECL8,348,91.1
A0A8B6EDW2,392,88.8
A0A8B6EF24,375,87.7
A0A8B6ELB1,324,91.2
A0A8B6EQX9,244,93.1
A0A8B6EUU7,374,90.4
A0A8B6EWI3,356,92.6
A0A8B6EZC8,204,71.5
A0A8B6F0M8,138,70.6
A0A8B6F0X6,356,91.2
A0A8B6FC80,286,96.2
A0A8B6FHC2,325,87.7
A0A8B6FI79,334,90.6
A0A8B6FJF9,314,85.6
A0A8B6FJI9,333,87.6
A0A8B6FKY2,225,83.0
A0A8B6FWG6,392,87.5
A0A8B6G0L3,326,90.4
A0A8B6G0N6,326,90.6
A0A8B6G5D0,331,69.0
A0A8B6G5F7,310,89.7
A0A8B6G5G6,251,91.6
A0A8B6G5H6,337,91.5
A0A8B6G5H9,338,89.6
A0A8B6G5K0,331,91.0
A0A8B6G5P8,321,93.9
A0A8B6G957,339,92.1
A0A8B6G9L0,317,90.7
A0A8B6GCV0,323,91.7
A0A8B6GLG5,347,92.3
A0A8B6GRT4,133,68.5
A0A8B6GSA5,357,86.9
A0A8B6GSK0,399,81.7
A0A8B6GUD9,272,90.2
A0A8B6GUE4,257,94.4
A0A8B6GWX5,280,96.0
A0A8B6GY87,386,92.6
A0A8B6GYH0,407,86.7
A0A8B6GYS2,378,92.8
A0A8B6GZI5,367,90.9
A0A8B6H0Q0,379,91.3
A0A8B6T4R8,121,72.6
A0A8B6T4R9,152,75.4
A0A8B6T4S0,133,88.2
A0A8B6YMG3,432,98.1
A0A8B6ZKM0,433,97.8
A0A8B7A0F0,353,97.4
A0A8B7A2L9,433,95.8
A0A8B7BJK9,323,97.2
A0A8B7BKB2,323,96.6
A0A8B7CKL8,330,96.4
A0A8B7CZQ9,325,93.8
A0A8B7CZR0,328,96.2
A0A8B7FLA5,433,98.1
A0A8B7J6Q9,432,95.7
A0A8B7JK40,433,98.0
A0A8B7KFP5,353,97.6
A0A8B7Q1T6,337,87.8
A0A8B7Q7C2,435,98.0
A0A8B7T894,429,96.9
A0A8B7WBR4,353,97.7
A0A8B7WJ59,431,96.6
A0A8B7WJ95,432,96.8
A0A8B8ABF3,530,68.1
A0A8B8AQ29,389,82.0
A0A8B8BBF7,344,90.5
A0A8B8BDB7,312,90.9
A0A8B8BGL0,362,93.3
A0A8B8BJX3,361,86.6
A0A8B8BZ31,300,85.5
A0A8B8D4J3,404,85.3
A0A8B8DPQ6,343,91.3
A0A8B8DSI3,344,92.0
A0A8B8E427,346,89.3
A0A8B8E4R7,326,91.4
A0A8B8E6Y4,318,92.5
A0A8B8E9Z7,406,87.2
A0A8B8EBN7,359,88.8
A0A8B8ECR7,372,89.5
A0A8B8EDC2,354,92.3
A0A8B8EEW4,368,88.4
A0A8B8EFI5,383,89.9
A0A8B8EH50,120,60.0
A0A8B8EIY1,338,88.8
A0A8B8ER43,364,89.4
A0A8B8ERQ6,400,83.9
A0A8B8ESA4,327,92.1
A0A8B8EST9,329,85.9
A0A8B8ETR2,358,90.0
A0A8B8EU86,327,90.9
A0A8B8EX01,349,91.6
A0A8B8EX42,291,94.4
A0A8B8EX72,367,85.1
A0A8B8EXW9,368,88.9
A0A8B8EY98,366,86.4
A0A8B8EYB2,307,96.6
A0A8B8EZS9,359,91.7
A0A8B8F0L9,329,93.5
A0A8B8F0Y1,441,85.5
A0A8B8K2X2,324,97.1
A0A8B8KQK3,340,96.2
A0A8B8MFA9,327,96.9
A0A8B8P1N5,337,97.3
A0A8B8UDL3,431,96.0
A0A8B8UEC6,354,91.4
A0A8B8UED1,355,89.3
A0A8B8UEY8,354,91.1
A0A8B9A045,334,95.8
A0A8B9AG70,308,83.5
A0A8B9CDV8,438,97.5
A0A8B9CFW7,432,95.9
A0A8B9CZU5,433,98.2
A0A8B9DSJ3,438,97.4
A0A8B9EQ30,432,96.0
A0A8B9ESN7,432,95.7
A0A8B9F0B3,131,80.4
A0A8B9F0C5,433,98.0
A0A8B9FWN7,432,95.6
A0A8B9GJT5,351,80.1
A0A8B9GNX6,180,71.2
A0A8B9HTI6,362,97.7
A0A8B9IM83,366,98.2
A0A8B9J370,437,97.6
A0A8B9JXV6,438,96.0
A0A8B9L486,368,97.3
A0A8B9LFG9,438,98.0
A0A8B9LJ40,437,97.8
A0A8B9MA15,430,95.3
A0A8B9MXV1,223,81.6
A0A8B9N5R8,338,96.1
A0A8B9NR04,440,97.2
A0A8B9PBR7,366,98.1
A0A8B9PDW4,432,95.7
A0A8B9QLU7,136,71.9
A0A8B9T8B6,435,95.7
A0A8B9UA65,433,95.7
A0A8B9UDU2,438,97.6
A0A8B9WVY7,394,96.6
A0A8B9XJ61,417,96.3
A0A8B9ZF10,437,97.7
A0A8B9ZMT6,433,97.9
A0A8C0A7J4,437,97.5
A0A8C0BNT5,433,98.1
A0A8C0C6N3,433,98.0
A0A8C0DW50,429,96.5
A0A8C0ELA3,438,97.6
A0A8C0FLW2,430,95.8
A0A8C0FPL3,366,97.9
A0A8C0GDN1,432,98.0
A0A8C0GE67,437,97.3
A0A8C0H067,432,96.6
A0A8C0HH01,438,97.4
A0A8C0HLD1,398,93.2
A0A8C0HUM2,359,97.6
A0A8C0KGP0,354,97.8
A0A8C0KIX4,158,73.6
A0A8C0KWG2,432,89.2
A0A8C0N2L2,430,97.7
A0A8C0NCZ3,481,86.4
A0A8C0NTD9,432,96.0
A0A8C0QN05,482,88.2
A0A8C0QNU1,431,95.4
A0A8C0RIB0,354,97.8
A0A8C0SHF9,354,97.8
A0A8C0TFG1,450,94.2
A0A8C0U2Z0,358,98.1
A0A8C0UQ91,437,97.4
A0A8C0V7Y9,431,96.0
A0A8C0YR29,432,96.6
A0A8C0ZZD1,354,97.6
A0A8C1B641,434,97.3
A0A8C1B6M1,436,97.1
A0A8C1B855,435,97.6
A0A8C1CA03,434,97.8
A0A8C1D7K9,432,95.9
A0A8C1D9F6,429,95.1
A0A8C1DAI6,282,86.1
A0A8C1EKZ7,434,97.8
A0A8C1H6Z9,361,97.0
A0A8C1HLW7,431,95.5
A0A8C1IEH4,436,97.1
A0A8C1J2U6,381,97.0
A0A8C1J3K1,434,97.8
A0A8C1LZD1,282,90.9
A0A8C1M317,431,95.4
A0A8C1MFU8,193,68.7
A0A8C1MHQ5,213,70.1
A0A8C1N0V7,434,97.8
A0A8C1Q0S0,435,97.1
A0A8C1Q0V6,434,97.3
A0A8C1QH03,437,97.5
A0A8C1QWB2,428,95.8
A0A8C1QZZ4,168,54.8
A0A8C1RGC1,435,97.6
A0A8C1TFZ0,411,86.0
A0A8C1TG49,401,87.7
A0A8C1TJZ3,361,83.0
A0A8C1TL49,432,95.7
A0A8C1TNM2,434,97.9
A0A8C1YI99,437,97.5
A0A8C1YRN4,381,96.8
A0A8C1ZZ09,434,97.7
A0A8C2BF15,427,89.8
A0A8C2BFY7,426,90.5
A0A8C2BJ19,354,75.2
A0A8C2BKH1,429,95.4
A0A8C2BN39,432,95.4
A0A8C2BQ07,432,95.2
A0A8C2C5F0,343,95.7
A0A8C2C5H0,432,95.3
A0A8C2CAU1,355,75.8
A0A8C2CI55,435,97.2
A0A8C2CI76,431,97.5
A0A8C2CIE4,437,97.3
A0A8C2E7S6,429,96.9
A0A8C2EID5,437,97.5
A0A8C2HCH5,376,85.3
A0A8C2HEH8,438,97.1
A0A8C2HEI0,439,96.8
A0A8C2MRY5,353,97.7
A0A8C2NU13,368,97.8
A0A8C2PFS9,521,85.4
A0A8C2PQ74,434,97.7
A0A8C2R3Z1,431,96.0
A0A8C2SUP0,358,98.2
A0A8C2UTG2,430,96.1
A0A8C2V800,439,97.3
A0A8C2W1C6,430,98.2
A0A8C2WHZ4,435,97.0
A0A8C2X4B1,438,97.2
A0A8C2XA17,431,95.3
A0A8C2XAX9,433,95.9
A0A8C2XC11,282,85.6
A0A8C2Y606,438,97.4
A0A8C2YGG2,349,95.6
A0A8C2Z176,435,97.8
A0A8C2Z8T3,418,96.9
A0A8C2Z9M0,429,97.7
A0A8C2ZA19,434,97.5
A0A8C2ZA32,434,97.7
A0A8C2ZA83,434,97.6
A0A8C2ZAD4,359,97.7
A0A8C2ZAE6,365,93.4
A0A8C2ZAF4,424,88.3
A0A8C2ZAN6,356,97.6
A0A8C3BXE3,356,90.1
A0A8C3C0D7,432,95.4
A0A8C3C516,433,98.1
A0A8C3CNB1,437,97.7
A0A8C3DF65,432,95.4
A0A8C3EGP2,438,97.5
A0A8C3GUX3,366,98.1
A0A8C3I3X4,365,98.0
A0A8C3IM39,435,93.5
A0A8C3IPS0,432,96.3
A0A8C3IPU0,434,93.3
A0A8C3IQR5,433,96.2
A0A8C3IQU7,437,97.2
A0A8C3K4N5,366,98.0
A0A8C3KI83,432,96.2
A0A8C3L8C3,433,95.5
A0A8C3LQR4,438,97.5
A0A8C3LRC8,433,98.0
A0A8C3MLT4,366,98.1
A0A8C3N7T4,354,95.3
A0A8C3NUI7,437,97.5
A0A8C3P2U9,358,98.2
A0A8C3P583,131,96.3
A0A8C3PRK8,438,97.6
A0A8C3Q7I2,131,95.9
A0A8C3R266,432,95.2
A0A8C3RLA9,358,98.0
A0A8C3S3Q1,432,98.1
A0A8C3SK07,430,96.5
A0A8C3SKG2,431,95.5
A0A8C3T1Z2,430,93.0
A0A8C3T4X4,431,96.4
A0A8C3T586,432,95.9
A0A8C3T639,432,95.9
A0A8C3T6I3,431,96.6
A0A8C3TI21,437,97.2
A0A8C3TKS1,433,98.1
A0A8C3TL55,138,76.0
A0A8C3UQW2,432,95.7
A0A8C3VGL8,438,97.3
A0A8C3VYL0,433,98.0
A0A8C3YEE5,432,95.3
A0A8C3YV95,131,72.8
A0A8C4F275,435,97.8
A0A8C4FHS2,353,97.5
A0A8C4HBN0,424,96.7
A0A8C4I784,369,97.9
A0A8C4I8X3,437,97.8
A0A8C4ILV4,432,95.8
A0A8C4IP27,433,95.7
A0A8C4J8R3,430,96.1
A0A8C4M060,433,98.1
A0A8C4M9K5,431,96.7
A0A8C4MP70,354,97.7
A0A8C4NX12,369,97.9
A0A8C4PD88,432,98.0
A0A8C4QBR2,321,91.8
A0A8C4QC18,303,91.2
A0A8C4QZ32,438,96.5
A0A8C4RQH4,434,97.6
A0A8C4SH53,433,97.7
A0A8C4SST0,429,96.4
A0A8C4TM92,438,97.6
A0A8C4U2E0,430,95.9
A0A8C4UHJ4,131,93.9
A0A8C4UM38,366,98.1
A0A8C4VK08,432,98.0
A0A8C4VN62,432,97.0
A0A8C4X1E1,430,96.0
A0A8C4YB85,414,92.4
A0A8C4Z1E4,348,98.0
A0A8C4Z3T2,434,97.2
A0A8C4ZF76,434,97.3
A0A8C4ZM51,430,97.7
A0A8C5AA28,429,97.0
A0A8C5ACB6,429,97.2
A0A8C5AKN0,368,96.0
A0A8C5BH47,352,97.2
A0A8C5BHP0,353,97.1
A0A8C5BI42,439,97.1
A0A8C5CHN4,457,82.4
A0A8C5CSC3,430,98.1
A0A8C5CSC5,348,97.2
A0A8C5DTN6,431,97.7
A0A8C5DTQ8,434,97.9
A0A8C5DU48,423,96.8
A0A8C5DUD4,423,96.6
A0A8C5DX23,424,97.4
A0A8C5DXB4,432,97.9
A0A8C5ER10,435,98.0
A0A8C5G3E5,431,97.6
A0A8C5HMM2,430,97.8
A0A8C5HWJ1,369,97.7
A0A8C5I784,428,92.4
A0A8C5I7P4,434,94.3
A0A8C5I8Z6,437,90.3
A0A8C5I983,429,95.1
A0A8C5IAF4,431,95.5
A0A8C5ID15,367,67.1
A0A8C5J7M2,348,94.9
A0A8C5JRN5,366,98.1
A0A8C5K395,431,98.0
A0A8C5K558,149,74.7
A0A8C5KJC3,360,97.6
A0A8C5LHZ9,432,96.1
A0A8C5LJF6,433,95.9
A0A8C5LXJ4,440,97.3
A0A8C5M2N6,440,97.2
A0A8C5M8W7,372,81.1
A0A8C5MDP7,413,93.5
A0A8C5MEP7,414,84.4
A0A8C5MJJ7,413,94.1
A0A8C5MV72,364,78.8
A0A8C5N068,362,74.3
A0A8C5NHS8,430,96.0
A0A8C5NHZ7,428,92.8
A0A8C5NVJ6,433,96.3
A0A8C5P6H4,430,96.1
A0A8C5PC03,401,87.5
A0A8C5PHZ4,416,93.5
A0A8C5PI24,430,90.6
A0A8C5PI53,425,91.4
A0A8C5PIA1,426,92.0
A0A8C5PID9,414,91.9
A0A8C5QH66,432,97.6
A0A8C5QIV2,197,93.8
A0A8C5QW08,313,92.9
A0A8C5RC82,430,98.3
A0A8C5RCU1,433,98.2
A0A8C5RDL7,433,98.1
A0A8C5RDV8,144,74.1
A0A8C5RGX7,433,98.2
A0A8C5TJY2,433,98.0
A0A8C5U6V4,432,96.2
A0A8C5UTH3,459,87.4
A0A8C5VRA4,132,74.7
A0A8C5WMW1,426,90.1
A0A8C5WN42,187,69.8
A0A8C5XF41,352,97.0
A0A8C5XUR9,432,96.1
A0A8C5YV29,452,95.1
A0A8C6A4J1,432,95.2
A0A8C6A4V8,353,97.6
A0A8C6BRY6,452,95.2
A0A8C6C876,369,97.7
A0A8C6CIF5,131,75.6
A0A8C6CLJ0,431,94.9
A0A8C6CRD4,432,95.4
A0A8C6D816,434,98.0
A0A8C6FF97,360,97.5
A0A8C6G7E2,451,95.3
A0A8C6GP31,440,97.2
A0A8C6I129,432,95.8
A0A8C6IT30,418,98.0
A0A8C6JQP8,432,95.8
A0A8C6KND2,432,98.0
A0A8C6MRZ7,131,95.3
A0A8C6NFE8,438,97.7
A0A8C6PGR5,431,97.3
A0A8C6PGZ8,434,97.7
A0A8C6PH27,430,97.7
A0A8C6PI58,415,93.5
A0A8C6PIE2,443,97.2
A0A8C6PIR1,431,97.9
A0A8C6PIZ2,434,97.4
A0A8C6PIZ9,432,95.8
A0A8C6PJM1,367,97.6
A0A8C6PKA3,432,96.0
A0A8C6PVC8,369,97.5
A0A8C6PVE9,437,97.6
A0A8C6PXV6,435,97.4
A0A8C6R5E9,378,91.3
A0A8C6R942,430,95.7
A0A8C6S0X3,439,97.3
A0A8C6SV51,418,92.7
A0A8C6SWU6,349,95.2
A0A8C6SYK8,424,95.4
A0A8C6SZA1,424,95.7
A0A8C6SZM1,401,88.8
A0A8C6TU16,435,97.8
A0A8C6U1P4,440,97.4
A0A8C6UE92,406,86.3
A0A8C6UF35,421,87.8
A0A8C6UG43,416,91.9
A0A8C6UG84,431,89.0
A0A8C6UGX2,422,89.2
A0A8C6UHH7,430,90.4
A0A8C6UJK4,421,92.0
A0A8C6UK63,417,91.5
A0A8C6UKU3,422,90.4
A0A8C6ULM7,426,90.4
A0A8C6UQP0,438,95.3
A0A8C6VHF5,432,97.1
A0A8C6VJZ1,424,96.3
A0A8C6VLR2,430,96.8
A0A8C6VLV3,358,98.3
A0A8C6VNR1,432,96.9
A0A8C6VYH2,369,97.5
A0A8C6VYQ8,430,97.5
A0A8C6WWD6,416,91.5
A0A8C6X3D4,432,97.0
A0A8C6XT99,267,64.2
A0A8C6Z598,436,97.3
A0A8C6Z7Z1,358,95.7
A0A8C7B9C4,431,96.2
A0A8C7DK61,436,94.1
A0A8C7DME3,433,94.6
A0A8C7DMG3,437,94.5
A0A8C7DMM6,336,94.3
A0A8C7DMZ2,434,98.1
A0A8C7DNZ2,353,98.1
A0A8C7DQW5,436,93.3
A0A8C7DR54,225,73.7
A0A8C7E2G0,131,86.4
A0A8C7EGZ8,431,98.1
A0A8C7I050,437,97.4
A0A8C7IY23,431,97.8
A0A8C7JMF7,431,96.5
A0A8C7JMH0,434,94.0
A0A8C7JRY5,431,95.9
A0A8C7JZN8,434,94.9
A0A8C7KBN0,434,97.6
A0A8C7KD02,353,97.6
A0A8C7MAP2,435,97.5
A0A8C7MYZ5,431,96.1
A0A8C7MZ32,433,94.7
A0A8C7MZI9,434,93.9
A0A8C7MZN8,435,95.9
A0A8C7QQ16,436,93.9
A0A8C7QQN0,436,94.4
A0A8C7QRY3,435,94.4
A0A8C7QSN1,435,96.1
A0A8C7QSR0,435,94.4
A0A8C7RSU1,369,97.6
A0A8C7T6C7,354,97.6
A0A8C7TRD7,435,98.2
A0A8C7U1E6,432,94.7
A0A8C7U3Q3,433,94.8
A0A8C7U3X0,434,98.1
A0A8C7U7J5,434,95.1
A0A8C7U7L3,433,95.7
A0A8C7UCV4,431,95.9
A0A8C7UG61,435,94.3
A0A8C7UUD7,369,97.6
A0A8C7VNN5,432,98.0
A0A8C7VR11,433,95.5
A0A8C7WPL3,435,97.7
A0A8C7WPR6,430,97.8
A0A8C7WPW0,354,97.9
A0A8C7WPY1,435,97.6
A0A8C7WQD9,437,97.7
A0A8C7WQF2,354,98.0
A0A8C7WQN4,437,97.8
A0A8C7WQP3,409,90.7
A0A8C7WQU5,349,92.6
A0A8C7WWJ7,345,77.9
A0A8C7XRD4,201,59.3
A0A8C7Y4S0,95,83.5
A0A8C7YBJ1,432,95.3
A0A8C7YCD1,433,95.4
A0A8C7YCK4,430,95.8
A0A8C7YDH7,431,95.5
A0A8C7YDJ4,432,93.4
A0A8C7YGX1,131,75.8
A0A8C7Z864,430,97.5
A0A8C7Z9Q9,434,97.2
A0A8C8BC46,438,97.6
A0A8C8BLR9,131,96.1
A0A8C8BNJ0,433,98.0
A0A8C8BXP5,435,98.1
A0A8C8DRU0,431,95.9
A0A8C8DYH4,402,87.5
A0A8C8E7S1,430,95.7
A0A8C8ES59,523,84.4
A0A8C8FP15,434,97.9
A0A8C8GFJ2,369,97.5
A0A8C8GS33,431,95.2
A0A8C8GUS0,433,94.8
A0A8C8GVF2,433,95.0
A0A8C8GVV5,433,94.6
A0A8C8GVX9,433,95.2
A0A8C8GYS5,436,96.1
A0A8C8HK52,433,96.0
A0A8C8LXU8,430,97.7
A0A8C8M0N2,434,93.1
A0A8C8M7S1,438,97.2
A0A8C8S5V7,431,96.5
A0A8C8S6B1,432,96.6
A0A8C8S6I2,432,95.7
A0A8C8SGJ3,428,98.1
A0A8C8SY41,437,96.9
A0A8C8VKR0,429,95.7
A0A8C8WFD9,432,96.7
A0A8C8XQJ9,432,97.9
A0A8C8Y621,353,97.5
A0A8C8YDL5,132,77.3
A0A8C8ZBU4,347,98.1
A0A8C8ZZR0,352,96.9
A0A8C8ZZV2,132,77.1
A0A8C9A5M7,139,79.2
A0A8C9CC83,452,95.2
A0A8C9DNL2,430,96.0
A0A8C9E8D2,431,96.3
A0A8C9EEE1,368,97.4
A0A8C9FAJ3,415,89.1
A0A8C9FBQ6,418,90.0
A0A8C9FHW8,433,98.1
A0A8C9G5W3,432,84.5
A0A8C9GHM7,361,97.4
A0A8C9GMP5,431,95.6
A0A8C9GUJ0,469,89.5
A0A8C9IXZ4,430,98.0
A0A8C9IYR5,430,95.3
A0A8C9KAS0,430,98.0
A0A8C9KIK1,354,97.4
A0A8C9LG00,331,83.5
A0A8C9LJ17,139,76.6
A0A8C9MBE3,139,76.8
A0A8C9MEM1,426,96.8
A0A8C9NTR4,354,95.5
A0A8C9P8U8,368,90.8
A0A8C9QPT8,452,95.2
A0A8C9RJM5,352,97.1
A0A8C9S1Z9,439,95.9
A0A8C9S218,439,96.7
A0A8C9S4V1,431,97.7
A0A8C9SKL6,430,97.7
A0A8C9SVH4,352,97.6
A0A8C9T050,434,97.6
A0A8C9T7Y9,434,97.7
A0A8C9TUC2,438,93.4
A0A8C9TX16,439,94.2
A0A8C9U5C4,366,97.9
A0A8C9UKK0,354,97.4
A0A8C9VB52,430,95.9
A0A8C9VDB0,423,97.2
A0A8C9VS47,431,97.5
A0A8C9VTL4,370,97.4
A0A8C9VVP9,434,97.4
A0A8C9W2N0,423,96.9
A0A8C9W7B7,427,97.8
A0A8C9WGW1,434,97.4
A0A8C9WP85,357,94.0
A0A8C9WYK1,429,95.5
A0A8C9Y2W9,435,97.9
A0A8C9ZMM4,438,97.2
A0A8D0AHS8,434,97.4
A0A8D0AI83,430,97.7
A0A8D0AJR2,428,97.8
A0A8D0AJS7,429,97.9
A0A8D0AKH8,431,97.4
A0A8D0AKK8,434,97.8
A0A8D0AKM4,352,97.3
A0A8D0ANY3,432,97.9
A0A8D0APM3,352,97.7
A0A8D0ASF2,428,97.6
A0A8D0AZ20,435,97.1
A0A8D0BS08,433,98.0
A0A8D0CH64,427,97.1
A0A8D0CM39,431,97.8
A0A8D0CMF0,429,94.6
A0A8D0CMP5,434,97.5
A0A8D0DJB8,369,97.6
A0A8D0DRY0,432,96.4
A0A8D0EH84,432,96.0
A0A8D0FRF8,354,97.7
A0A8D0FUZ0,358,98.1
A0A8D0FV00,139,71.4
A0A8D0GLE9,275,71.4
A0A8D0H245,369,97.5
A0A8D0H4N9,425,96.5
A0A8D0PRS3,364,89.3
A0A8D0PXS0,431,95.7
A0A8D0RT99,431,96.3
A0A8D0S3X8,402,83.1
A0A8D0X2P1,360,97.7
A0A8D0XKY8,432,95.0
A0A8D0XST1,356,89.6
A0A8D0Z0W5,369,97.8
A0A8D1CEU5,432,95.6
A0A8D1CR85,431,96.2
A0A8D1FZ43,433,98.0
A0A8D1GQJ8,390,85.0
A0A8D1I653,374,84.6
A0A8D1K6T4,408,64.0
A0A8D1K6U0,433,77.6
A0A8D1QHB0,378,90.0
A0A8D1US19,408,79.0
A0A8D1US54,431,97.1
A0A8D1USC2,406,83.3
A0A8D1XF07,409,84.3
A0A8D1XHC9,431,96.7
A0A8D2AEJ0,432,95.7
A0A8D2AM71,377,75.3
A0A8D2DF68,139,73.3
A0A8D2EQ83,450,95.3
A0A8D2ETI7,464,90.1
A0A8D2FM79,139,75.5
A0A8D2FPS1,360,97.4
A0A8D2H873,452,95.3
A0A8D2HD60,432,95.6
A0A8D2JP97,353,97.4
A0A8D2JQJ4,433,97.8
A0A8D2JYR4,430,95.6
A0A8D2KQ64,354,97.4
A0A8D2L695,371,96.3
A0A8D2LAH9,434,97.9
A0A8D2LQ88,428,96.2
A0A8D2LQK5,431,97.1
A0A8D2LR82,430,90.5
A0A8D2LRE4,430,96.9
A0A8D2LRX8,430,97.1
A0A8D2LSH8,428,90.2
A0A8D2LT03,430,96.9
A0A8D2MIM5,366,98.0
A0A8D2MP71,432,95.6
A0A8D2N3N9,438,97.4
A0A8D2N594,438,97.5
A0A8D2NTN1,432,95.5
A0A8D2PIB3,387,96.5
A0A8D2QN12,366,98.0
A0A8D2QR43,437,97.6
A0A8D3AN10,369,97.4
A0A8D3B288,432,95.8
A0A8D3B574,434,97.5
A0A8D3BBI3,435,97.7
A0A8D3BJG5,437,97.1
A0A8D3BVJ0,439,97.0
A0A8D3CBZ2,368,97.4
A0A8D3CL83,437,97.5
A0A8D3CX79,437,97.2
A0A8D3DDF3,430,97.6
A0A8D3DIS3,354,97.8
A0A8D3DWW6,439,97.2
A0A8D3EAZ4,438,96.9
A0A8D3X086,291,97.1
A0A8D4BDD6,284,96.6
A0A8D4TSM1,438,97.6
A0A8D7EVW3,328,94.9
A0A8D7EWJ4,330,93.5
A0A8D7FBP1,330,96.2
A0A8E0QKL5,361,97.4
A0A8E0QRX9,316,96.3
A0A8E0QWF1,323,95.4
A0A8E0R3M2,400,83.7
A0A8E0R4H9,430,79.6
A0A8E0RJZ7,624,77.7
A0A8E0S8D1,385,95.3
A0A8E0V7V4,269,95.2
A0A8E0VLB5,449,96.6
A0A8E2AKR6,352,96.5
A0A8E2AVU6,294,71.0
A0A8E2AW04,352,95.6
A0A8E2DWK1,366,93.9
A0A8E2E040,367,96.6
A0A8E2E888,326,96.5
A0A8E2EJQ3,325,95.4
A0A8E2EM46,372,96.9
A0A8E2EQ07,346,96.4
A0A8E2ERP3,353,88.1
A0A8E2EXZ3,366,96.2
A0A8E2F0P1,360,97.5
A0A8E2F203,399,89.8
