accession	thioether	sg_dist
A0A914S644	-	NA
A0A914US94	-	12.50
A0A914V2B7	-	12.57
A0A914V334	-	13.43
A0A914V6R1	-	13.85
A0A914V7H0	-	11.50
A0A914VGJ7	-	NA
A0A914VHX8	-	13.21
A0A914W9Q0	-	11.05
A0A914WD49	-	16.68
A0A914WIC1	-	13.31
A0A914WL47	-	11.58
A0A914X5W9	-	13.86
A0A914X740	-	13.89
A0A914XEE1	-	NA
A0A914XPY4	-	13.71
A0A914Y704	-	11.25
A0A914YXP4	-	14.35
A0A915A8L4	-	12.26
A0A915A8Q2	-	12.23
A0A915A9L5	-	13.88
A0A915AAF6	-	12.37
A0A915AJX6	-	22.16
A0A915AYK0	-	12.39
A0A915AZH0	-	NA
A0A915BPT9	-	14.40
A0A915BUX2	-	13.33
A0A915BVE2	-	13.39
A0A915C5Q4	-	NA
A0A915C6W5	-	NA
A0A915DFA9	-	13.24
A0A915E065	-	18.34
A0A915EFF9	-	11.11
A0A915I8K9	-	10.81
A0A915JK17	-	NA
A0A915JY09	-	11.67
A0A915K057	-	7.93
A0A915KH89	-	7.74
A0A915KKL6	-	8.47
A0A915LHF2	-	10.54
A0A915LIF0	-	10.47
A0A915M8S0	-	NA
A0A915MDF0	-	10.62
A0A915MDP6	-	12.19
A0A915MEW6	-	13.34
A0A915MFI1	-	13.33
A0A915MGL3	-	11.99
A0A915MQ42	C*	9.04
A0A915N8X1	-	8.86
A0A915NMA2	-	10.63
A0A915NRT3	C*	9.16
A0A915P668	-	13.89
A0A915PAR4	-	11.19
A0A915PBJ9	-	18.90
A0A915PE14	-	18.41
A0A915PFJ4	-	10.54
A0A915PHI6	-	15.39
A0A915PK38	-	13.87
A0A915Q146	-	NA
A0A915Q482	-	17.97
A0A916BC20	C*	3.55
A0A917F9X2	-	NA
A0A917MWY3	-	15.74
A0A917P583	-	15.75
A0A917QDB2	-	NA
A0A917SPP6	-	NA
A0A917UJY7	-	NA
A0A917XWI9	-	NA
A0A917YB28	C	3.40
A0A918BYX7	-	NA
A0A918CX26	-	NA
A0A918D9C6	-	NA
A0A918DWT4	-	15.98
A0A918ES06	-	NA
A0A918EWY1	-	NA
A0A918F473	-	16.09
A0A918FJI1	-	NA
A0A918FPW5	-	NA
A0A918G405	-	NA
A0A918GFY4	-	15.11
A0A918GY00	-	NA
A0A918H6X4	-	NA
A0A918HBN3	-	NA
A0A918HUM3	-	NA
A0A918I4N0	-	NA
A0A918IE03	-	NA
A0A918IXH7	-	NA
A0A918K8V8	C	2.96
A0A918K9Q2	-	NA
A0A918KFP6	-	NA
A0A918KK45	-	NA
A0A918KYF6	-	NA
A0A918LUS6	-	NA
A0A918M7E9	-	NA
A0A918MN93	-	NA
A0A918P5V7	-	14.69
A0A918PQ43	-	NA
A0A918PQQ9	-	NA
A0A918Q8X9	-	NA
A0A918QZE0	-	NA
A0A918S266	C	3.27
A0A918SUY3	-	NA
A0A918T3M3	-	NA
A0A918UUM2	-	15.59
A0A918W4Y4	-	NA
A0A918Y127	-	NA
A0A918YDN7	-	NA
A0A918YLP9	-	NA
A0A918Z2P7	C*	3.76
A0A918Z9R4	-	10.73
A0A918ZFZ5	-	NA
A0A918ZV82	-	NA
A0A919A4R2	-	NA
A0A919ABD9	-	NA
A0A919B0T2	-	16.14
A0A919C1K0	-	NA
A0A919DUL7	-	NA
A0A919EID4	-	NA
A0A919F342	-	NA
A0A919FJI3	-	15.53
A0A919FPI8	-	NA
A0A919GVD5	-	NA
A0A919GWF2	-	NA
A0A919KPC7	-	15.98
A0A919MPV4	-	NA
A0A919RHA1	-	NA
A0A919SZM5	-	15.97
A0A919W838	C*	3.70
A0A921NWR8	-	20.09
A0A921QIX1	C	3.12
A0A921QJC7	C	3.13
A0A921QLV1	C	3.12
A0A921QRZ4	C	2.82
A0A921QUI8	C	2.84
A0A921RJ57	C	2.83
A0A921SH51	-	12.47
A0A921U1Z9	C*	3.50
A0A921UPE6	C*	4.67
A0A921V415	-	12.38
A0A922LHG5	C*	7.92
A0A922LJR7	C*	10.15
A0A922NGH9	-	22.65
A0A922SX66	C	2.90
A0A922T382	-	22.83
A0A923I5A5	C	3.28
A0A923PQY0	C	3.31
A0A926QP60	-	NA
A0A926ZFT3	-	NA
A0A927BLU8	-	NA
A0A927QEF2	-	NA
A0A927QKQ5	-	NA
A0A928V4K1	C	3.49
A0A930VBG0	-	13.66
A0A930VNA9	C	3.35
A0A931CPE0	-	15.93
A0A931G5C6	-	15.75
A0A934K8J7	C	3.38
A0A934KPH0	-	32.75
A0A934SPS7	-	NA
A0A934SS64	C	2.90
A0A934SST7	C	3.39
A0A934SYN8	C	2.89
A0A934SYR6	C	3.27
A0A934W1F1	C	3.23
A0A937DCB0	C	3.36
A0A937EHM0	-	15.95
A0A937EK49	-	NA
A0A937FSZ6	C	3.45
A0A937JJT5	-	NA
A0A937KDI5	C*	3.81
A0A938YHW7	-	NA
A0A939F892	-	NA
A0A939FKH1	-	16.04
A0A939M8N2	C	3.41
A0A939MG52	C	3.31
A0A940MEB1	-	NA
A0A940XHH8	C*	3.91
A0A940XT61	-	NA
A0A940XXK0	-	NA
A0A941B1A9	-	14.65
A0A941BIX2	C	2.99
A0A941D0I1	-	NA
A0A941I4M6	C	3.15
A0A941IZN8	-	NA
A0A941J4K5	-	NA
A0A951QSM4	-	14.82
A0A951UFA4	-	54.43
A0A952FIG1	C*	3.58
A0A964TAH5	-	26.94
A0A973WA96	C*	3.66
A0A974B7Q1	-	13.07
A0A974B9A0	-	13.26
A0A974CJ53	-	14.38
A0A974DR61	-	13.27
A0A974DTG3	-	12.83
A0A974DZY5	-	12.86
A0A974HD76	-	14.02
A0A974HDN1	-	10.83
A0A974HWU9	-	13.02
A0A974NRK7	-	NA
A0A975BY59	-	15.61
A0A975J169	C	2.95
A0A975ZQ03	C	3.34
A0A976IE71	-	NA
A0A976IGL0	-	12.00
A0A976IHW1	-	12.74
A0A977JZM9	C	2.98
A0A977TE70	-	11.28
A0A977TEP2	C	2.99
A0A977TF49	C	3.12
A0A978USF4	C	2.79
A0A978W1X4	C	2.90
A0A978W1X5	C	2.80
A0A9B0LXC2	-	12.81
A0A9B0WH58	-	13.25
A0A9B0WNW4	-	12.78
A0A9B0WWG1	-	13.18
A0A9C7Q101	-	12.09
A0A9D2WSC4	-	NA
A0A9D2Y5B1	-	12.86
A0A9D3BE35	-	13.29
A0A9D3LNW3	-	13.30
A0A9D3LWK6	-	13.03
A0A9D3MFN9	-	12.84
A0A9D3N020	-	12.89
A0A9D3N097	-	12.77
A0A9D3NH46	-	12.99
A0A9D3P0B2	-	13.13
A0A9D3PGU3	-	12.77
A0A9D3PJQ8	-	12.74
A0A9D3PZT8	-	13.05
A0A9D3RZN5	-	12.77
A0A9D3SK34	-	13.17
A0A9D3UPU6	C	2.78
A0A9D3URJ5	C	3.07
A0A9D3URU8	C	3.13
A0A9D3URW0	-	NA
A0A9D3VPP9	C	2.81
A0A9D3VZL2	C	3.32
A0A9D3ZPE9	C	2.87
A0A9D4ASX8	-	12.76
A0A9D4B9Y6	-	13.34
A0A9D4BB96	-	13.13
A0A9D4CDH9	-	24.92
A0A9D4CEJ5	-	14.64
A0A9D4DTL3	-	18.65
A0A9D4DVG4	-	NA
A0A9D4DW49	-	NA
A0A9D4DYF0	-	11.55
A0A9D4E7A0	-	15.80
A0A9D4E7C8	-	12.34
A0A9D4E955	-	12.27
A0A9D4EB14	-	NA
A0A9D4FNI9	-	12.20
A0A9D4GX75	-	NA
A0A9D4GXD0	-	21.36
A0A9D4H0B6	-	19.67
A0A9D4H0D1	-	14.56
A0A9D4H0G3	-	17.59
A0A9D4HK03	-	15.76
A0A9D4HL19	-	24.63
A0A9D4HLM5	-	16.78
A0A9D4HLS1	-	23.99
A0A9D4ICM2	-	7.92
A0A9D4IDS9	-	NA
A0A9D4IE68	-	12.42
A0A9D4IFB3	-	25.74
A0A9D4IXN3	-	17.60
A0A9D4J8T5	-	24.44
A0A9D4J9N2	-	24.67
A0A9D4JU58	-	18.30
A0A9D4JUB0	-	NA
A0A9D4JWL7	-	18.11
A0A9D4LIH2	-	21.67
A0A9D4LKF8	-	21.57
A0A9D4MU94	-	19.16
A0A9D4MW35	-	12.84
A0A9D4MZ30	-	10.69
A0A9D4MZZ2	-	23.43
A0A9D4RA75	-	25.11
A0A9D4S052	-	12.83
A0A9D4U2J2	C	3.02
A0A9D4U2Z4	C	2.92
A0A9D4U427	C	3.09
A0A9D4U4J8	C	2.91
A0A9D4UPM2	C	3.46
A0A9D4UQ41	C	2.98
A0A9D4UQE7	C	2.81
A0A9D4UQY4	C	2.77
A0A9D4UYP8	C*	3.54
A0A9D4V1Q8	C*	4.37
A0A9D4V2I4	-	NA
A0A9D4V2P6	C	3.22
A0A9D4V772	C	3.14
A0A9D4V7B7	C*	3.63
A0A9D4V7H8	C	3.09
A0A9D4V7R6	C	3.03
A0A9D4V926	C	2.96
A0A9D4XYU4	C	2.85
A0A9D4Z585	-	NA
A0A9D4Z6M7	C	2.83
A0A9D4ZGH9	C	2.54
A0A9D4ZI76	C	3.13
A0A9D5CK20	C	3.13
A0A9D5CK28	C	2.90
A0A9D5CKA6	C	2.78
A0A9D5CL78	C	3.40
A0A9D5CS63	C	3.25
A0A9D5CSB4	C	3.32
A0A9D5CTA3	C	3.06
A0A9D5CTY2	C	2.91
A0A9D5CTZ2	C	2.90
A0A9D5CTZ9	C	3.11
A0A9D5CUK6	-	NA
A0A9D5CV19	C	3.31
A0A9D5D0G0	C	2.73
A0A9D5H103	C	2.84
A0A9D5H280	C	2.85
A0A9D5H2D2	C*	3.52
A0A9D5HJP8	C	3.32
A0A9D5HJZ8	C	3.45
A0A9D5HNL2	C	2.63
A0A9E6NK98	C	3.28
A0A9E6NPQ8	-	15.86
A0A9E7GN76	C	3.08
A0A9E7GPQ8	C	2.91
A0A9E7GUK2	C	2.89
A0A9E7GUQ1	C	2.79
A0A9E7GVT7	C	2.81
A0A9E7H250	C	3.27
A0A9E7H3I3	C	3.35
A0A9E7H3J2	-	NA
A0A9E7H7C1	C	3.08
A0A9E7H7D2	C	3.15
A0A9E7H9J3	C	3.23
A0A9E7H9Q8	C	3.25
A0A9E7H9U5	C	2.88
A0A9E7H9V6	C	3.24
A0A9E7HAB4	C	3.26
A0A9E7I6L4	C	3.24
A0A9E7I915	C	3.23
A0A9E7KM16	C	2.82
A0A9E7KNX5	C	2.77
A0A9E7KSN5	C	2.81
A0A9E8SDB5	C	3.32
A0A9F2N8H8	-	12.72
A0A9F7TFJ0	-	12.79
A0A9I9CEY5	C	2.91
A0A9J2P3J4	-	14.51
A0A9J2PIU1	-	12.29
A0A9J2PSU4	-	14.12
A0A9J5XX44	C	2.92
A0A9J5XX52	C	2.92
A0A9J5XYA1	C	2.81
A0A9J5XZC6	C	3.29
A0A9J5XZD3	C	3.08
A0A9J6ADY7	C	2.88
A0A9J7BGS2	C	3.23
A0A9J7HCY0	-	13.22
A0A9J7HLN4	-	13.32
A0A9J7HLP7	-	13.21
A0A9J7HQ82	C*	13.34
A0A9J7HVW6	-	13.45
A0A9J7JBU1	-	13.25
A0A9J7K628	C*	13.01
A0A9J7L3Q6	C*	12.83
A0A9J7LHS3	C*	13.51
A0A9J7LM41	C*	13.50
A0A9J7ME91	-	13.34
A0A9J7MH66	-	13.49
A0A9J7MHH6	C*	13.80
A0A9J7MSC3	-	NA
A0A9J7NCN2	C*	13.19
A0A9J7XTZ0	-	13.23
A0A9J8A0K2	-	13.22
A0A9J8CQE0	-	12.86
A0A9K3HLL2	C	2.74
A0A9K3KBA8	-	21.59
A0A9K3KLT7	-	21.63
A0A9K3KMG5	-	7.54
A0A9K3LNV3	-	8.23
A0A9K3LRN8	-	21.17
A0A9K3N4Y3	C	3.01
A0A9K3PD30	-	22.29
A0A9K3Q9J1	-	21.20
A0A9L0IF32	-	13.26
A0A9L0RF88	-	12.74
A0A9L0SRE7	-	13.24
A0A9L0T5H0	-	13.25
A0A9N7MW10	C	2.73
A0A9N7MW86	C	2.82
A0A9N7R3T9	C	2.91
A0A9N7UE72	-	6.63
A0A9N7V5F2	-	12.88
A0A9N7VM41	-	13.31
A0A9N7W131	-	13.41
A0A9N7Y839	-	13.03
A0A9N8D4W9	-	22.30
A0A9N8DI97	-	21.12
A0A9N8DN83	-	21.41
A0A9N8DV73	-	15.71
A0A9N8ELP9	-	16.34
A0A9N8H4W2	C	3.00
A0A9N8H6I8	-	16.10
A0A9N8JDS5	-	NA
A0A9N8JTL8	-	22.81
A0A9N8JVX5	-	20.82
A0A9N8K3K3	-	22.79
A0A9N8KAK6	-	22.84
A0A9N8MCK4	-	23.31
A0A9N8NBI7	-	21.87
A0A9N8NMX8	-	22.62
A0A9N8PE23	-	22.85
A0A9N8PF98	-	22.82
A0A9N8PV96	-	22.68
A0A9N8PVQ8	-	22.87
A0A9N8QCZ6	-	23.51
A0A9N8QDA0	-	23.00
A0A9N8QEJ1	-	23.39
A0A9N8QFB2	-	23.02
A0A9N8QIC6	-	23.27
A0A9N8QYW6	C	3.21
A0A9N8W1T2	C	3.33
A0A9N8WL50	C	3.03
A0A9N8WNI7	C	2.96
A0A9N8WZP9	C	3.25
A0A9N8ZSY3	C	3.13
A0A9N9ACS1	C*	3.61
A0A9N9BAW6	C	2.93
A0A9N9BBF1	C*	3.68
A0A9N9BME1	C*	3.67
A0A9N9CE55	C	3.01
A0A9N9CQ97	C	3.19
A0A9N9DJR9	C	3.09
A0A9N9DY61	C	3.05
A0A9N9E246	C	3.16
A0A9N9ERA4	C	3.03
A0A9N9FKX5	C	2.93
A0A9N9FWN2	C	2.82
A0A9N9HA91	C	2.88
A0A9N9HQT6	C	3.27
A0A9N9I8P4	C*	3.71
A0A9N9KKY1	-	18.69
A0A9N9KL52	-	NA
A0A9N9KP73	-	22.83
A0A9N9KSE5	-	22.44
A0A9N9KTX2	C	3.36
A0A9N9KUK9	-	22.10
A0A9N9KVW9	-	22.23
A0A9N9KZZ8	C	3.43
A0A9N9L5T0	C	3.46
A0A9N9L7C4	-	21.21
A0A9N9L7K7	C	3.13
A0A9N9LC05	C	3.04
A0A9N9LFQ9	-	NA
A0A9N9LGU7	-	22.85
A0A9N9LHE3	-	NA
A0A9N9LU19	-	22.58
A0A9N9LV02	-	15.99
A0A9N9LVW0	-	21.80
A0A9N9LW39	-	23.64
A0A9N9LXW2	C	3.12
A0A9N9LYX3	-	18.67
A0A9N9M273	C	3.40
A0A9N9NSN0	C	3.09
A0A9N9P213	C	3.12
A0A9N9P631	C	3.10
A0A9N9PBX5	C	3.22
A0A9N9PLD3	-	22.17
A0A9N9PMJ6	-	23.49
A0A9N9PT18	-	NA
A0A9N9PV81	C	2.65
A0A9N9Q0K0	-	16.15
A0A9N9TUY4	-	NA
A0A9N9UBP5	-	21.24
A0A9N9UDC0	-	15.23
A0A9N9UEC1	-	22.80
A0A9N9UGE2	-	22.79
A0A9N9UHQ8	-	22.97
A0A9N9UU16	-	22.15
A0A9N9V1A8	-	22.84
A0A9N9V829	C	2.89
A0A9N9VDP6	-	22.29
A0A9N9VGE0	-	15.37
A0A9N9VIP6	-	23.05
A0A9N9VUD9	-	22.35
A0A9N9W1M7	-	10.44
A0A9N9W4S8	-	22.75
A0A9N9WBR4	-	23.89
A0A9N9XWR8	C	2.90
A0A9N9XYZ1	-	15.65
A0A9N9XZG9	-	23.15
A0A9N9Y220	-	10.42
A0A9N9Y616	C	2.81
A0A9N9Y7D2	-	15.05
A0A9N9YBG4	-	22.58
A0A9N9YD86	-	22.95
A0A9N9YHF2	-	22.43
A0A9N9YK42	-	21.32
A0A9N9YKH8	-	NA
A0A9N9YPC9	C	3.14
A0A9N9YPG7	C	2.88
A0A9N9YRS5	-	22.90
A0A9N9YVX9	-	15.59
A0A9N9YYX3	-	22.57
A0A9N9Z055	-	22.39
A0A9N9Z156	-	22.86
A0A9N9Z3J5	-	22.79
A0A9N9Z9J3	-	22.78
A0A9N9ZBS2	C	3.13
A0A9N9ZCG8	-	22.44
A0A9N9ZEI6	-	22.57
A0A9N9ZGP9	C	2.91
A0A9N9ZJX1	-	15.10
A0A9P0E8E2	-	21.72
A0A9P0E9A9	-	21.44
A0A9P0EDX1	C	3.45
A0A9P0EJA4	-	15.62
A0A9P0ERG8	-	23.05
A0A9P0ZDA3	C	2.99
A0A9P0ZJR5	C	2.71
A0A9P0ZL29	C	3.01
A0A9P1C3Z2	C*	3.54
A0A9P1CS61	C*	9.29
A0A9P1EFV4	C	2.99
A0A9P1EGP5	C	2.92
A0A9P1FEV3	C*	9.17
A0A9P1G1G0	C*	9.39
A0A9P1G3G3	C*	9.50
A0A9P1H0N5	-	22.31
A0A9P1H547	-	23.96
A0A9P1H8G6	-	18.96
A0A9P1I5X8	-	11.21
A0A9P1I5Z9	-	15.92
A0A9P1IQV5	-	11.06
A0A9P1M7K0	-	22.28
A0A9P1ME48	-	22.72
A0A9P1MEH7	-	23.33
A0A9P1MZB0	-	13.97
A0A9P1MZF7	-	14.03
A0A9P3B0Q2	C	3.45
A0A9P3B8H5	-	22.88
A0A9P3BS07	-	22.87
A0A9P3C2H1	-	22.92
A0A9P3C2Y7	-	21.74
A0A9P3C519	-	13.27
A0A9P3C7R6	C	3.48
A0A9P3C899	-	14.25
A0A9P3CCM8	-	15.52
A0A9P3CF74	-	15.88
A0A9P3CP31	-	15.93
A0A9P3CPX6	C	2.79
A0A9P3CQ06	-	22.45
A0A9P3CRK5	-	12.14
A0A9P3CSZ5	-	21.35
A0A9P3CZ20	C*	3.63
A0A9P3D0K0	C*	3.72
A0A9P3EPK8	-	21.86
A0A9P3F8W2	-	18.89
A0A9P3F909	-	23.15
A0A9P3FCU3	-	22.90
A0A9P3FDS5	-	23.03
A0A9P3FEF3	C	3.10
A0A9P3G6B3	C*	3.77
A0A9P3G846	C	3.13
A0A9P3LC23	C*	3.86
A0A9P3LDL9	C*	3.59
A0A9P3PKR9	-	23.46
A0A9P3PVH5	-	15.30
A0A9P4GBK0	C*	3.88
A0A9P4GEG7	C	2.87
A0A9P4GGP3	-	14.93
A0A9P4GH35	-	NA
A0A9P4GIJ9	-	19.61
A0A9P4GNF1	-	14.91
A0A9P4GPY4	-	22.15
A0A9P4GYC3	-	15.18
A0A9P4H0Q5	-	22.76
A0A9P4H2P0	-	NA
A0A9P4H4R0	-	22.88
A0A9P4H4W2	C*	3.88
A0A9P4H881	-	16.41
A0A9P4HB55	C	3.26
A0A9P4HC85	-	21.98
A0A9P4HG56	-	22.44
A0A9P4HM55	C	3.24
A0A9P4HN24	-	19.02
A0A9P4HN88	-	22.97
A0A9P4HVU1	-	22.74
A0A9P4I4W6	C	3.16
A0A9P4I595	-	21.22
A0A9P4IEM6	-	NA
A0A9P4IKI1	C	3.01
A0A9P4IKZ6	-	16.68
A0A9P4IZQ8	C	2.67
A0A9P4J5B3	C	3.23
A0A9P4JF56	C	2.59
A0A9P4JGI5	-	24.10
A0A9P4JHW3	C	2.88
A0A9P4JTJ6	C	3.22
A0A9P4JTW6	-	NA
A0A9P4JVS4	C	3.10
A0A9P4JXT5	-	19.77
A0A9P4K111	C	3.10
A0A9P4K276	-	22.34
A0A9P4K8D0	-	22.98
A0A9P4L9Q1	-	22.87
A0A9P4L9U8	-	15.29
A0A9P4LE25	-	23.21
A0A9P4LGD6	C	3.48
A0A9P4LGS4	-	15.91
A0A9P4LI39	C	3.50
A0A9P4LIH7	-	20.10
A0A9P4LLI2	-	15.07
A0A9P4LP74	-	18.41
A0A9P4M4U2	-	17.37
A0A9P4M8Q7	C	3.13
A0A9P4MLF2	C	3.36
A0A9P4MLM2	-	22.83
A0A9P4MQK5	-	15.09
A0A9P4MTH0	-	22.57
A0A9P4MUD9	C	2.81
A0A9P4MUJ7	C	2.60
A0A9P4MWE6	-	22.80
A0A9P4MXW5	-	23.37
A0A9P4MY33	C	2.80
A0A9P4MY79	-	22.88
A0A9P4MYN4	C	3.39
A0A9P4N5L3	C	3.47
A0A9P4N5N9	-	19.72
A0A9P4N8G3	C	3.15
A0A9P4N9M9	-	15.05
A0A9P4NBL9	-	22.58
A0A9P4NBR3	-	15.45
A0A9P4NGN5	C	3.28
A0A9P4NM41	-	NA
A0A9P4NQG6	-	NA
A0A9P4NV31	-	22.78
A0A9P4NY90	-	22.92
A0A9P4P043	C	2.57
A0A9P4P412	-	22.44
A0A9P4P4Z8	-	15.85
A0A9P4PEI2	C	2.83
A0A9P4PHE4	-	15.38
A0A9P4PJ99	-	21.97
A0A9P4PJF6	C*	3.61
A0A9P4PLN5	C*	3.56
A0A9P4PM19	-	NA
A0A9P4PM39	-	22.68
A0A9P4PMY7	-	22.92
A0A9P4PNW3	-	15.33
A0A9P4PRK9	-	19.17
A0A9P4PTR1	-	NA
A0A9P4Q4R2	C*	3.93
A0A9P4QAR5	-	23.84
A0A9P4QCU2	C	2.92
A0A9P4QDB0	C	3.29
A0A9P4QMU1	-	NA
A0A9P4QNN2	-	15.36
A0A9P4QQ26	-	15.14
A0A9P4QUE5	-	15.65
A0A9P4QX51	-	20.87
A0A9P4QX66	C*	3.58
A0A9P4QYK7	C	3.42
A0A9P4QYU9	C*	4.02
A0A9P4QZV1	-	22.86
A0A9P4QZW0	C	3.06
A0A9P4QZZ5	-	23.03
A0A9P4R0N3	-	22.84
A0A9P4R6E3	-	18.89
A0A9P4S3D7	-	21.54
A0A9P4S7W4	-	23.52
A0A9P4SB82	C	2.98
A0A9P4SC62	-	22.96
A0A9P4SDQ3	C	3.12
A0A9P4SI96	-	22.76
A0A9P4SKK5	-	23.26
A0A9P4T4X0	C	2.69
A0A9P4T7M4	C	3.05
A0A9P4T9P7	-	14.67
A0A9P4TA03	-	22.37
A0A9P4TAB7	-	22.39
A0A9P4TAJ3	-	23.16
A0A9P4TD82	-	15.03
A0A9P4TEG7	-	21.86
A0A9P4THM7	-	22.32
A0A9P4TJU4	C	3.07
A0A9P4TJW2	-	15.15
A0A9P4TK21	-	20.32
A0A9P4TKY0	-	20.27
A0A9P4TMA3	-	22.78
A0A9P4TPH8	C	2.80
A0A9P4TRZ5	-	22.92
A0A9P4TTN6	C	3.05
A0A9P4U368	-	21.95
A0A9P4U489	-	24.73
A0A9P4U804	-	NA
A0A9P4U8D7	-	22.85
A0A9P4UIL4	-	23.06
A0A9P4UM98	-	14.41
A0A9P4UZ88	C	3.04
A0A9P4UZX6	-	23.22
A0A9P4V0B1	C	3.35
A0A9P4V8T4	C	3.48
A0A9P4VAE9	-	22.82
A0A9P4VMM4	C	3.16
A0A9P4VSJ9	C	3.17
A0A9P4W627	-	16.09
A0A9P4W6F6	-	15.78
A0A9P4W815	-	21.88
A0A9P4W8U6	-	18.86
A0A9P4WA51	C	2.87
A0A9P4WFY5	-	23.21
A0A9P4WHE2	-	18.98
A0A9P4WMN6	-	22.37
A0A9P4WQL9	-	19.61
A0A9P4WQQ5	-	22.84
A0A9P4WSQ5	C	2.90
A0A9P4WTZ4	-	14.86
A0A9P4WW01	-	21.98
A0A9P4WZI6	-	22.75
A0A9P4WZQ1	C	2.87
A0A9P4XFK8	C	3.22
A0A9P4XQ11	C	2.98
A0A9P4XU17	-	15.47
A0A9P4XX01	C	3.10
A0A9P4Y6F7	-	15.63
A0A9P4YJ40	C	3.15
A0A9P4YYF2	-	NA
A0A9P5AA35	C	3.43
A0A9P5AAJ2	-	22.30
A0A9P5AC41	C*	3.62
A0A9P5AJD2	-	22.64
A0A9P5AMW5	C	3.16
A0A9P5B0C2	C	3.39
A0A9P5B8M4	C*	3.77
A0A9P5B9W0	-	23.11
A0A9P5BDM4	C	2.76
A0A9P5BFG7	-	NA
A0A9P5BHQ5	C	3.22
A0A9P5BJG4	-	22.38
A0A9P5BPD6	C	2.92
A0A9P5BQW9	-	17.38
A0A9P5BW11	C	2.94
A0A9P5BXF7	-	20.82
A0A9P5BYG0	-	22.14
A0A9P5C3D3	-	15.08
A0A9P5C3W0	-	15.86
A0A9P5CTQ7	-	15.21
A0A9P5CTY5	-	22.53
A0A9P5DM27	C*	3.78
A0A9P5DT73	-	23.01
A0A9P5DU41	C	3.42
A0A9P5DWD0	C	3.44
A0A9P5E0H0	-	22.64
A0A9P5E0T4	-	20.29
A0A9P5E2M0	-	22.84
A0A9P5E4U5	-	22.73
A0A9P5E4Z0	C	2.87
A0A9P5EJS6	-	15.21
A0A9P5EN09	-	14.38
A0A9P5EP89	-	21.71
A0A9P5EPY6	-	22.86
A0A9P5EQ32	-	21.56
A0A9P5ERR0	-	23.09
A0A9P5ESF9	-	10.36
A0A9P5ESI6	-	22.71
A0A9P5EWI3	-	22.96
A0A9P5EWP9	C	3.50
A0A9P5EYL5	-	22.74
A0A9P5EZI0	-	NA
A0A9P5F043	-	22.80
A0A9P5F0V8	-	15.71
A0A9P5F1P8	-	NA
A0A9P5F4D0	-	16.02
A0A9P5GB19	C	3.34
A0A9P5GCT0	-	22.44
A0A9P5GFI9	-	22.40
A0A9P5GWA5	-	16.15
A0A9P5H912	-	22.76
A0A9P5HBF6	-	15.15
A0A9P5HHL6	-	21.98
A0A9P5HJQ1	C*	4.82
A0A9P5HQ80	C	3.00
A0A9P5HSB3	C	3.42
A0A9P5HSY5	-	23.12
A0A9P5HWN2	C	3.17
A0A9P5IJI5	-	NA
A0A9P5IUD8	C	3.42
A0A9P5IXS6	C	3.13
A0A9P5IYM1	-	22.65
A0A9P5JXT8	-	15.55
A0A9P5JY23	-	15.51
A0A9P5JYN0	-	14.32
A0A9P5JYN9	-	14.20
A0A9P5JYU8	-	16.38
A0A9P5JZA9	-	15.68
A0A9P5JZI2	-	15.67
A0A9P5K193	-	15.75
A0A9P5K283	-	22.00
A0A9P5K589	-	15.41
A0A9P5K6D0	-	14.42
A0A9P5K6K6	-	22.52
A0A9P5K788	-	21.77
A0A9P5K8I6	-	22.07
A0A9P5K8K9	C*	3.60
A0A9P5K8U6	-	22.18
A0A9P5K9C7	-	24.09
A0A9P5K9S8	-	15.13
A0A9P5L1F5	-	22.73
A0A9P5L8N8	C	3.03
A0A9P5LL58	-	22.45
A0A9P5LLI3	C	3.26
A0A9P5MS31	C	3.16
A0A9P5MS95	C*	3.76
A0A9P5MSK9	-	15.25
A0A9P5NP12	C	3.46
A0A9P5NQI8	-	22.26
A0A9P5NU10	C	3.06
A0A9P5NUM8	-	22.20
A0A9P5PKH0	C	3.44
A0A9P5PV34	-	NA
A0A9P5X9Z6	-	22.15
A0A9P5XZM4	C	3.33
A0A9P5YAQ3	C*	3.94
A0A9P5YS01	C	3.07
A0A9P5YX13	C	2.80
A0A9P5Z365	-	22.30
A0A9P5ZHD6	-	14.47
A0A9P6ABG1	-	14.49
A0A9P6ADS6	-	15.39
A0A9P6AJI0	-	15.40
A0A9P6AJY1	-	23.72
A0A9P6BY48	C*	3.55
A0A9P6C3F1	C	3.19
A0A9P6CAG6	-	22.64
A0A9P6CCN6	-	22.33
A0A9P6CJ62	-	22.34
A0A9P6CQJ4	-	22.30
A0A9P6CTZ2	-	22.14
A0A9P6DDV4	-	22.15
A0A9P6DJR5	-	NA
A0A9P6EAD3	-	14.21
A0A9P6EHV7	-	18.38
A0A9P6ELV7	C*	3.53
A0A9P6ES30	-	22.18
A0A9P6EYF3	-	NA
A0A9P6G6A9	C	2.96
A0A9P6GD45	C*	3.65
A0A9P6GF49	-	22.91
A0A9P6GFA9	-	22.52
A0A9P6GFF6	-	15.37
A0A9P6GHV8	-	22.69
A0A9P6GIB7	C*	3.53
A0A9P6GJ93	-	15.75
A0A9P6GLH1	-	11.35
A0A9P6GNG8	-	22.59
A0A9P6GVB7	-	18.94
A0A9P6H427	-	14.96
A0A9P6H4S6	-	15.12
A0A9P6H6N4	-	14.81
