cluster_rep	cluster_size	log_cluster_size	agger_type	cys_in_shell	n_agger_members	group_a	group_b	group_c	group_d	group_e	group_f	group_g	group_h	group_i	group_j	group_k	group_l
A0A1L9TIM4_taxID_1036612_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6J8CIJ8_taxID_42192_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0G4HRH3_taxID_1169474_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P6HVN3_taxID_1095194_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A074ZDD7_taxID_6198_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A409VYZ7_taxID_181874_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAJ4XRR1_taxID_63383_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABQ8FNS3_taxID_1357716_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR4MVH6_taxID_2732419_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR4CSW7_taxID_86028_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A010RYF3_taxID_1445577_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9W8MAQ6_taxID_2828524_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H5L9I1_taxID_48495_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0B7A0D2_taxID_1028688_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC1PD21_taxID_42375_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
K3X5C6_taxID_431595_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8B6GYH0_taxID_29158_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9W3GC27_taxID_9837_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1K0HF59_taxID_307758_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A835YKM2_taxID_303371_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2D0NGI4_taxID_1122177_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3N0CP77_taxID_661483_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC2IIZ4_taxID_749465_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1Y2CS79_taxID_329046_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
I2FTP4_taxID_120017_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4R8T272_taxID_1347389_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A5S6QIU3_taxID_70415_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD5UAC9_taxID_447962_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABY2RQH2_taxID_2571143_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAE0JIY1_taxID_94610_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
S3CMF3_taxID_1116229_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4P9XG75_taxID_78915_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7C8Q0E6_taxID_2813651_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A914D235_taxID_290746_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A137P4M5_taxID_796925_model	1	0.0000	type1	0.0000	1	0	0	0	0	1	0	0	0	0	0	0	0
A0A8H3AAQ4_taxID_456999_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAN4PPE5_taxID_293939_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABD0JMJ5_taxID_370345_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4S4MA69_taxID_1095465_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H6R1E0_taxID_1287682_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0L8IDI7_taxID_37653_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0N4SWM8_taxID_6280_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H3D189_taxID_456999_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A914V8X7_taxID_2011161_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
K1QAP4_taxID_29159_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
K0B2W2_taxID_1229908_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4E9FIB1_taxID_6279_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6S7IY75_taxID_317549_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024UP64_taxID_157072_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
P56826_taxID_6610_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H3A1U9_taxID_456999_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AA35SFX9_taxID_519541_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P3PKR9_taxID_47721_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2T9YY63_taxID_133385_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A183C149_taxID_36090_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAE8STA2_taxID_2041049_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P7H0N9_taxID_40199_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6V7V3D6_taxID_390850_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2R5GU51_taxID_2315210_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9N8JDS5_taxID_2773715_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3S0ZXU8_taxID_188477_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A163IS79_taxID_5454_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAF3EKL4_taxID_2138241_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3M6T5K9_taxID_46731_model	1	0.0000	type1	0.0000	1	0	0	0	0	0	0	1	0	0	0	0	0
A0A2R6W5V4_taxID_3197_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0D6M6M4_taxID_53326_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AA39HID6_taxID_289476_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H2WDY0_taxID_456999_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1V9YE51_taxID_74557_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8S4QC54_taxID_6347_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2G8L6J4_taxID_307972_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H3A0M5_taxID_456999_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABM1B806_taxID_6850_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A5N6JRM5_taxID_61186_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0F8A0A1_taxID_1043627_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABN8M8J6_taxID_104178_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC3CDQ3_taxID_2788_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A163HZN4_taxID_5454_model_A	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8S4Q9N2_taxID_6347_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD7ULC6_taxID_2483200_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3R7WQH8_taxID_112090_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABU9X9V4_taxID_3143436_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3B1A6T7_taxID_652676_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H8P906_taxID_456999_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1I7VEA5_taxID_7209_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A067BRT6_taxID_695850_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0V0TGR2_taxID_144512_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1S9S186_taxID_104259_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A915MQ42_taxID_6303_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
B9XQZ3_taxID_320771_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AA37L8J5_taxID_700344_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0V1KD92_taxID_6337_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H3BPP3_taxID_456999_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAV2VYF3_taxID_1238450_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABX2C6M7_taxID_2675748_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AA36JK50_taxID_2562239_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7S2JHL4_taxID_1333877_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD5TY19_taxID_447962_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A915JY09_taxID_13658_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6J8BR51_taxID_42192_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1I9G629_taxID_6279_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1V6PRI1_taxID_416450_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
D7F7N6_taxID_541230_model_A	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3M6UR97_taxID_46731_model_A	1	0.0000	type1	0.0000	1	0	1	0	0	0	0	0	0	0	0	0	0
A0AA39H3A8_taxID_289476_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8B6GSK0_taxID_29158_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1V9YBP5_taxID_1202772_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A397GN90_taxID_41047_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9W7G1T1_taxID_2557542_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC3C5E3_taxID_2788_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
F0Y9F1_taxID_44056_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAN4ZCE4_taxID_1317129_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7C8MQB2_taxID_323545_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P7UD37_taxID_1209932_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H8P6Z0_taxID_456999_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A5N5QPM2_taxID_1582974_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAN5YXZ8_taxID_282268_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A409WEP5_taxID_231916_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024TEL4_taxID_157072_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A388KHX6_taxID_69332_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A5P8W6J8_taxID_2653204_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
R9PI15_taxID_1305764_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAV7G5I4_taxID_161865_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A5B8MIF6_taxID_1764295_model	1	0.0000	type1	0.0000	1	0	0	0	1	0	0	0	0	0	0	0	0
A0ABR3UFL0_taxID_48095_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD5X3H5_taxID_64517_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P5AJD2_taxID_44412_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABN8RHG1_taxID_104759_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD7UPK6_taxID_2483200_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0S4LNR0_taxID_1742972_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7J7J2C8_taxID_10212_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1H1Q0J6_taxID_546871_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A5C3EP17_taxID_86804_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A5J5BCR2_taxID_561372_model_A	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ACC2HA47_taxID_75939_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A183TFI9_taxID_70667_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1Y2CTX0_taxID_329046_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
Q54QT1_taxID_44689_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAN8JKH5_taxID_87958_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0G2GEG2_taxID_420778_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A444ZR13_taxID_3818_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD9L024_taxID_27915_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
F9G554_taxID_660025_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A179HCZ8_taxID_33203_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A5M9J7X0_taxID_38448_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAV4IQ38_taxID_1093978_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H3H4T7_taxID_456999_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A423XJ27_taxID_1230097_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A913YCG3_taxID_2652724_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAE0W2I3_taxID_2493646_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR1FHI7_taxID_44056_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1X6PIR8_taxID_2786_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8B6DAC3_taxID_29158_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABR1FQU3_taxID_44056_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A7SSF6_taxID_45351_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
W4H175_taxID_112090_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A507F8P2_taxID_246404_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1Y1HT28_taxID_105231_model	1	0.0000	type2	1.0000	1	0	0	0	0	0	0	0	0	0	0	0	1
A0A977TE70_taxID_36659_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD5SCX3_taxID_64517_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A812SAZ7_taxID_2952_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8J1XGG3_taxID_6347_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8S3ZX52_taxID_100452_model	1	0.0000	type2	1.0000	1	0	0	0	0	0	0	0	0	0	1	0	0
A0AC34QHI6_taxID_591449_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A084G098_taxID_563466_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A2G7FTM7_taxID_656916_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A915PAR4_taxID_298350_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABT4KNP9_taxID_520838_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABP6PWQ7_taxID_111803_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5AZ38_taxID_227321_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A163KNP0_taxID_5454_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8B6CPY6_taxID_29158_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A6P8I583_taxID_6105_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8J1TDZ8_taxID_6347_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAJ8BCI9_taxID_8187_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A210R253_taxID_6573_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0D6LVJ5_taxID_53326_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD4FBU9_taxID_669026_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P9JQC5_taxID_48865_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4Q4SXW4_taxID_155417_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1Y2HVF8_taxID_765915_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A7S3QEJ9_taxID_122233_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9W8B9V6_taxID_2761393_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A3B0YDV7_taxID_652676_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A084FV70_taxID_563466_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P3CF74_taxID_84275_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H7B393_taxID_1187904_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H4QR39_taxID_354080_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4P9Y3Y8_taxID_1907219_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABQ8EZ86_taxID_1357716_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A4S4M1Y3_taxID_1095465_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A8H7H787_taxID_456999_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0R0LTG5_taxID_146866_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A9P8ZYD0_taxID_152316_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1Y1W9H1_taxID_61395_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0ABD0K492_taxID_370345_model	1	0.0000	unassigned	1.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A139HFA6_taxID_321146_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0B2VVI5_taxID_6265_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A135T4G4_taxID_703756_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD5U6Y0_taxID_447962_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A914MBW5_taxID_6306_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
E7CLR7_taxID_34541_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
E7CLR6_taxID_34541_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAD6NK04_taxID_74499_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A364MXI7_taxID_183478_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A238C4W2_taxID_387005_model	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AAN6JPW5_taxID_155126_model_A	1	0.0000	unassigned	0.0000	0	0	0	0	0	0	0	0	0	0	0	0	0
