member,accession,cterm_len,n_seg,status
A0ABQ8RCX8_taxID_61235_model,A0ABQ8RCX8,140,1,ok
A0ABQ9Q0R2_taxID_1209924_model,A0ABQ9Q0R2,128,1,ok
A0ABQ9S560_taxID_1914294_model,A0ABQ9S560,105,1,ok
A0ABR0BYX5_taxID_33203_model,A0ABR0BYX5,152,1,ok
A0ABR1H2J5_taxID_979145_model,A0ABR1H2J5,146,1,ok
A0ABR1H992_taxID_979145_model,A0ABR1H992,123,1,ok
A0ABR1HK27_taxID_2732573_model,A0ABR1HK27,138,1,ok
A0ABR1HNJ9_taxID_2732573_model,A0ABR1HNJ9,123,1,ok
A0ABR1HRR2_taxID_979145_model,A0ABR1HRR2,142,1,ok
A0ABY6UY83_taxID_29856_model,A0ABY6UY83,128,1,ok
A0ABZ2WML6_taxID_5515_model,A0ABZ2WML6,140,1,ok
A0ACA9TSJ0_taxID_1349383_model,A0ACA9TSJ0,77,1,ok
A0ACC0RA38_taxID_1328300_model,A0ACC0RA38,140,1,ok
A0ACC1RGF0_taxID_57161_model,A0ACC1RGF0,150,1,ok
A0ACC3YT05_taxID_5467_model,A0ACC3YT05,128,1,ok
A0ACC4DXW3_taxID_33203_model,A0ACC4DXW3,119,1,ok
A0ACD3Z8I2_taxID_2747967_model,A0ACD3Z8I2,140,1,ok
C7Z595_taxID_660122_model,C7Z595,154,1,ok
C9STD4_taxID_526221_model,C9STD4,131,1,ok
G2X461_taxID_498257_model,G2X461,137,1,ok
G2XIS8_taxID_498257_model,G2XIS8,108,1,ok
G3JUG5_taxID_983644_model,G3JUG5,154,1,ok
G9N609_taxID_413071_model,G9N609,132,1,ok
G9NHT6_taxID_452589_model,G9NHT6,128,1,ok
I1RYR4_taxID_229533_model,I1RYR4,145,1,ok
K3VRC0_taxID_1028729_model,K3VRC0,144,1,ok
L2G7M8_taxID_1213859_model,L2G7M8,124,1,ok
M1W9S5_taxID_1111077_model,M1W9S5,138,1,ok
T0KPY1_taxID_1237896_model,T0KPY1,128,1,ok
A0A3M7B810_taxID_91943_model_A,A0A3M7B810,203,1,ok
A0A1Z5TUA1_taxID_1157616_model_A,A0A1Z5TUA1,203,1,ok
A0A3M6YK54_taxID_91943_model_A,A0A3M6YK54,203,1,ok
A0A3M7A968_taxID_91943_model,A0A3M7A968,164,1,ok
A0A3M7E5C4_taxID_91943_model_A,A0A3M7E5C4,203,1,ok
A0A3M7E733_taxID_91943_model_A,A0A3M7E733,203,1,ok
A0A3M7FH62_taxID_91943_model_A,A0A3M7FH62,203,1,ok
A0A3M7HZE1_taxID_91943_model,A0A3M7HZE1,203,1,ok
A0A6A7BQY5_taxID_1314780_model,A0A6A7BQY5,191,1,ok
A0A3M7J5F3_taxID_91943_model_A,A0A3M7J5F3,203,1,ok
A0A3M7C5D9_taxID_91943_model_A,A0A3M7C5D9,203,1,ok
A0A3N4HNW1_taxID_1160509_model,A0A3N4HNW1,418,1,ok
A0A3N4IPE1_taxID_1160509_model,A0A3N4IPE1,173,1,ok
A0A3N4IQU1_taxID_1336337_model_A,A0A3N4IQU1,166,1,ok
A0A3N4K8D0_taxID_1392247_model,A0A3N4K8D0,219,1,ok
A0A3N4KJ40_taxID_1336337_model_A,A0A3N4KJ40,161,1,ok
A0A3N4KKJ4_taxID_1392247_model,A0A3N4KKJ4,167,1,ok
A0ABR3GH88_taxID_1032678_model,A0ABR3GH88,167,1,ok
A0A3N4L5Z3_taxID_1392247_model_A,A0A3N4L5Z3,251,1,ok
A0A3N4LFB6_taxID_1051890_model,A0A3N4LFB6,196,1,ok
A0A3N4LW77_taxID_1051890_model,A0A3N4LW77,158,1,ok
A0A3S4AMG6_taxID_2587410_model_A,A0A3S4AMG6,227,1,ok
G2RFH3_taxID_578455_model_A,G2RFH3,232,1,ok
A0A409X966_taxID_93625_model,A0A409X966,59,1,ok
A0A409X7S8_taxID_93625_model,A0A409X7S8,59,1,ok
A0A409XHT0_taxID_93625_model,A0A409XHT0,151,1,ok
A0A409Y7Q5_taxID_231916_model_A,A0A409Y7Q5,145,1,ok
A0A409Y9J2_taxID_231916_model_A,A0A409Y9J2,237,1,ok
A0A409YUP4_taxID_231916_model_A,A0A409YUP4,97,1,ok
A0A420HGA6_taxID_212602_model,A0A420HGA6,181,1,ok
A0A420MG99_taxID_5507_model_A,A0A420MG99,396,1,ok
A0A420YAJ7_taxID_177199_model,A0A420YAJ7,123,1,ok
A0A423WXH4_taxID_448051_model,A0A423WXH4,182,1,ok
A0A428UJ78_taxID_2604345_model_A,A0A428UJ78,188,1,ok
A0A3M2R9A4_taxID_2010991_model,A0A3M2R9A4,430,1,ok
A0A436ZMN6_taxID_97331_model,A0A436ZMN6,203,1,ok
A0AAN8NZV7_taxID_74498_model,A0AAN8NZV7,202,1,ok
A0A437ABU9_taxID_97331_model_A,A0A437ABU9,203,1,ok
A0A437ACP0_taxID_97331_model_A,A0A437ACP0,217,1,ok
A0A484G3C9_taxID_1213857_model,A0A484G3C9,154,1,ok
A0A4R8Q686_taxID_1347390_model,A0A4R8Q686,153,1,ok
A0A4R8TAZ7_taxID_1347389_model,A0A4R8TAZ7,153,1,ok
A0A4Q4M0D8_taxID_119927_model,A0A4Q4M0D8,221,1,ok
A0A2W1HE12_taxID_45151_model,A0A2W1HE12,221,1,ok
A0A3M7MKX7_taxID_1302712_model,A0A3M7MKX7,221,1,ok
A0A4Q4NI14_taxID_5599_model,A0A4Q4NI14,221,1,ok
A0A4Q4PA97_taxID_119927_model,A0A4Q4PA97,221,1,ok
A0A4Q4QCH3_taxID_156630_model,A0A4Q4QCH3,221,1,ok
A0A6A5VK30_taxID_1447943_model,A0A6A5VK30,212,1,ok
A0A6A6SVM2_taxID_1314788_model,A0A6A6SVM2,293,1,ok
A0A6S6VNJ6_taxID_97479_model,A0A6S6VNJ6,229,1,ok
A0A8H7BEA9_taxID_1187904_model,A0A8H7BEA9,221,1,ok
A0A8J2MZQ3_taxID_119953_model,A0A8J2MZQ3,221,1,ok
A0AAD4I9I8_taxID_48097_model,A0AAD4I9I8,221,1,ok
A0ABR3UEC7_taxID_48095_model_A,A0ABR3UEC7,219,1,ok
A0ACB6F5N8_taxID_167740_model,A0ACB6F5N8,221,1,ok
E3RZD3_taxID_861557_model,E3RZD3,229,1,ok
A0A4Q4T9D8_taxID_155417_model,A0A4Q4T9D8,117,1,ok
A0A4Q9NW54_taxID_114155_model_A,A0A4Q9NW54,149,1,ok
A0A4R8QJK7_taxID_1347390_model,A0A4R8QJK7,167,1,ok
A0A484G4E7_taxID_1213857_model,A0A484G4E7,167,1,ok
A0A4R8QMK9_taxID_5466_model,A0A4R8QMK9,128,1,ok
A0A4R8TP34_taxID_1347389_model,A0A4R8TP34,167,1,ok
A0AAV9T0C6_taxID_1209068_model,A0AAV9T0C6,152,1,ok
A0A4S2MTZ1_taxID_341454_model,A0A4S2MTZ1,296,1,ok
A0A4S4KID4_taxID_98765_model,A0A4S4KID4,437,1,ok
A0A4S8QND8_taxID_278940_model_A,A0A4S8QND8,273,1,ok
A0A1D9QFS6_taxID_665079_model_A,A0A1D9QFS6,274,1,ok
A0A384K5I7_taxID_332648_model_A,A0A384K5I7,273,1,ok
A0A4Y8CKP8_taxID_38488_model_A,A0A4Y8CKP8,270,1,ok
A0A4Z1F9Z6_taxID_278948_model_A,A0A4Z1F9Z6,273,1,ok
A0A4Z1GFL5_taxID_278943_model_A,A0A4Z1GFL5,273,1,ok
A0A4Z1HQT1_taxID_54673_model_A,A0A4Z1HQT1,273,1,ok
A0A4Z1I948_taxID_278944_model_A,A0A4Z1I948,270,1,ok
A0A4Z1JEZ4_taxID_278938_model_A,A0A4Z1JEZ4,273,1,ok
A0A4Z1KR16_taxID_87229_model_A,A0A4Z1KR16,274,1,ok
A0A5M9J8H7_taxID_38448_model_A,A0A5M9J8H7,269,1,ok
A0A8A3P3U8_taxID_61207_model_A,A0A8A3P3U8,272,1,ok
A0A8H6AJG6_taxID_1964551_model_A,A0A8H6AJG6,270,1,ok
A0A9P5HSB3_taxID_139641_model_A,A0A9P5HSB3,270,1,ok
A0A9X0AFN1_taxID_352851_model_A,A0A9X0AFN1,270,1,ok
A0ABQ7I6H2_taxID_2478750_model_A,A0ABQ7I6H2,273,1,ok
A7FA30_taxID_665079_model_A,A7FA30,274,1,ok
G2XU65_taxID_999810_model_A,G2XU65,270,1,ok
M7UHP1_taxID_1290391_model_A,M7UHP1,270,1,ok
A0A4S8QWZ8_taxID_278940_model,A0A4S8QWZ8,220,1,ok
A0A4Z1EJQ1_taxID_87230_model,A0A4Z1EJQ1,222,1,ok
A0A4Z1FC55_taxID_278948_model,A0A4Z1FC55,222,1,ok
A0A4Z1G598_taxID_278943_model,A0A4Z1G598,222,1,ok
A0A4Z1HNS4_taxID_54673_model,A0A4Z1HNS4,221,1,ok
A0A4Z1JPW0_taxID_278938_model,A0A4Z1JPW0,222,1,ok
A0A4Z1KK63_taxID_87229_model,A0A4Z1KK63,138,1,ok
A0A9P5HWN2_taxID_139641_model,A0A9P5HWN2,222,1,ok
A0ABQ7I878_taxID_2478750_model,A0ABQ7I878,222,1,ok
A0A4S9EU40_taxID_5580_model,A0A4S9EU40,173,1,ok
A0A074XC75_taxID_1043002_model,A0A074XC75,190,1,ok
A0A074YPA7_taxID_1043005_model,A0A074YPA7,197,1,ok
A0A4S8W0R7_taxID_5580_model,A0A4S8W0R7,188,1,ok
A0A4S8YNU8_taxID_5580_model,A0A4S8YNU8,190,1,ok
A0A4S9A8L7_taxID_5580_model,A0A4S9A8L7,190,1,ok
A0A4S9B488_taxID_5580_model,A0A4S9B488,173,1,ok
A0A4S9N5M2_taxID_5580_model,A0A4S9N5M2,190,1,ok
A0A4S9T9C9_taxID_5580_model,A0A4S9T9C9,151,1,ok
A0A4S9UF68_taxID_5580_model,A0A4S9UF68,188,1,ok
A0A4S9XNR5_taxID_5580_model,A0A4S9XNR5,163,1,ok
A0A4T0ERS1_taxID_5580_model,A0A4T0ERS1,190,1,ok
A0AB74IRW4_taxID_5580_model,A0AB74IRW4,178,1,ok
A0A4S9LJ79_taxID_5580_model,A0A4S9LJ79,151,1,ok
A0A4T0BWY6_taxID_5580_model,A0A4T0BWY6,186,1,ok
A0A4T0VD25_taxID_80884_model_A,A0A4T0VD25,180,1,ok
A0A4U0V422_taxID_329885_model,A0A4U0V422,191,1,ok
A0A4U6XL76_taxID_1306861_model,A0A4U6XL76,129,1,ok
A0A4U7B2Q7_taxID_40998_model,A0A4U7B2Q7,216,1,ok
A0A2P7ZDQ2_taxID_40998_model,A0A2P7ZDQ2,216,1,ok
A0A4U9EHQ3_taxID_5518_model,A0A4U9EHQ3,108,1,ok
A0A1B8AJY6_taxID_36050_model_A,A0A1B8AJY6,108,1,ok
A0A2L2TR84_taxID_56646_model_A,A0A2L2TR84,108,1,ok
A0A2T4GMU5_taxID_5516_model_A,A0A2T4GMU5,108,1,ok
A0A7S8D418_taxID_5516_model_A,A0A7S8D418,108,1,ok
A0AAN5Z3W8_taxID_282268_model,A0AAN5Z3W8,108,1,ok
I1RNP4_taxID_229533_model_A,I1RNP4,108,1,ok
K3VGV2_taxID_1028729_model_A,K3VGV2,108,1,ok
A0A4V1Q3C6_taxID_2316362_model,A0A4V1Q3C6,443,1,ok
A0A4V6QED0_taxID_1347390_model,A0A4V6QED0,220,1,ok
A0A4Y7T3P6_taxID_71717_model,A0A4Y7T3P6,445,1,ok
A0A4Y7SAP2_taxID_71717_model,A0A4Y7SAP2,445,1,ok
A0A4Y9YWZ0_taxID_205917_model,A0A4Y9YWZ0,96,1,ok
A0A4Z1E9P8_taxID_87230_model_A,A0A4Z1E9P8,258,1,ok
A0A4Z1F478_taxID_87230_model,A0A4Z1F478,179,1,ok
A0A4Z1HN92_taxID_278944_model,A0A4Z1HN92,335,1,ok
A0A4Z1JMX4_taxID_278938_model,A0A4Z1JMX4,165,1,ok
A0A1D9PTG4_taxID_665079_model_A,A0A1D9PTG4,172,1,ok
A0A384JWB2_taxID_332648_model,A0A384JWB2,173,1,ok
A0A4S8R655_taxID_278940_model,A0A4S8R655,143,1,ok
A0A4Y8D0A4_taxID_38488_model,A0A4Y8D0A4,180,1,ok
A0A4Z1FTN5_taxID_278948_model,A0A4Z1FTN5,173,1,ok
A0A4Z1GVX3_taxID_278943_model,A0A4Z1GVX3,142,1,ok
A0A4Z1H969_taxID_54673_model,A0A4Z1H969,149,1,ok
A0A4Z1IMI3_taxID_278944_model,A0A4Z1IMI3,142,1,ok
A0A8H2VS30_taxID_28548_model,A0A8H2VS30,142,1,ok
A0A9P5IXS6_taxID_139641_model,A0A9P5IXS6,173,1,ok
A0A9X0DPC2_taxID_352851_model,A0A9X0DPC2,175,1,ok
A0ABQ7IXC9_taxID_2478750_model,A0ABQ7IXC9,165,1,ok
A7E8E8_taxID_665079_model,A7E8E8,188,1,ok
G2Y4X7_taxID_999810_model,G2Y4X7,180,1,ok
M7URR6_taxID_1290391_model,M7URR6,180,1,ok
W9C6R2_taxID_1432307_model,W9C6R2,156,1,ok
A0A4Z1P3H5_taxID_86259_model_A,A0A4Z1P3H5,328,1,ok
A0A4Z1PBN2_taxID_86259_model,A0A4Z1PBN2,164,1,ok
A0A507BB61_taxID_1093900_model,A0A507BB61,158,1,ok
A0A507BH76_taxID_1093900_model,A0A507BH76,124,1,ok
A0A507BI78_taxID_1093900_model_A,A0A507BI78,229,1,ok
A0A507BNL8_taxID_1093900_model,A0A507BNL8,266,1,ok
A0A507EU45_taxID_246404_model_A,A0A507EU45,197,1,ok
A0A507FAL9_taxID_246404_model,A0A507FAL9,106,1,ok
A0A517LRF7_taxID_50376_model_A,A0A517LRF7,148,1,ok
A0A545UYE5_taxID_43265_model,A0A545UYE5,127,1,ok
A0A545W637_taxID_43265_model,A0A545W637,118,1,ok
A0A553HJG4_taxID_2512241_model_A,A0A553HJG4,209,1,ok
A0A1W2TDK2_taxID_77044_model_A,A0A1W2TDK2,207,1,ok
A0A439D887_taxID_363999_model_A,A0A439D887,223,1,ok
A0A4Z0Z0E1_taxID_37992_model_A,A0A4Z0Z0E1,161,1,ok
A0A9W8TMK2_taxID_114810_model_A,A0A9W8TMK2,227,1,ok
A0AAN7U326_taxID_326684_model_A,A0AAN7U326,227,1,ok
A0ACC2J9D2_taxID_110536_model_A,A0ACC2J9D2,227,1,ok
A0A559M6N5_taxID_215461_model,A0A559M6N5,158,1,ok
A0A7D8UM11_taxID_1316786_model,A0A7D8UM11,129,1,ok
A0A8H8TWG2_taxID_1316788_model,A0A8H8TWG2,129,1,ok
A0A559MLL3_taxID_215461_model,A0A559MLL3,179,1,ok
A0A8T9BMA2_taxID_1316785_model_A,A0A8T9BMA2,180,1,ok
A0A5C2SMD7_taxID_1328759_model_A,A0A5C2SMD7,148,1,ok
Q65Z70_taxID_5639_model,Q65Z70,232,1,ok
A0A5C3M124_taxID_68775_model_A,A0A5C3M124,145,1,ok
A0A5C6SCU9_taxID_61366_model_A,A0A5C6SCU9,396,1,ok
A0A8H4WW32_taxID_282569_model_A,A0A8H4WW32,396,1,ok
A0A8J5NR04_taxID_485398_model_A,A0A8J5NR04,396,1,ok
A0ACC1STZ8_taxID_57161_model_A,A0ACC1STZ8,396,1,ok
X0KKX5_taxID_1089451_model_A,X0KKX5,396,1,ok
A0A5J5EI82_taxID_1250544_model,A0A5J5EI82,188,1,ok
A0A5M8PVF2_taxID_136370_model_A,A0A5M8PVF2,334,1,ok
A0A1W5D0E8_taxID_136370_model_A,A0A1W5D0E8,334,1,ok
A0A5M8PXI5_taxID_136370_model_A,A0A5M8PXI5,223,1,ok
A0A1W5CYQ0_taxID_136370_model_A,A0A1W5CYQ0,152,1,ok
A0A5N5D1B5_taxID_45133_model_A,A0A5N5D1B5,350,1,ok
A0A5N5WYK3_taxID_41062_model,A0A5N5WYK3,377,1,ok
A0AAN5YXU1_taxID_293939_model_A,A0AAN5YXU1,378,1,ok
A0A5N6J900_taxID_656917_model_A,A0A5N6J900,354,1,ok
A0A5N6JRN2_taxID_61186_model,A0A5N6JRN2,208,1,ok
A0A5M9K0A1_taxID_38448_model,A0A5M9K0A1,210,1,ok
A0A5N6JSQ9_taxID_61186_model,A0A5N6JSQ9,156,1,ok
A0A5M9JH55_taxID_38448_model,A0A5M9JH55,172,1,ok
A0A5N6JUP9_taxID_61186_model_A,A0A5N6JUP9,269,1,ok
A0A5N6KF72_taxID_61186_model,A0A5N6KF72,190,1,ok
A0A5N6UJU5_taxID_41984_model,A0A5N6UJU5,304,1,ok
A0A5N6DCN8_taxID_5067_model_A,A0A5N6DCN8,297,1,ok
A0A5N6YET4_taxID_656916_model_A,A0A5N6YET4,304,1,ok
A0A5N7ABB3_taxID_61420_model,A0A5N7ABB3,363,1,ok
A0A5Q4BTC4_taxID_2078593_model,A0A5Q4BTC4,102,1,ok
A0A679EKI1_taxID_5627_model,A0A679EKI1,149,1,ok
A0A679EKB9_taxID_5627_model,A0A679EKB9,149,1,ok
A0A6A4HHG2_taxID_1447944_model,A0A6A4HHG2,524,1,ok
A0A6A4HP64_taxID_1447944_model,A0A6A4HP64,150,1,ok
A0A9P4H4W2_taxID_210430_model,A0A9P4H4W2,247,1,ok
A0A6A5R8S8_taxID_1150837_model,A0A6A5R8S8,223,1,ok
A0ACB6RNM5_taxID_301207_model,A0ACB6RNM5,228,1,ok
A0A6A5RYQ0_taxID_1150837_model,A0A6A5RYQ0,158,1,ok
A0A163HMT0_taxID_5454_model,A0A163HMT0,160,1,ok
A0A8H7IZ83_taxID_205686_model,A0A8H7IZ83,157,1,ok
A0ACB6RVN5_taxID_301207_model,A0ACB6RVN5,111,1,ok
A0A6A5TDN7_taxID_147558_model,A0A6A5TDN7,180,1,ok
A0A6A5U3L8_taxID_147558_model,A0A6A5U3L8,201,1,ok
A0A6A5UNM1_taxID_1447943_model_A,A0A6A5UNM1,147,1,ok
A0A6A5X6Q7_taxID_1450172_model_A,A0A6A5X6Q7,180,1,ok
A0A9W8XTL6_taxID_1932322_model_A,A0A9W8XTL6,147,1,ok
A0A6A5UQF6_taxID_147558_model_A,A0A6A5UQF6,154,1,ok
A0A6A5V9S9_taxID_1447943_model,A0A6A5V9S9,209,1,ok
A0A6A5VBL3_taxID_1447943_model,A0A6A5VBL3,142,1,ok
A0A6A5VR23_taxID_1447943_model,A0A6A5VR23,156,1,ok
A0A6A5WAJ2_taxID_1392246_model_A,A0A6A5WAJ2,243,1,ok
A0A6A5WB06_taxID_1392246_model,A0A6A5WB06,199,1,ok
A0A6A5WGP5_taxID_1392246_model,A0A6A5WGP5,197,1,ok
A0A6A5WHX4_taxID_1392246_model_A,A0A6A5WHX4,130,1,ok
A0A6A5WJZ6_taxID_1392246_model_A,A0A6A5WJZ6,168,1,ok
A0A9P9ITJ2_taxID_256645_model,A0A9P9ITJ2,173,1,ok
A0A6A5WT48_taxID_1392246_model,A0A6A5WT48,441,1,ok
A0A6A5XFW1_taxID_1450172_model,A0A6A5XFW1,145,1,ok
A0A6A5Z7L4_taxID_690887_model,A0A6A5Z7L4,199,1,ok
A0A6A6XX71_taxID_1314802_model_A,A0A6A6XX71,145,1,ok
A0A6G1KF51_taxID_1314801_model,A0A6G1KF51,165,1,ok
A0A9P4QYU9_taxID_682080_model_A,A0A9P4QYU9,151,1,ok
A0ACB6RG49_taxID_673940_model_A,A0ACB6RG49,148,1,ok
A0A6A5XGX1_taxID_1450172_model,A0A6A5XGX1,200,1,ok
A0A6A5Y322_taxID_1450172_model_A,A0A6A5Y322,174,1,ok
A0A6A5Y6Y8_taxID_1450172_model,A0A6A5Y6Y8,213,1,ok
A0A6A5Z3S0_taxID_690887_model_A,A0A6A5Z3S0,160,1,ok
A0A6A5ZAH0_taxID_690887_model,A0A6A5ZAH0,189,1,ok
A0A6A5ZWD5_taxID_690887_model_A,A0A6A5ZWD5,180,1,ok
A0A6A5TKT5_taxID_147558_model_A,A0A6A5TKT5,148,1,ok
A0A6A6DV68_taxID_1314779_model_A,A0A6A6DV68,182,1,ok
A0A6A6S6N2_taxID_1395130_model_A,A0A6A6S6N2,181,1,ok
A0A9P4UZ88_taxID_682080_model_A,A0A9P4UZ88,144,1,ok
A0A6A6AM28_taxID_1392245_model,A0A6A6AM28,203,1,ok
A0A6A6AXD8_taxID_1176127_model_A,A0A6A6AXD8,175,1,ok
A0A6A6BTK6_taxID_1176127_model,A0A6A6BTK6,157,1,ok
A0A8H4IH14_taxID_55169_model,A0A8H4IH14,178,1,ok
A0A6A6CD45_taxID_1080233_model,A0A6A6CD45,144,1,ok
A0A6A6DEK0_taxID_1314779_model,A0A6A6DEK0,218,1,ok
A0A6A6DLH7_taxID_1314779_model_A,A0A6A6DLH7,177,1,ok
A0A6A6E2R4_taxID_1314779_model,A0A6A6E2R4,125,1,ok
A0A6A6E5D0_taxID_1314779_model,A0A6A6E5D0,193,1,ok
A0A6A5YDP4_taxID_690887_model,A0A6A5YDP4,194,1,ok
A0A6A6X999_taxID_1314802_model,A0A6A6X999,197,1,ok
A0A6G1JXQ0_taxID_1314801_model,A0A6G1JXQ0,203,1,ok
A0A9P4JVS4_taxID_147567_model,A0A9P4JVS4,195,1,ok
A0ACB6QDU3_taxID_673940_model,A0ACB6QDU3,193,1,ok
A0A6A6EVU5_taxID_1314779_model_A,A0A6A6EVU5,278,1,ok
A0A6A6F6K8_taxID_717836_model_A,A0A6A6F6K8,214,1,ok
A0A6A6FAF9_taxID_717836_model,A0A6A6FAF9,168,1,ok
A0A6A6FIZ2_taxID_717836_model_A,A0A6A6FIZ2,191,1,ok
A0A2G5HTJ1_taxID_122368_model,A0A2G5HTJ1,191,1,ok
A0A2S6BYK8_taxID_357750_model_A,A0A2S6BYK8,195,1,ok
A0A9P3CPX6_taxID_84275_model_A,A0A9P3CPX6,195,1,ok
A0A9Q9AWR3_taxID_215465_model,A0A9Q9AWR3,195,1,ok
A0AAN7TJK4_taxID_1508187_model,A0AAN7TJK4,190,1,ok
A0ACC3NX25_taxID_1690605_model_A,A0ACC3NX25,189,1,ok
A0A6A6H9P3_taxID_1048519_model,A0A6A6H9P3,192,1,ok
A0A6A6HPD6_taxID_1048519_model,A0A6A6HPD6,150,1,ok
A0A6A6I429_taxID_390896_model_A,A0A6A6I429,188,1,ok
A0A6A6IDS4_taxID_390896_model,A0A6A6IDS4,195,1,ok
A0A6A6XS33_taxID_1314802_model,A0A6A6XS33,195,1,ok
A0A6A6J781_taxID_318751_model_A,A0A6A6J781,137,1,ok
A0A6A6JN94_taxID_318751_model_A,A0A6A6JN94,177,1,ok
A0A6A6JR23_taxID_318751_model,A0A6A6JR23,197,1,ok
A0A6A6NPE1_taxID_578093_model,A0A6A6NPE1,141,1,ok
A0A6A6P8E7_taxID_578093_model,A0A6A6P8E7,246,1,ok
A0A6A6PDQ3_taxID_578093_model_A,A0A6A6PDQ3,188,1,ok
A0A6A6PJ23_taxID_245834_model_A,A0A6A6PJ23,151,1,ok
A0AAQ3LZL9_taxID_150365_model,A0AAQ3LZL9,176,1,ok
A0A6A6PR78_taxID_245834_model_A,A0A6A6PR78,144,1,ok
A0A6A6PYD6_taxID_245834_model,A0A6A6PYD6,160,1,ok
A0A6A6Q3X4_taxID_245834_model_A,A0A6A6Q3X4,190,1,ok
A0A6A6QUQ7_taxID_390894_model,A0A6A6QUQ7,187,1,ok
A0A6A6R1S1_taxID_390894_model,A0A6A6R1S1,188,1,ok
A0A6A5YP59_taxID_690887_model_A,A0A6A5YP59,432,1,ok
A0A6A6RBJ0_taxID_390894_model,A0A6A6RBJ0,143,1,ok
A0A6A6Z455_taxID_574789_model,A0A6A6Z455,147,1,ok
A0A6A6RQ29_taxID_1395130_model,A0A6A6RQ29,185,1,ok
A0A6A6RWM4_taxID_1395130_model,A0A6A6RWM4,180,1,ok
A0A6A6S3A1_taxID_1395130_model,A0A6A6S3A1,180,1,ok
A0A6A6TBA0_taxID_1314788_model_A,A0A6A6TBA0,174,1,ok
A0A6A6TPG7_taxID_1314788_model,A0A6A6TPG7,167,1,ok
A0A6A6TV45_taxID_1314788_model,A0A6A6TV45,195,1,ok
A0A2T2N295_taxID_1448308_model,A0A2T2N295,194,1,ok
A0A6A6TZ24_taxID_703497_model_A,A0A6A6TZ24,192,1,ok
A0A6A6UW36_taxID_703497_model_A,A0A6A6UW36,147,1,ok
A0A6A6V9C0_taxID_1340428_model,A0A6A6V9C0,200,1,ok
A0A6A6VI08_taxID_1340428_model,A0A6A6VI08,160,1,ok
A0A6A6VK76_taxID_1340428_model,A0A6A6VK76,115,1,ok
A0A6A6VLY7_taxID_1340428_model,A0A6A6VLY7,183,1,ok
A0A6A6VMY9_taxID_1340428_model_A,A0A6A6VMY9,169,1,ok
A0A6A6VQH4_taxID_1340428_model,A0A6A6VQH4,206,1,ok
A0A6A6VZ40_taxID_470096_model,A0A6A6VZ40,155,1,ok
A0A6A6W8L4_taxID_470096_model,A0A6A6W8L4,194,1,ok
A0A6A6WEL2_taxID_470096_model,A0A6A6WEL2,182,1,ok
A0A6A6WLA0_taxID_470096_model_A,A0A6A6WLA0,175,1,ok
A0A6A6WZP5_taxID_1314802_model_A,A0A6A6WZP5,150,1,ok
A0A6A6X2A2_taxID_1314802_model_A,A0A6A6X2A2,273,1,ok
A0A6A6XJN7_taxID_1314802_model,A0A6A6XJN7,171,1,ok
A0A6A6YIB0_taxID_574789_model,A0A6A6YIB0,183,1,ok
A0A6A6YIL2_taxID_574789_model,A0A6A6YIL2,187,1,ok
A0A6A6Z4Q4_taxID_574789_model_A,A0A6A6Z4Q4,268,1,ok
A0A6A6QJA3_taxID_390894_model_A,A0A6A6QJA3,268,1,ok
A0A6A6ZN76_taxID_1469910_model,A0A6A6ZN76,99,1,ok
A0A6A7AZP2_taxID_1408161_model,A0A6A7AZP2,203,1,ok
A0A6A7CAG9_taxID_1314780_model,A0A6A7CAG9,161,1,ok
A0A6G1GF50_taxID_1392243_model,A0A6G1GF50,204,1,ok
A0A6G1GRW5_taxID_1176131_model_A,A0A6G1GRW5,176,1,ok
A0A6G1GZN1_taxID_1176131_model,A0A6G1GZN1,192,1,ok
A0A6G1HLY0_taxID_703511_model_A,A0A6G1HLY0,336,1,ok
A0A6G1I2N2_taxID_703511_model,A0A6G1I2N2,147,1,ok
A0A6G1IV16_taxID_1168545_model,A0A6G1IV16,196,1,ok
A0A6G1JJB9_taxID_1168545_model,A0A6G1JJB9,292,1,ok
A0A6A6XB01_taxID_1314802_model,A0A6A6XB01,208,1,ok
A0A6G1K394_taxID_1314801_model_A,A0A6G1K394,190,1,ok
A0A6G1K9L2_taxID_1314801_model,A0A6G1K9L2,194,1,ok
A0A6G1KYM2_taxID_161662_model,A0A6G1KYM2,207,1,ok
A0A9W7W359_taxID_418781_model,A0A9W7W359,159,1,ok
A0A6G1MEA1_taxID_2813651_model_A,A0A6G1MEA1,365,1,ok
A0A6H0XNI2_taxID_286661_model,A0A6H0XNI2,209,1,ok
A0A6H0XTV7_taxID_286661_model,A0A6H0XTV7,73,1,ok
A0A6J3LV43_taxID_1314786_model,A0A6J3LV43,208,1,ok
A0A6J3LW51_taxID_1314786_model,A0A6J3LW51,405,1,ok
A0A6J3LWY9_taxID_1314786_model,A0A6J3LWY9,148,1,ok
A0A6J3MIN3_taxID_1314786_model_A,A0A6J3MIN3,160,1,ok
A0A6P8AU99_taxID_148305_model,A0A6P8AU99,127,1,ok
A0A7C8I2F1_taxID_100035_model,A0A7C8I2F1,202,1,ok
A0A7C8I9R9_taxID_100035_model_A,A0A7C8I9R9,164,1,ok
A0A7C8IHL7_taxID_100035_model_A,A0A7C8IHL7,200,1,ok
A0A7C8J186_taxID_2813651_model_A,A0A7C8J186,189,1,ok
